season,team,conference,conference_seed,wins,losses,win_loss_pct,mov,sos,srs,ortg,drtg,nrtg,pace,ts_pct,made_playoffs,playoff_round_reached,playoff_wins,playoff_losses,champion
2022-23,MIA,Eastern,7,44,38,0.537,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.574,1,4,13,10,0
2022-23,UTA,Western,12,37,45,0.451,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,0.584,0,0,0,0,0
2022-23,WAS,Eastern,12,35,47,0.427,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,0.585,0,0,0,0,0
2022-23,ORL,Eastern,13,34,48,0.415,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,0.573,0,0,0,0,0
2022-23,IND,Eastern,11,35,47,0.427,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,0.581,0,0,0,0,0
2022-23,POR,Western,13,33,49,0.402,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,0.589,0,0,0,0,0
2022-23,CHA,Eastern,14,27,55,0.329,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,0.55,0,0,0,0,0
2022-23,HOU,Western,14,22,60,0.268,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,0.554,0,0,0,0,0
2022-23,DET,Eastern,15,17,65,0.207,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,0.561,0,0,0,0,0
2022-23,SAS,Western,15,22,60,0.268,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,0.554,0,0,0,0,0
2023-24,BOS,Eastern,1,64,18,0.78,11.34,-0.6,10.75,123.2,111.6,11.6,97.2,0.609,1,5,16,3,1
2023-24,OKC,Western,1,57,25,0.695,7.41,-0.05,7.36,119.5,112.1,7.4,99.8,0.608,1,2,6,4,0
2023-24,MIN,Western,3,56,26,0.683,6.45,-0.07,6.39,115.6,109.0,6.6,97.1,0.594,1,3,9,7,0
2023-24,DEN,Western,2,57,25,0.695,5.26,-0.03,5.23,118.5,113.0,5.5,96.8,0.589,1,2,7,5,0
2023-24,NYK,Eastern,2,50,32,0.61,4.59,-0.23,4.36,118.2,113.4,4.8,95.2,0.574,1,2,7,6,0
2023-24,NOP,Western,7,49,33,0.598,4.41,0.05,4.46,117.4,112.9,4.5,97.9,0.591,1,1,0,4,0
2023-24,LAC,Western,4,51,31,0.622,3.28,0.13,3.41,118.8,115.4,3.4,97.2,0.599,1,1,2,4,0
2023-24,PHI,Eastern,7,47,35,0.573,3.05,-0.54,2.51,116.9,113.8,3.1,97.5,0.574,1,1,2,4,0
2023-24,PHX,Western,6,49,33,0.598,3.06,0.02,3.08,117.6,114.6,3.0,98.3,0.603,1,1,0,4,0
2023-24,IND,Eastern,6,47,35,0.573,3.05,-0.3,2.75,121.0,118.0,3.0,101.7,0.606,1,3,8,9,0
2023-24,GSW,Western,10,46,36,0.561,2.61,0.16,2.77,117.8,115.2,2.6,99.2,0.586,0,0,0,0,0
2023-24,MIL,Eastern,3,49,33,0.598,2.62,-0.18,2.44,118.4,115.8,2.6,99.9,0.601,1,1,2,4,0
2023-24,CLE,Eastern,4,48,34,0.585,2.41,-0.44,1.98,115.2,112.7,2.5,97.2,0.586,1,2,5,7,0
2023-24,DAL,Western,5,50,32,0.61,2.21,0.09,2.3,117.6,115.4,2.2,100.1,0.592,1,4,13,9,0
2023-24,ORL,Eastern,5,47,35,0.573,2.02,-0.55,1.48,113.4,111.3,2.1,96.9,0.577,1,1,3,4,0
2023-24,MIA,Eastern,8,46,36,0.561,1.76,-0.66,1.1,114.0,112.2,1.8,96.2,0.578,1,1,1,4,0
2023-24,SAC,Western,9,46,36,0.561,1.74,0.55,2.29,116.9,115.2,1.7,98.8,0.582,0,0,0,0,0
2023-24,HOU,Western,11,41,41,0.5,1.12,0.12,1.24,114.5,113.4,1.1,99.0,0.565,0,0,0,0,0
2023-24,LAL,Western,8,47,35,0.573,0.6,0.48,1.07,115.9,115.3,0.6,100.9,0.601,1,1,1,4,0
2023-24,CHI,Eastern,9,39,43,0.476,-1.44,-0.33,-1.77,114.9,116.3,-1.4,96.3,0.568,0,0,0,0,0
2023-24,ATL,Eastern,10,36,46,0.439,-2.18,-0.19,-2.38,117.2,119.4,-2.2,100.1,0.576,0,0,0,0,0
2023-24,BKN,Eastern,11,32,50,0.39,-2.89,-0.13,-3.02,113.2,116.1,-2.9,96.9,0.561,0,0,0,0,0
2023-24,UTA,Western,12,31,51,0.378,-4.89,0.68,-4.22,115.5,120.4,-4.9,99.5,0.579,0,0,0,0,0
2023-24,SAS,Western,14,22,60,0.268,-6.49,0.69,-5.8,110.0,116.4,-6.4,101.1,0.563,0,0,0,0,0
2023-24,TOR,Eastern,12,25,57,0.305,-6.44,-0.01,-6.45,112.3,118.8,-6.5,99.4,0.566,0,0,0,0,0
2023-24,MEM,Western,13,27,55,0.329,-7.0,0.43,-6.57,107.2,114.3,-7.1,98.2,0.543,0,0,0,0,0
2023-24,DET,Eastern,15,14,68,0.171,-9.11,0.05,-9.06,109.7,118.8,-9.1,99.8,0.562,0,0,0,0,0
2023-24,WAS,Eastern,14,15,67,0.183,-9.29,0.0,-9.29,110.5,119.6,-9.1,102.7,0.567,0,0,0,0,0
2023-24,POR,Western,15,21,61,0.256,-9.02,0.74,-8.29,108.3,117.5,-9.2,97.2,0.539,0,0,0,0,0
2023-24,CHA,Eastern,13,21,61,0.256,-10.24,0.13,-10.12,109.3,119.8,-10.5,97.3,0.56,0,0,0,0,0
2024-25,OKC,Western,1,68,14,0.829,12.87,-0.16,12.7,120.3,107.5,12.8,100.0,0.593,1,5,16,7,1
2024-25,BOS,Eastern,2,61,21,0.744,9.11,-0.83,8.28,120.6,111.1,9.5,95.7,0.591,1,2,6,5,0
2024-25,CLE,Eastern,1,64,18,0.78,9.54,-0.73,8.81,121.7,112.2,9.5,99.8,0.607,1,2,5,4,0
2024-25,MIN,Western,6,49,33,0.598,5.0,0.15,5.15,116.6,111.5,5.1,97.3,0.588,1,3,9,6,0
2024-25,LAC,Western,5,50,32,0.61,4.66,0.18,4.84,115.1,110.3,4.8,97.5,0.589,1,1,3,4,0
2024-25,MEM,Western,8,48,34,0.585,4.85,-0.06,4.79,117.7,113.0,4.7,103.3,0.588,1,1,0,4,0
2024-25,HOU,Western,2,52,30,0.634,4.51,0.45,4.97,115.3,110.8,4.5,98.6,0.553,1,1,3,4,0
2024-25,NYK,Eastern,3,51,31,0.622,4.1,-0.51,3.59,118.5,114.3,4.2,96.7,0.589,1,3,10,8,0
2024-25,DEN,Western,4,50,32,0.61,3.89,0.08,3.97,119.9,116.0,3.9,99.8,0.604,1,2,7,7,0
2024-25,GSW,Western,7,48,34,0.585,3.3,0.25,3.56,115.0,111.7,3.3,98.7,0.568,1,2,5,7,0
2024-25,MIL,Eastern,5,48,34,0.585,2.48,-0.36,2.12,115.9,113.4,2.5,99.3,0.598,1,1,1,4,0
2024-25,IND,Eastern,4,50,32,0.61,2.23,-0.55,1.68,116.5,114.3,2.2,99.9,0.594,1,4,15,8,0
2024-25,DET,Eastern,6,44,38,0.537,1.9,-0.17,1.73,115.0,113.1,1.9,99.8,0.58,1,1,2,4,0
2024-25,LAL,Western,3,50,32,0.61,1.22,0.23,1.45,115.9,114.7,1.2,97.6,0.593,1,1,1,4,0
2024-25,MIA,Eastern,10,37,45,0.451,0.56,-0.45,0.11,113.5,112.9,0.6,96.2,0.576,1,1,0,4,0
2024-25,SAC,Western,9,40,42,0.488,0.48,0.11,0.58,116.7,116.2,0.5,98.2,0.582,0,0,0,0,0
2024-25,ORL,Eastern,7,41,41,0.5,-0.12,-0.58,-0.7,109.4,109.6,-0.2,96.1,0.55,1,1,1,4,0
2024-25,ATL,Eastern,8,40,42,0.488,-1.13,-0.28,-1.41,114.6,115.7,-1.1,102.6,0.579,0,0,0,0,0
2024-25,DAL,Western,10,39,43,0.476,-1.2,0.46,-0.74,114.8,116.0,-1.2,99.2,0.583,0,0,0,0,0
2024-25,CHI,Eastern,9,39,43,0.476,-1.56,-0.27,-1.83,114.1,115.6,-1.5,102.8,0.585,0,0,0,0,0
2024-25,SAS,Western,13,34,48,0.415,-2.76,0.31,-2.45,114.4,117.2,-2.8,99.3,0.575,0,0,0,0,0
2024-25,POR,Western,12,36,46,0.439,-2.98,0.31,-2.67,111.7,114.7,-3.0,98.8,0.555,0,0,0,0,0
2024-25,PHX,Western,11,36,46,0.439,-3.0,0.45,-2.55,116.2,119.3,-3.1,97.1,0.595,0,0,0,0,0
2024-25,TOR,Eastern,11,30,52,0.366,-4.29,-0.11,-4.4,110.5,114.8,-4.3,99.7,0.553,0,0,0,0,0
2024-25,PHI,Eastern,13,24,58,0.293,-6.23,-0.06,-6.29,111.9,118.2,-6.3,97.4,0.563,0,0,0,0,0
2024-25,BKN,Eastern,12,26,56,0.317,-7.11,0.16,-6.95,108.5,115.8,-7.3,96.4,0.552,0,0,0,0,0
2024-25,UTA,Western,15,17,65,0.207,-9.34,0.83,-8.51,111.2,120.4,-9.2,100.0,0.568,0,0,0,0,0
2024-25,CHA,Eastern,14,19,63,0.232,-9.11,0.01,-9.1,107.3,116.6,-9.3,97.6,0.537,0,0,0,0,0
2024-25,NOP,Western,14,21,61,0.256,-9.43,0.84,-8.59,110.4,119.9,-9.5,99.1,0.552,0,0,0,0,0
2024-25,WAS,Eastern,15,18,64,0.22,-12.44,0.3,-12.14,106.8,119.1,-12.3,100.9,0.546,0,0,0,0,0
2025-26,OKC,Western,1,64,18,0.78,11.15,-0.11,11.04,118.9,107.7,11.2,99.3,0.599,1,3,11,4,0
2025-26,SAS,Western,2,62,20,0.756,8.3,-0.03,8.28,119.6,111.3,8.3,99.9,0.595,1,4,13,10,0
2025-26,DET,Eastern,1,60,22,0.732,8.16,-0.63,7.53,117.9,109.7,8.2,99.3,0.583,1,2,7,7,0
2025-26,BOS,Eastern,2,56,26,0.683,7.7,-0.33,7.37,120.8,112.7,8.1,94.8,0.583,1,1,3,4,0
2025-26,NYK,Eastern,3,53,29,0.646,6.33,-0.28,6.05,119.8,113.3,6.5,96.8,0.59,1,5,16,3,1
2025-26,HOU,Western,5,52,30,0.634,5.22,-0.35,4.87,118.6,113.2,5.4,96.1,0.576,1,1,2,4,0
2025-26,DEN,Western,3,54,28,0.659,5.15,-0.17,4.97,122.6,117.4,5.2,98.4,0.616,1,1,2,4,0
2025-26,CHA,Eastern,9,44,38,0.537,4.83,-0.35,4.48,119.4,114.4,5.0,96.8,0.589,0,0,0,0,0
2025-26,CLE,Eastern,4,52,30,0.634,4.11,-0.34,3.78,119.2,115.1,4.1,99.9,0.595,1,3,8,10,0
2025-26,MIN,Western,6,49,33,0.598,3.35,-0.28,3.07,116.8,113.5,3.3,100.5,0.592,1,2,6,6,0
2025-26,TOR,Eastern,5,46,36,0.561,2.83,-0.08,2.75,115.9,113.0,2.9,98.4,0.581,1,1,3,4,0
2025-26,ATL,Eastern,6,46,36,0.561,2.41,-0.03,2.38,116.1,113.7,2.4,101.7,0.584,1,1,2,4,0
2025-26,MIA,Eastern,10,43,39,0.524,2.33,0.02,2.35,116.7,114.5,2.2,103.4,0.58,0,0,0,0,0
2025-26,LAL,Western,4,53,29,0.646,1.76,-0.07,1.68,118.2,116.4,1.8,98.3,0.609,1,2,4,6,0
2025-26,PHX,Western,7,45,37,0.549,1.46,0.28,1.75,115.4,113.9,1.5,97.2,0.568,1,1,0,4,0
2025-26,LAC,Western,9,42,40,0.512,1.13,-0.17,0.96,117.3,116.1,1.2,96.5,0.602,0,0,0,0,0
2025-26,ORL,Eastern,8,45,37,0.549,0.63,0.17,0.81,114.9,114.3,0.6,100.0,0.576,1,1,3,4,0
2025-26,PHI,Eastern,7,45,37,0.549,-0.18,-0.09,-0.27,115.4,115.5,-0.1,99.4,0.572,1,2,4,7,0
2025-26,POR,Western,8,42,40,0.512,-0.29,0.01,-0.29,114.4,114.7,-0.3,100.5,0.57,1,1,1,4,0
2025-26,GSW,Western,10,37,45,0.451,-0.56,0.22,-0.34,115.0,115.6,-0.6,99.0,0.584,0,0,0,0,0
2025-26,NOP,Western,11,26,56,0.317,-4.5,0.24,-4.26,114.4,118.9,-4.5,100.3,0.568,0,0,0,0,0
2025-26,CHI,Eastern,12,31,51,0.378,-5.21,0.12,-5.09,113.0,118.1,-5.1,102.5,0.58,0,0,0,0,0
2025-26,DAL,Western,12,26,56,0.317,-5.51,0.18,-5.33,111.2,116.5,-5.3,101.7,0.564,0,0,0,0,0
2025-26,MEM,Western,13,25,57,0.305,-6.01,0.18,-5.83,112.9,118.8,-5.9,101.3,0.57,0,0,0,0,0
2025-26,MIL,Eastern,11,32,50,0.39,-6.21,0.09,-6.12,112.9,119.3,-6.4,97.6,0.589,0,0,0,0,0
2025-26,IND,Eastern,14,19,63,0.232,-7.99,0.35,-7.64,110.9,118.8,-7.9,101.0,0.568,0,0,0,0,0
2025-26,UTA,Western,15,22,60,0.268,-8.43,0.38,-8.05,114.1,122.3,-8.2,102.3,0.575,0,0,0,0,0
2025-26,SAC,Western,14,22,60,0.268,-10.0,0.42,-9.58,111.4,121.5,-10.1,99.2,0.56,0,0,0,0,0
2025-26,BKN,Eastern,13,20,62,0.244,-9.99,0.29,-9.7,108.7,119.0,-10.3,97.1,0.559,0,0,0,0,0
2025-26,WAS,Eastern,15,17,65,0.207,-11.98,0.36,-11.62,111.0,122.7,-11.7,101.4,0.566,0,0,0,0,0
