season,player_id,player_name,pos,age,team,games,games_started,minutes_per_game,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,fg_pct,fg3_pct,fg2_pct,ft_pct,efg_pct,per,ts_pct,usg_pct,bpm,obpm,dbpm,vorp,ws,ws_per_48,years_in_league
2008-09,livinsh01,Shaun Livingston,PG,23,2TM,12,1,19.25,5.917,2.333,1.667,0.583,0.167,0.75,0.5167,,0.5167,0.9,0.5167,12.1,0.5512,14.2,-2.5,-2.8,0.3,0.0,0.4,0.083,5
2008-09,ajincal01,Alexis Ajinça,PF,20,CHA,31,4,5.871,2.258,0.968,0.097,0.226,0.194,0.387,0.3623,0.0,0.3731,0.7143,0.3623,7.0,0.4304,24.2,-7.5,-7.6,0.1,-0.3,-0.1,-0.026,1
2008-09,bastoma01,Maceo Baston,PF,33,IND,27,0,8.037,2.481,1.926,0.259,0.222,0.37,0.444,0.5435,0.0,0.5556,0.6296,0.5435,12.3,0.5788,14.0,-3.2,-3.4,0.2,-0.1,0.5,0.111,
2008-09,vaughja01,Jacque Vaughn,PG,33,SAS,30,0,9.733,2.167,0.733,1.833,0.2,0.0,0.5,0.32,1.0,0.3108,0.8889,0.3267,7.6,0.3919,16.2,-5.9,-5.0,-0.9,-0.3,0.1,0.016,
2008-09,whitedj01,D.J. White,PF,22,OKC,7,0,18.571,8.857,4.571,0.857,0.429,0.714,0.429,0.52,,0.52,0.7692,0.52,19.8,0.5564,20.0,0.4,0.7,-0.3,0.1,0.4,0.148,
2008-09,swiftst01,Stromile Swift,PF,29,2TM,19,0,9.737,3.263,2.421,0.158,0.211,0.421,0.842,0.4286,1.0,0.4182,0.5,0.4375,6.8,0.4597,20.3,-9.5,-7.9,-1.7,-0.4,-0.1,-0.026,
2008-09,mbengdj01,D.J. Mbenga,C,28,LAL,23,0,7.87,2.652,1.348,0.391,0.435,1.043,0.565,0.4737,0.0,0.4821,0.875,0.4737,13.9,0.504,17.8,-0.6,-5.0,4.4,0.1,0.3,0.08,
2008-09,haywobr01,Brendan Haywood,C,29,WAS,6,5,29.167,9.667,7.333,1.333,0.667,2.5,1.5,0.48,,0.48,0.4762,0.48,14.9,0.4895,17.7,-2.0,-2.1,0.1,0.0,0.2,0.055,
2008-09,collija04,Jason Collins,C,30,MIN,31,22,13.613,1.839,2.258,0.355,0.29,0.419,0.387,0.3143,,0.3143,0.4643,0.3143,3.3,0.3462,10.1,-7.2,-6.9,-0.2,-0.6,-0.2,-0.023,
2008-09,banksma01,Marcus Banks,PG,27,2TM,22,0,9.364,2.545,0.818,1.273,0.5,0.091,0.636,0.3684,0.1579,0.4737,0.6111,0.3947,7.8,0.4313,17.9,-4.1,-5.4,1.3,-0.1,0.0,0.0,
2008-09,rushka01,Kareem Rush,SG,28,PHI,25,1,7.96,2.16,0.6,0.6,0.2,0.04,0.4,0.3448,0.303,0.4,1.0,0.431,6.3,0.4518,16.0,-3.9,-3.5,-0.4,-0.1,0.0,0.0,
2008-09,nelsode01,DeMarcus Nelson,PG,23,GSW,13,5,13.154,4.077,1.846,1.0,0.692,0.154,1.154,0.4444,0.0,0.4706,0.3571,0.4444,6.5,0.4405,18.8,-5.5,-6.1,0.6,-0.2,-0.3,-0.084,
2008-09,tollian01,Anthony Tolliver,PF,23,SAS,19,0,10.947,2.737,2.158,0.895,0.263,0.053,0.368,0.2923,0.2195,0.4167,0.5,0.3615,7.6,0.3746,17.8,-3.9,-3.6,-0.3,-0.1,0.0,0.0,1
2008-09,hairsma01,Malik Hairston,SG,21,SAS,15,0,10.333,3.333,1.867,0.867,0.4,0.467,0.8,0.4898,0.0,0.5,0.2857,0.4898,12.0,0.48,20.0,-2.0,-3.7,1.8,0.0,0.1,0.031,
2008-09,fesenky01,Kyrylo Fesenko,C,22,UTA,21,1,7.429,2.333,1.762,0.19,0.333,0.714,0.429,0.5833,,0.5833,0.3333,0.5833,13.0,0.5416,15.6,-3.1,-4.9,1.8,-0.1,0.3,0.092,
2008-09,haddaha01,Hamed Haddadi,C,23,MEM,19,0,6.316,2.526,2.474,0.421,0.053,0.632,0.474,0.4839,,0.4839,0.6,0.4839,19.7,0.543,20.7,0.3,-1.0,1.3,0.1,0.4,0.16,
2008-09,bowenry01,Ryan Bowen,SF,33,NOH,21,3,10.429,2.238,1.143,0.429,0.667,0.238,0.238,0.5789,,0.5789,0.6,0.5789,10.8,0.5846,9.9,-0.7,-3.7,3.0,0.1,0.6,0.132,
2008-09,brownde03,Dee Brown,PG,24,2TM,19,11,13.737,2.421,1.526,1.895,0.526,0.0,0.895,0.3673,0.2917,0.44,0.6,0.4388,6.6,0.4492,11.8,-5.1,-4.8,-0.3,-0.2,-0.1,-0.018,
2008-09,westma02,Mario West,SG,24,ATL,53,3,5.075,0.811,1.057,0.358,0.34,0.075,0.245,0.4118,1.0,0.3939,0.4667,0.4265,10.0,0.4555,10.5,-0.3,-2.9,2.6,0.1,0.4,0.071,
2008-09,davidje01,Jermareo Davidson,SF,24,GSW,14,0,7.929,3.0,2.429,0.071,0.143,0.214,0.357,0.4857,,0.4857,0.4706,0.4857,12.3,0.4944,18.3,-5.2,-3.0,-2.2,-0.1,0.1,0.043,
2008-09,stackje01,Jerry Stackhouse,SG,34,DAL,10,1,16.2,4.2,1.7,1.2,0.4,0.1,0.9,0.2667,0.1579,0.3171,1.0,0.2917,3.4,0.3329,20.4,-7.5,-5.6,-1.9,-0.2,-0.4,-0.119,
2008-09,willish03,Shawne Williams,SF,22,DAL,15,0,11.333,2.8,3.067,0.133,0.133,0.6,0.333,0.2857,0.0588,0.3846,0.8182,0.2946,7.5,0.3452,17.8,-6.5,-5.1,-1.4,-0.2,0.0,0.0,
2008-09,collija03,Jarron Collins,C,30,UTA,26,3,7.731,1.538,1.423,0.269,0.077,0.038,0.346,0.4571,,0.4571,0.7273,0.4571,5.8,0.502,10.9,-6.1,-4.5,-1.6,-0.2,0.2,0.048,
2008-09,croshau01,Austin Croshere,PF,33,2TM,14,0,7.143,2.857,2.429,0.643,0.071,0.071,0.429,0.359,0.3333,0.375,0.5833,0.4231,14.2,0.4517,23.0,-0.2,0.9,-1.1,0.0,0.1,0.048,
2008-09,richaje01,Jeremy Richardson,SF,24,ORL,12,0,7.75,3.083,1.167,0.25,0.0,0.0,0.25,0.2857,0.3529,0.25,0.5,0.3469,2.8,0.3582,27.1,-10.3,-6.7,-3.5,-0.2,-0.2,-0.103,
2008-09,mihmch01,Chris Mihm,C,29,LAL,18,0,5.833,2.0,1.889,0.556,0.056,0.333,0.556,0.375,,0.375,0.8571,0.375,10.0,0.4178,22.2,-6.2,-6.4,0.2,-0.1,0.1,0.046,
2008-09,voskuja01,Jake Voskuhl,C,31,TOR,38,1,6.316,0.921,1.553,0.211,0.079,0.105,0.447,0.2667,,0.2667,0.7857,0.2667,0.4,0.3421,13.1,-10.9,-10.0,-0.9,-0.5,-0.3,-0.06,
2008-09,agerma01,Maurice Ager,SG,24,NJN,20,0,4.85,1.7,0.5,0.15,0.05,0.1,0.2,0.3488,0.0,0.4054,0.5,0.3488,2.2,0.3654,24.4,-10.7,-7.9,-2.8,-0.2,-0.3,-0.148,
2008-09,jonesda01,Damon Jones,PG,32,MIL,18,0,6.0,1.833,0.333,0.389,0.167,0.0,0.333,0.3235,0.3929,0.0,,0.4853,6.2,0.4853,16.6,-4.0,-2.4,-1.6,-0.1,0.0,0.0,
2008-09,jeffedo01,Dontell Jefferson,SG,25,CHA,6,0,14.0,4.833,2.0,1.5,0.667,0.167,1.0,0.5,0.5,0.5,0.6667,0.5227,12.7,0.5586,18.0,-0.1,-2.2,2.2,0.0,0.2,0.114,
2008-09,simmoce01,Cedric Simmons,PF,23,2TM,18,0,4.667,1.611,0.889,0.111,0.056,0.222,0.111,0.44,,0.44,0.4375,0.44,10.8,0.4526,18.1,-4.1,-2.4,-1.8,0.0,0.0,0.0,
2008-09,arenagi01,Gilbert Arenas,PG,27,WAS,2,2,31.5,13.0,4.5,10.0,0.0,0.5,0.5,0.2609,0.2857,0.25,0.75,0.3043,18.9,0.4328,22.4,0.8,3.0,-2.2,0.0,0.2,0.152,
2008-09,gardnth01,Thomas Gardner,SG,23,ATL,16,0,6.125,1.5,0.438,0.125,0.25,0.062,0.188,0.25,0.1739,0.3846,0.5,0.3056,1.5,0.3178,19.5,-8.5,-7.3,-1.2,-0.2,-0.2,-0.098,
2008-09,wrighlo02,Lorenzen Wright,C,33,CLE,17,2,7.353,1.353,1.471,0.176,0.235,0.294,0.529,0.3704,,0.3704,0.375,0.3704,4.0,0.3768,14.9,-6.7,-7.3,0.7,-0.1,-0.1,-0.038,
2008-09,hunteot01,Othello Hunter,PF,22,ATL,16,0,5.75,1.375,1.5,0.062,0.125,0.312,0.125,0.55,,0.55,0.0,0.55,12.1,0.4955,12.3,-2.1,-2.4,0.3,0.0,0.2,0.104,
2008-09,senesa01,Mouhamed Sene,C,22,2TM,6,0,4.833,3.333,2.333,0.0,0.167,0.5,0.667,0.6667,,0.6667,0.8,0.6667,32.9,0.7463,26.5,8.5,5.5,3.1,0.1,0.2,0.331,
2008-09,weemsso01,Sonny Weems,SG,22,DEN,12,0,4.583,1.583,0.333,0.25,0.083,0.0,0.5,0.32,0.0,0.3636,0.375,0.32,-3.9,0.3331,27.9,-18.9,-13.9,-5.0,-0.2,-0.3,-0.262,1
2008-09,morrira01,Randolph Morris,C,23,ATL,23,0,3.87,0.783,0.87,0.087,0.087,0.043,0.304,0.4118,,0.4118,1.0,0.4118,1.8,0.4797,13.6,-10.5,-10.6,0.1,-0.2,0.0,0.0,
2008-09,randosh01,Shavlik Randolph,PF,25,POR,10,0,3.7,1.8,1.8,0.0,0.0,0.1,0.6,0.6154,1.0,0.5833,0.25,0.6538,19.4,0.6098,26.4,-3.8,-0.1,-3.6,0.0,0.0,0.0,
2008-09,wrighdo01,Dorell Wright,SF,23,MIA,6,0,12.167,3.0,3.333,0.333,0.333,0.0,1.0,0.4,,0.4,0.3333,0.4,3.7,0.3975,18.4,-10.3,-9.5,-0.8,-0.1,-0.1,-0.066,
2008-09,foylead01,Adonal Foyle,C,33,2TM,10,0,6.2,1.7,2.6,0.1,0.0,0.8,0.3,0.6364,,0.6364,0.5,0.6364,19.7,0.6232,12.4,4.0,0.8,3.2,0.1,0.3,0.232,
2008-09,boothca01,Calvin Booth,C,32,2TM,8,0,7.0,2.0,1.375,0.0,0.125,0.25,0.125,0.5,,0.5,0.75,0.5,11.4,0.5917,11.6,-4.8,-2.7,-2.2,0.0,0.1,0.086,
2008-09,mutomdi01,Dikembe Mutombo,C,42,HOU,9,2,10.667,1.778,3.667,0.0,0.0,1.222,0.667,0.3846,,0.3846,0.6667,0.3846,10.8,0.4717,11.1,-3.0,-4.1,1.1,0.0,0.2,0.1,
2008-09,sambch01,Cheikh Samb,C,24,3TM,18,0,4.611,0.833,1.333,0.056,0.167,0.556,0.167,0.1875,0.0,0.2069,0.4286,0.1875,5.3,0.2138,20.6,-11.7,-8.8,-2.9,-0.2,-0.2,-0.116,
2008-09,gilled01,Eddie Gill,PG,30,MIL,6,0,7.167,2.333,0.667,1.833,0.5,0.167,0.833,0.6667,0.6667,0.6667,,0.7778,15.5,0.7778,14.6,1.3,-1.7,3.0,0.0,0.1,0.112,
2008-09,farmede01,Desmon Farmer,SG,27,SAS,3,0,18.0,4.333,2.0,0.667,0.0,0.0,1.333,0.2857,0.25,0.5,1.0,0.3929,0.4,0.4368,16.9,-9.9,-8.1,-1.8,-0.1,-0.1,-0.089,
2008-09,jonesdw02,Dwayne Jones,PF,25,CHA,6,0,8.667,2.0,2.0,0.0,0.0,0.167,0.667,0.5714,,0.5714,0.6667,0.5714,8.0,0.6224,12.4,-5.7,-3.9,-1.8,0.0,0.1,0.092,
2008-09,willija04,Jawad Williams,SF,25,CLE,10,0,2.0,1.2,0.2,0.0,0.1,0.0,0.1,0.4167,0.3333,0.5,,0.5,14.1,0.5,30.7,-3.5,-1.1,-2.5,0.0,0.0,0.0,
2008-09,willima03,Marcus Williams,PG,23,GSW,9,0,6.0,1.333,0.444,1.444,0.111,0.111,0.444,0.2353,0.3333,0.1818,0.3333,0.2941,3.7,0.3055,18.7,-8.2,-5.1,-3.1,-0.1,-0.1,-0.089,
2008-09,adamsha01,Hassan Adams,SG,24,TOR,12,0,4.333,0.917,0.583,0.083,0.083,0.083,0.333,0.3077,,0.3077,0.5,0.3077,0.4,0.3517,17.4,-9.4,-7.5,-1.9,-0.1,-0.2,-0.185,
2008-09,crawfjo01,Joe Crawford,SF,22,NYK,2,0,11.5,4.5,2.0,0.5,0.5,0.0,0.0,0.3,0.25,0.3333,1.0,0.35,10.8,0.4136,20.6,-2.7,-2.5,-0.2,0.0,0.0,0.0,
2008-09,johnsli01,Linton Johnson,PF,28,2TM,10,0,5.5,0.9,0.8,0.2,0.1,0.0,0.2,0.3636,0.5,0.3333,,0.4091,3.4,0.4091,10.5,-7.7,-5.8,-1.9,-0.1,0.0,0.0,
2008-09,ahearbl01,Blake Ahearn,PG,24,SAS,3,0,6.333,2.667,0.333,0.667,0.333,0.0,0.333,0.3333,0.5,0.0,1.0,0.5,12.9,0.5814,20.1,-0.9,-2.2,1.4,0.0,0.1,0.253,
2008-09,sharpwa01,Walter Sharpe,PF,22,DET,8,0,2.5,1.0,0.375,0.0,0.0,0.25,0.0,0.3636,0.0,0.4444,0.0,0.3636,4.8,0.3367,28.3,-10.1,-9.1,-1.1,0.0,-0.1,-0.24,
2008-09,whiteja02,James White,SF,26,HOU,4,0,2.75,1.75,0.0,0.25,0.25,0.25,0.75,0.6,0.5,0.6667,,0.7,14.6,0.7,33.8,2.4,-3.0,5.4,0.0,0.0,0.0,
2008-09,nichode01,Demetris Nichols,SF,24,2TM,4,0,3.5,1.75,0.5,0.25,0.0,0.25,0.0,0.3333,0.0,0.4286,0.5,0.3333,8.8,0.3543,31.0,-4.8,-3.0,-1.8,0.0,0.0,0.0,
2008-09,jamesje01,Jerome James,C,33,NYK,2,0,5.0,3.0,1.5,0.0,0.5,0.5,0.5,0.375,,0.375,,0.375,12.5,0.375,39.2,-7.8,-8.9,1.1,0.0,0.0,0.0,
2008-09,madsema01,Mark Madsen,C,33,MIN,19,1,6.105,0.316,0.947,0.211,0.053,0.053,0.158,0.2143,,0.2143,0.0,0.2143,-0.1,0.1904,7.3,-10.0,-7.6,-2.4,-0.2,-0.1,-0.041,
2008-09,ruffimi01,Michael Ruffin,PF,32,POR,11,0,3.182,0.545,1.0,0.0,0.273,0.091,0.182,0.2857,,0.2857,1.0,0.2857,10.3,0.3807,13.3,-3.0,-4.9,1.9,0.0,0.1,0.137,
2008-09,simsco01,Courtney Sims,C,25,2TM,2,0,6.5,3.0,2.0,0.0,0.0,0.0,0.5,0.5,,0.5,,0.5,12.8,0.5,23.5,-7.0,-1.6,-5.5,0.0,0.0,0.0,
2008-09,thomake01,Kenny Thomas,PF,31,SAC,8,0,7.75,0.75,1.875,0.125,0.75,0.125,0.125,0.375,,0.375,,0.375,8.8,0.375,6.5,-1.9,-4.4,2.4,0.0,0.1,0.077,
2008-09,yuesu01,Sun Yue,SG,23,LAL,10,0,2.8,0.6,0.0,0.2,0.1,0.1,0.3,0.2727,0.0,0.6,,0.2727,-8.6,0.2727,22.0,-19.4,-17.2,-2.3,-0.1,-0.1,-0.171,
2008-09,claxtsp01,Speedy Claxton,PG,30,ATL,2,0,7.5,2.5,0.0,1.5,0.0,0.0,0.0,0.2857,,0.2857,0.5,0.2857,5.7,0.3173,24.6,-9.0,-5.1,-3.9,0.0,0.0,0.0,
2008-09,curryed01,Eddy Curry,C,26,NYK,3,0,4.0,1.667,1.333,0.0,0.0,0.0,0.667,1.0,,1.0,0.3333,1.0,2.8,0.753,19.3,-12.4,-13.2,0.8,0.0,0.0,0.0,
2008-09,brownan01,Andre Brown,PF,27,CHA,4,0,10.25,1.0,3.0,0.25,0.25,0.0,1.25,0.1429,,0.1429,1.0,0.1429,-1.5,0.2538,14.8,-14.2,-11.2,-2.9,-0.1,-0.1,-0.117,
2008-09,giddejr01,J.R. Giddens,SF,23,BOS,6,0,1.333,0.667,0.5,0.0,0.167,0.0,0.167,0.6667,,0.6667,,0.6667,26.0,0.6667,23.3,7.2,2.9,4.2,0.0,0.0,0.0,
2008-09,johnstr01,Trey Johnson,SG,24,CLE,4,0,3.5,1.0,0.25,0.0,0.0,0.0,0.25,0.0,,0.0,1.0,0.0,-9.3,0.2959,26.2,-23.2,-18.6,-4.6,-0.1,-0.1,-0.343,
2008-09,willima04,Marcus Williams,PF,22,SAS,2,0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,53.0,1.0,32.3,22.7,15.9,6.8,0.0,0.0,0.0,
2008-09,dorsejo01,Joey Dorsey,PF,25,HOU,3,0,2.0,0.667,0.333,0.333,0.0,0.0,0.0,0.5,,0.5,,0.5,16.1,0.5,15.5,0.3,0.1,0.2,0.0,0.0,0.0,
2008-09,hillst01,Steven Hill,PF,23,OKC,1,0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,88.3,1.0,22.1,29.2,30.1,-0.9,0.0,0.0,0.0,
2008-09,jawaina01,Nathan Jawai,PF,22,TOR,6,0,3.167,0.333,0.333,0.0,0.0,0.0,0.333,0.25,,0.25,,0.25,-7.6,0.25,14.6,-18.3,-13.5,-4.7,-0.1,-0.1,-0.253,
2008-09,webstma02,Martell Webster,SF,22,POR,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-8.4,0.0,9.4,-14.2,-9.4,-4.8,0.0,0.0,0.0,
2009-10,duranke01,Kevin Durant,SF,21,OKC,82,82,39.5,30.146,7.598,2.817,1.366,1.024,3.305,0.476,0.3647,0.5057,0.9,0.5144,26.2,0.6066,32.0,7.1,6.3,0.8,7.5,16.1,0.239,3
2009-10,jamesle01,LeBron James,SF,25,CLE,76,76,39.026,29.711,7.289,8.566,1.645,1.013,3.434,0.5026,0.3333,0.56,0.7671,0.5448,31.1,0.6044,33.5,11.8,9.1,2.8,10.3,18.5,0.299,7
2009-10,wadedw01,Dwyane Wade,SG,28,MIA,77,77,36.26,26.558,4.844,6.506,1.844,1.065,3.273,0.4758,0.3004,0.5095,0.7607,0.5,28.0,0.5619,34.9,9.2,7.1,2.1,7.9,13.0,0.223,7
2009-10,nowitdi01,Dirk Nowitzki,PF,31,DAL,81,80,37.519,25.025,7.654,2.691,0.864,0.975,1.84,0.4813,0.4215,0.4865,0.9147,0.4983,22.9,0.5779,28.8,4.2,3.7,0.5,4.7,12.3,0.194,11
2009-10,bryanko01,Kobe Bryant,SG,31,LAL,73,73,38.836,26.986,5.356,5.0,1.548,0.274,3.192,0.4563,0.3289,0.4866,0.8115,0.4879,21.9,0.5451,32.3,4.1,3.9,0.2,4.4,9.4,0.159,14
2009-10,anthoca01,Carmelo Anthony,SF,25,DEN,69,69,38.174,28.159,6.58,3.217,1.275,0.435,3.029,0.4581,0.3155,0.4783,0.8301,0.4777,22.2,0.5485,33.4,2.3,3.5,-1.2,2.9,7.9,0.144,7
2009-10,stoudam01,Amar'e Stoudemire,PF,27,PHO,82,82,34.61,23.122,8.927,1.0,0.634,1.012,2.598,0.557,0.1667,0.5588,0.7706,0.5574,22.6,0.6148,27.3,1.0,2.1,-1.1,2.2,10.7,0.181,8
2009-10,randoza01,Zach Randolph,PF,28,MEM,81,81,37.667,20.753,11.728,1.84,0.988,0.42,2.148,0.488,0.2885,0.4961,0.7785,0.4936,21.2,0.5456,24.6,1.3,2.7,-1.4,2.5,9.7,0.153,9
2009-10,boshch01,Chris Bosh,C,25,TOR,70,70,36.086,23.971,10.843,2.371,0.614,0.971,2.414,0.5181,0.3636,0.5211,0.7966,0.5216,25.0,0.5918,28.7,3.6,4.8,-1.2,3.6,9.6,0.182,7
2009-10,jacksst02,Stephen Jackson,SG,31,2TM,81,81,38.63,20.58,4.951,3.704,1.63,0.531,3.198,0.4231,0.3282,0.4595,0.7788,0.4686,15.6,0.518,27.5,0.4,0.3,0.1,1.9,5.0,0.077,
2009-10,leeda02,David Lee,C,26,NYK,81,81,37.272,20.247,11.716,3.642,1.049,0.494,2.333,0.5453,0.0,0.5488,0.8121,0.5453,22.2,0.5844,23.8,2.5,2.6,0.0,3.5,10.3,0.164,5
2009-10,ellismo01,Monta Ellis,SG,24,GSW,64,64,41.359,25.484,4.016,5.312,2.234,0.391,3.812,0.4488,0.3377,0.4703,0.7526,0.4762,16.7,0.5172,29.5,-1.4,0.1,-1.5,0.4,1.3,0.024,5
2009-10,johnsjo02,Joe Johnson,SG,28,ATL,76,76,37.974,21.303,4.645,4.855,1.079,0.066,1.908,0.4582,0.3686,0.4884,0.8178,0.5047,19.3,0.5381,26.3,2.7,3.4,-0.7,3.4,8.4,0.14,9
2009-10,rosede01,Derrick Rose,PG,21,CHI,78,78,36.808,20.756,3.756,6.013,0.731,0.346,2.782,0.4894,0.2667,0.4996,0.7663,0.4953,18.6,0.532,27.2,1.7,2.6,-0.9,2.7,6.0,0.1,2
2009-10,brookaa01,Aaron Brooks,PG,25,HOU,82,82,35.598,19.561,2.622,5.293,0.841,0.171,2.829,0.432,0.3981,0.4541,0.8221,0.5105,16.0,0.5485,25.7,0.7,2.3,-1.6,1.9,5.5,0.09,3
2009-10,gayru01,Rudy Gay,SF,23,MEM,80,80,39.688,19.587,5.9,1.913,1.475,0.8,2.112,0.4658,0.3267,0.4917,0.7525,0.4915,16.2,0.5352,22.5,0.5,0.8,-0.3,2.0,6.4,0.097,4
2009-10,lopezbr01,Brook Lopez,C,21,NJN,82,82,36.915,18.805,8.646,2.28,0.671,1.695,2.488,0.4987,0.0,0.4996,0.8173,0.4987,20.1,0.5699,23.6,1.2,1.6,-0.5,2.5,7.9,0.125,2
2009-10,westda01,David West,PF,29,NOH,81,81,36.407,19.025,7.469,2.951,0.938,0.741,2.136,0.5049,0.2593,0.5104,0.8655,0.5077,18.9,0.5598,24.0,0.8,1.2,-0.3,2.1,7.5,0.122,7
2009-10,boozeca01,Carlos Boozer,PF,28,UTA,78,78,34.269,19.474,11.205,3.167,1.077,0.462,2.718,0.5619,,0.5619,0.7422,0.5619,21.3,0.5995,24.8,3.4,2.4,1.1,3.7,9.9,0.178,
2009-10,howardw01,Dwight Howard,C,24,ORL,82,82,34.671,18.329,13.195,1.756,0.915,2.78,3.341,0.6115,0.0,0.6167,0.5919,0.6115,24.0,0.6299,23.9,4.4,1.6,2.8,4.6,13.2,0.223,6
2009-10,grangda01,Danny Granger,SF,26,IND,62,62,36.742,24.145,5.516,2.758,1.516,0.823,2.532,0.4284,0.3607,0.4708,0.8481,0.4978,19.8,0.5639,28.7,3.1,3.1,0.0,2.9,6.2,0.131,
2009-10,evansty01,Tyreke Evans,SG,20,SAC,72,72,37.181,20.139,5.278,5.75,1.514,0.361,3.0,0.4575,0.2553,0.4854,0.7484,0.473,18.2,0.5294,26.2,1.3,1.3,0.0,2.2,5.4,0.097,1
2009-10,mayooj01,O.J. Mayo,SG,22,MEM,82,82,37.963,17.463,3.793,2.951,1.195,0.207,2.146,0.4582,0.3831,0.4903,0.8092,0.5156,14.6,0.5515,20.7,0.0,0.8,-0.8,1.6,5.6,0.086,2
2009-10,billuch01,Chauncey Billups,PG,33,DEN,73,73,34.11,19.548,3.123,5.603,1.123,0.123,2.425,0.4179,0.3857,0.4414,0.9102,0.4995,20.2,0.601,24.3,3.7,4.5,-0.8,3.6,9.5,0.183,
2009-10,crawfja01,Jamal Crawford,SG,29,ATL,79,0,31.139,18.038,2.544,3.013,0.772,0.152,1.734,0.4489,0.3817,0.4912,0.8571,0.5226,18.4,0.5729,25.8,2.4,3.5,-1.1,2.7,7.3,0.142,10
2009-10,willide01,Deron Williams,PG,25,UTA,76,76,36.868,18.671,3.987,10.5,1.263,0.211,3.316,0.4691,0.3707,0.5013,0.8014,0.5147,20.6,0.5736,23.8,3.8,4.2,-0.4,4.1,10.3,0.176,5
2009-10,kamanch01,Chris Kaman,C,27,LAC,76,76,34.316,18.526,9.263,1.579,0.487,1.237,2.934,0.49,0.0,0.4925,0.7492,0.49,16.5,0.5265,27.1,-2.5,-1.4,-1.1,-0.3,2.4,0.044,7
2009-10,iguodan01,Andre Iguodala,SF,26,PHI,82,82,38.939,17.085,6.451,5.756,1.72,0.671,2.659,0.4429,0.3102,0.492,0.7326,0.4848,17.8,0.5351,21.8,2.4,2.0,0.4,3.5,6.7,0.101,6
2009-10,curryst01,Stephen Curry,PG,21,GSW,80,77,36.2,17.488,4.45,5.9,1.9,0.237,3.038,0.4619,0.4368,0.4744,0.885,0.5346,16.3,0.5682,21.8,0.7,1.1,-0.5,2.0,4.7,0.078,1
2009-10,roybr01,Brandon Roy,SG,25,POR,65,65,37.215,21.508,4.385,4.692,0.938,0.246,1.985,0.473,0.3303,0.5116,0.7795,0.5082,21.3,0.5676,26.7,4.7,4.7,0.0,4.1,9.1,0.181,
2009-10,duncati01,Tim Duncan,C,33,SAS,78,77,31.256,17.885,10.103,3.154,0.577,1.5,1.795,0.5185,0.1818,0.5219,0.7246,0.5194,24.7,0.5595,26.0,6.1,4.4,1.8,5.0,10.9,0.215,13
2009-10,aldrila01,LaMarcus Aldridge,PF,24,POR,78,78,37.462,17.859,8.038,2.051,0.859,0.615,1.333,0.4953,0.3125,0.4978,0.7566,0.4974,18.2,0.5346,22.9,1.2,1.4,-0.2,2.3,8.8,0.145,4
2009-10,maggeco01,Corey Maggette,PF,30,GSW,70,49,29.729,19.814,5.329,2.457,0.729,0.057,2.4,0.5158,0.26,0.5311,0.8348,0.5231,20.3,0.6146,26.7,0.3,2.1,-1.8,1.2,6.3,0.145,
2009-10,wallage01,Gerald Wallace,SF,27,CHA,76,76,41.039,18.237,10.026,2.118,1.539,1.092,2.342,0.4836,0.3714,0.5031,0.7757,0.5111,18.3,0.5861,20.3,2.7,1.0,1.7,3.7,11.5,0.177,
2009-10,bargnan01,Andrea Bargnani,PF,24,TOR,80,80,34.987,17.2,6.162,1.163,0.312,1.387,1.5,0.4698,0.3723,0.5086,0.7735,0.5227,15.5,0.5522,22.3,-0.8,0.9,-1.7,0.9,4.2,0.072,4
2009-10,landrca01,Carl Landry,PF,26,2TM,80,29,30.863,16.788,5.85,0.825,0.688,0.787,1.7,0.536,0.3333,0.5366,0.8056,0.5365,19.0,0.6002,22.5,0.8,1.2,-0.4,1.7,7.7,0.15,3
2009-10,nashst01,Steve Nash,PG,35,PHO,81,81,32.84,16.457,3.309,11.012,0.519,0.148,3.642,0.5066,0.4261,0.5403,0.9378,0.5695,21.6,0.6149,22.9,4.3,6.1,-1.8,4.2,9.9,0.179,
2009-10,scolalu01,Luis Scola,PF,29,HOU,82,82,32.573,16.207,8.598,2.061,0.768,0.317,1.988,0.5138,0.2,0.5152,0.779,0.5142,17.2,0.5503,22.7,-0.3,0.0,-0.3,1.1,6.3,0.113,3
2009-10,westbru01,Russell Westbrook,PG,21,OKC,82,82,34.305,16.122,4.89,7.951,1.317,0.415,3.268,0.4181,0.2212,0.4375,0.7796,0.428,17.8,0.4912,25.7,1.2,1.7,-0.5,2.3,6.1,0.104,2
2009-10,allenra02,Ray Allen,SG,34,BOS,80,80,35.237,16.3,3.163,2.625,0.8,0.312,1.613,0.4769,0.3634,0.5557,0.913,0.5514,15.2,0.6013,20.2,1.2,1.5,-0.3,2.3,7.9,0.135,
2009-10,jeffeal01,Al Jefferson,C,25,MIN,76,76,32.408,17.118,9.25,1.803,0.829,1.289,1.789,0.4978,0.0,0.4996,0.6805,0.4978,19.0,0.5237,24.3,0.4,0.7,-0.4,1.5,4.6,0.09,6
