season,player_id,player_name,pos,age,team,games,games_started,minutes_per_game,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,fg_pct,fg3_pct,fg2_pct,ft_pct,efg_pct,per,ts_pct,usg_pct,bpm,obpm,dbpm,vorp,ws,ws_per_48,years_in_league
2013-14,goberru01,Rudy Gobert,C,21,UTA,45,0,9.644,2.311,3.444,0.156,0.178,0.911,0.711,0.4865,,0.4865,0.4923,0.4865,12.9,0.5068,14.2,-2.7,-3.6,0.9,-0.1,0.4,0.044,1
2013-14,nashst01,Steve Nash,PG,39,LAL,15,10,20.867,6.8,1.933,5.733,0.467,0.133,2.067,0.383,0.3333,0.4,0.9167,0.4255,12.2,0.4878,18.9,-3.6,-1.3,-2.3,-0.1,0.1,0.015,
2013-14,canaais01,Isaiah Canaan,PG,22,HOU,22,0,11.455,4.591,1.091,1.0,0.364,0.182,0.955,0.3563,0.3273,0.4062,0.7241,0.4598,9.5,0.5062,21.0,-4.0,-2.5,-1.5,-0.1,0.2,0.038,1
2013-14,johnsor01,Orlando Johnson,SG,24,2TM,45,0,8.711,2.222,1.222,0.444,0.133,0.044,0.333,0.3186,0.1915,0.4091,0.7308,0.3584,5.3,0.4018,16.2,-5.1,-4.8,-0.3,-0.3,0.1,0.012,2
2013-14,gordobe01,Ben Gordon,SG,30,CHA,19,0,14.684,5.211,1.421,1.105,0.526,0.105,1.105,0.3426,0.2759,0.3671,0.8095,0.3796,6.4,0.4222,22.9,-6.0,-5.8,-0.3,-0.3,-0.3,-0.052,
2013-14,varnaja01,Jarvis Varnado,PF,25,2TM,24,0,14.125,4.125,2.625,0.542,0.417,1.208,0.417,0.6,,0.6,0.5192,0.6,13.3,0.5972,11.6,-2.3,-3.5,1.3,0.0,0.8,0.113,
2013-14,leoname01,Meyers Leonard,C,21,POR,40,0,8.875,2.45,2.775,0.45,0.175,0.125,0.375,0.4505,0.0,0.4824,0.7619,0.4505,9.4,0.4888,14.2,-4.0,-4.7,0.8,-0.2,0.6,0.081,2
2013-14,jonesja02,James Jones,SF,33,MIA,20,6,11.8,4.85,1.15,0.45,0.15,0.2,0.2,0.4559,0.5185,0.2143,0.6364,0.6618,15.4,0.6658,15.6,3.2,4.1,-0.9,0.3,0.7,0.142,11
2013-14,dedmode01,Dewayne Dedmon,C,24,3TM,31,6,12.581,3.129,4.097,0.161,0.226,0.71,0.581,0.4578,,0.4578,0.6562,0.4578,10.7,0.4996,13.1,-4.7,-4.5,-0.3,-0.3,0.6,0.074,1
2013-14,pondequ01,Quincy Pondexter,SG,25,MEM,15,2,18.0,6.267,1.733,1.333,0.333,0.067,1.0,0.3924,0.3235,0.4444,0.8077,0.462,10.3,0.5197,18.0,-2.0,-1.0,-1.0,0.0,0.4,0.071,4
2013-14,harrejo01,Josh Harrellson,C,24,DET,32,0,9.906,2.906,2.375,0.469,0.188,0.469,0.312,0.4634,0.3871,0.5098,0.7143,0.5366,13.4,0.5465,12.8,-0.7,-0.8,0.1,0.1,0.7,0.106,
2013-14,aldrico01,Cole Aldrich,C,25,NYK,46,2,7.174,2.0,2.804,0.304,0.174,0.652,0.391,0.541,,0.541,0.8667,0.541,19.1,0.6199,13.0,1.5,-0.1,1.6,0.3,1.2,0.175,4
2013-14,villach01,Charlie Villanueva,PF,29,DET,20,0,9.0,4.6,1.7,0.3,0.2,0.25,0.35,0.3804,0.25,0.5833,0.5714,0.4565,12.7,0.4686,25.0,-2.4,-0.6,-1.9,0.0,0.1,0.027,9
2013-14,tayloty01,Tyshawn Taylor,PG,23,BRK,23,3,11.739,3.87,0.652,1.565,0.522,0.043,1.348,0.3407,0.25,0.3544,0.8,0.3571,5.4,0.4271,23.5,-8.7,-6.7,-2.0,-0.5,-0.6,-0.107,
2013-14,lenal01,Alex Len,C,20,PHO,42,3,8.619,2.048,2.357,0.095,0.095,0.429,0.619,0.4231,,0.4231,0.6452,0.4231,7.3,0.4692,14.3,-6.6,-5.9,-0.7,-0.4,0.2,0.027,1
2013-14,harrimi01,Mike Harris,PF,30,UTA,20,0,11.25,4.2,1.65,0.25,0.8,0.35,0.55,0.4754,0.0,0.4915,0.963,0.4754,15.3,0.5763,17.1,0.3,-1.6,1.9,0.1,0.5,0.107,
2013-14,jamisan01,Antawn Jamison,PF,37,LAC,22,0,11.273,3.818,2.5,0.318,0.409,0.136,0.318,0.3152,0.1951,0.4118,0.72,0.3587,7.8,0.4078,19.6,-4.7,-4.5,-0.3,-0.2,0.1,0.019,
2013-14,bryanko01,Kobe Bryant,SG,35,LAL,6,6,29.5,13.833,4.333,6.333,1.167,0.167,5.667,0.4247,0.1875,0.4912,0.8571,0.4452,10.7,0.5046,28.7,-5.1,-3.1,-2.1,-0.1,-0.4,-0.108,18
2013-14,datomlu01,Gigi Datome,SF,26,DET,34,0,7.0,2.441,1.353,0.324,0.176,0.029,0.324,0.3505,0.1795,0.4655,0.8,0.3866,8.0,0.4093,20.2,-6.0,-3.7,-2.3,-0.2,-0.1,-0.02,
2013-14,maynoer01,Eric Maynor,PG,26,2TM,31,0,10.548,2.645,1.258,1.677,0.29,0.097,0.935,0.3168,0.3243,0.3125,0.5455,0.3762,6.2,0.3874,18.2,-6.0,-4.4,-1.6,-0.3,-0.4,-0.059,
2013-14,rushbr01,Brandon Rush,SG,28,UTA,38,0,11.0,2.079,1.158,0.632,0.132,0.237,0.526,0.3333,0.3404,0.3256,0.6,0.4222,4.1,0.4284,12.3,-5.6,-4.2,-1.3,-0.4,-0.4,-0.046,6
2013-14,porteot01,Otto Porter Jr.,SF,20,WAS,37,0,8.622,2.108,1.541,0.27,0.216,0.027,0.378,0.3626,0.1905,0.4143,0.6667,0.3846,6.0,0.4051,15.6,-6.2,-4.9,-1.3,-0.3,0.0,0.0,1
2013-14,landrca01,Carl Landry,PF,30,SAC,18,1,12.944,4.222,3.167,0.278,0.167,0.056,0.5,0.5167,,0.5167,0.8235,0.5167,11.2,0.5631,14.5,-3.1,-2.4,-0.7,-0.1,0.4,0.082,7
2013-14,muscami01,Mike Muscala,PF,22,ATL,20,0,10.75,3.8,2.6,0.35,0.15,0.5,0.6,0.4247,0.0,0.4429,1.0,0.4247,10.8,0.48,19.3,-5.5,-4.5,-1.0,-0.2,0.2,0.045,1
2013-14,roberan03,Andre Roberson,SG,22,OKC,40,16,9.975,1.875,2.35,0.375,0.475,0.25,0.475,0.4853,0.1538,0.5636,0.7,0.5,9.0,0.518,10.1,-2.4,-3.8,1.4,0.0,0.8,0.096,1
2013-14,singlch01,Chris Singleton,SF,24,WAS,25,0,10.0,3.0,2.2,0.24,0.36,0.12,0.68,0.3731,0.3684,0.375,0.72,0.4254,8.8,0.4808,17.2,-4.6,-3.9,-0.7,-0.2,0.2,0.038,
2013-14,masonro01,Roger Mason,SG,33,MIA,25,2,10.4,2.96,0.88,0.76,0.24,0.04,0.36,0.3731,0.3542,0.4211,1.0,0.5,8.2,0.528,14.5,-2.7,-1.9,-0.8,0.0,0.3,0.055,
2013-14,pricero01,Ronnie Price,SG,30,ORL,31,2,12.161,2.387,1.387,2.129,0.806,0.065,0.839,0.3043,0.2093,0.3878,0.6923,0.3533,7.6,0.3786,15.0,-4.3,-5.6,1.2,-0.2,-0.1,-0.013,9
2013-14,harrima01,Manny Harris,SG,24,LAL,9,0,20.0,8.111,3.778,1.222,0.444,0.111,1.0,0.4,0.35,0.42,0.8333,0.45,10.9,0.4849,20.4,-3.3,-1.7,-1.7,-0.1,0.0,0.0,4
2013-14,mekelga01,Gal Mekel,PG,25,DAL,31,1,9.419,2.355,0.871,2.032,0.129,0.032,1.0,0.3488,0.25,0.3788,0.6667,0.3779,5.4,0.3999,19.0,-7.6,-4.9,-2.7,-0.4,-0.4,-0.066,
2013-14,billuch01,Chauncey Billups,SG,37,DET,19,7,16.263,3.789,1.474,2.211,0.421,0.053,1.316,0.3038,0.2917,0.3226,0.8333,0.3924,5.3,0.4271,15.1,-5.8,-4.2,-1.6,-0.3,-0.3,-0.047,
2013-14,chrisdi01,Dionte Christmas,SF,27,PHO,31,0,6.387,2.29,1.226,0.258,0.065,0.097,0.194,0.3548,0.2903,0.4194,0.75,0.4274,11.1,0.4893,17.4,-1.8,-0.5,-1.3,0.0,0.3,0.073,
2013-14,clarkia01,Ian Clark,SG,22,UTA,23,0,7.478,2.957,0.826,0.652,0.348,0.087,0.609,0.3881,0.3548,0.4167,0.7143,0.4701,9.2,0.4852,22.4,-3.2,-2.9,-0.3,-0.1,-0.1,-0.028,1
2013-14,fieldla01,Landry Fields,SF,25,TOR,30,2,10.733,2.267,1.967,0.667,0.333,0.1,0.367,0.403,0.0,0.4355,0.6364,0.403,8.6,0.4434,12.4,-1.4,-2.4,1.0,0.1,0.4,0.06,
2013-14,odengr01,Greg Oden,C,26,MIA,23,6,9.217,2.913,2.348,0.043,0.304,0.565,0.522,0.551,,0.551,0.5652,0.551,12.4,0.5666,16.0,-4.8,-5.0,0.2,-0.1,0.5,0.113,
2013-14,dayeau01,Austin Daye,SF,25,2TM,22,1,6.727,3.0,1.227,0.364,0.182,0.182,0.227,0.3529,0.3243,0.3871,0.6,0.4412,11.0,0.4558,23.7,-3.8,-2.8,-1.0,-0.1,0.1,0.032,
2013-14,ortonda01,Daniel Orton,C,23,PHI,22,4,11.409,2.955,2.773,0.682,0.273,0.727,0.818,0.4468,,0.4468,0.7667,0.4468,10.5,0.5399,13.2,-4.0,-4.7,0.7,-0.1,0.3,0.057,
2013-14,grayaa01,Aaron Gray,C,29,2TM,37,6,9.595,1.757,3.0,0.595,0.27,0.216,0.838,0.4426,0.0,0.45,0.55,0.4426,7.8,0.4656,12.5,-4.7,-4.9,0.2,-0.2,0.1,0.014,
2013-14,brownlo01,Lorenzo Brown,PG,23,PHI,26,0,8.615,2.462,1.077,1.577,0.5,0.115,0.615,0.3023,0.1,0.4107,0.6923,0.3198,8.2,0.3489,20.4,-5.2,-4.5,-0.7,-0.2,-0.3,-0.064,1
2013-14,brownsh01,Shannon Brown,SG,28,2TM,29,1,8.655,2.172,0.966,0.31,0.448,0.0,0.621,0.3636,0.0,0.375,0.7143,0.3636,4.7,0.4187,17.1,-6.8,-6.6,-0.1,-0.3,-0.3,-0.057,
2013-14,gutiejo01,Jorge Gutiérrez,PG,25,BRK,15,2,16.267,4.133,1.467,2.0,0.667,0.067,0.933,0.463,0.25,0.5238,0.75,0.4907,8.7,0.5229,14.1,-4.9,-4.7,-0.2,-0.2,0.2,0.039,1
2013-14,sivape01,Peyton Siva,SG,23,DET,24,0,9.333,2.25,0.583,1.417,0.375,0.042,0.75,0.3158,0.28,0.3438,0.7333,0.3772,5.7,0.4245,15.6,-6.4,-5.3,-1.1,-0.2,-0.2,-0.043,
2013-14,wareca01,Casper Ware,PG,24,PHI,9,0,12.889,5.333,1.0,1.111,0.889,0.0,0.556,0.4286,0.3333,0.5238,0.8333,0.5119,13.0,0.5376,18.1,-2.4,-2.6,0.2,0.0,0.2,0.083,
2013-14,wrighch01,Chris Wright,SF,25,MIL,8,0,15.75,6.0,2.5,0.625,0.875,0.625,0.625,0.6,0.0,0.6176,0.4,0.6,16.5,0.5769,16.7,-0.2,-0.4,0.2,0.1,0.3,0.114,
2013-14,clavevi01,Victor Claver,SF,25,POR,21,0,8.762,2.238,1.857,0.571,0.143,0.143,0.524,0.4048,0.1667,0.5833,0.9091,0.4405,8.8,0.5017,13.7,-3.2,-3.2,0.0,-0.1,0.2,0.052,
2013-14,hillso01,Solomon Hill,SF,22,IND,28,0,8.071,1.679,1.464,0.429,0.179,0.071,0.464,0.425,0.3043,0.5882,0.8571,0.5125,7.6,0.5455,11.3,-2.4,-3.3,0.9,0.0,0.4,0.085,1
2013-14,priceaj01,A.J. Price,SG,27,MIN,28,0,3.536,1.571,0.357,0.464,0.036,0.0,0.25,0.413,0.2727,0.5417,0.0,0.4783,9.7,0.4693,23.2,-4.8,-2.4,-2.4,-0.1,0.0,0.0,
2013-14,nunnaja01,James Nunnally,SF,23,2TM,13,0,12.692,3.385,1.462,0.615,0.462,0.154,0.538,0.3261,0.32,0.3333,0.6667,0.413,6.1,0.4404,15.1,-5.4,-4.3,-1.1,-0.1,-0.1,-0.029,1
2013-14,buyckdw01,Dwight Buycks,PG,24,TOR,14,0,10.429,3.071,1.643,0.714,0.571,0.0,0.714,0.3125,0.2941,0.3226,0.8889,0.3646,7.2,0.4138,19.3,-3.4,-4.4,1.1,0.0,0.0,0.0,1
2013-14,danietr01,Troy Daniels,SG,22,HOU,5,1,15.0,8.4,0.8,1.0,0.0,0.0,0.6,0.4839,0.48,0.5,,0.6774,16.0,0.6774,19.9,0.4,3.7,-3.3,0.0,0.2,0.128,1
2013-14,jenkijo01,John Jenkins,SG,22,ATL,13,0,12.154,3.077,1.692,0.846,0.077,0.077,0.846,0.381,0.2222,0.5,1.0,0.4286,4.7,0.457,15.8,-6.3,-4.7,-1.6,-0.2,-0.1,-0.03,2
2013-14,frankja01,Jamaal Franklin,SG,22,MEM,21,0,7.667,1.857,1.095,0.286,0.19,0.095,0.524,0.4103,0.4545,0.3929,1.0,0.4744,4.7,0.489,14.6,-5.9,-6.0,0.1,-0.2,0.0,0.0,
2013-14,amundlo01,Lou Amundson,PF,31,2TM,19,0,9.737,2.0,2.895,0.316,0.474,0.579,0.737,0.5,,0.5,0.25,0.5,9.1,0.4464,13.9,-6.5,-6.6,0.1,-0.2,0.1,0.026,7
2013-14,smithgr02,Greg Smith,C,23,HOU,11,0,9.091,3.455,2.455,0.0,0.091,0.182,0.455,0.6429,,0.6429,0.4,0.6429,13.7,0.6291,15.4,-2.5,-1.2,-1.2,0.0,0.2,0.096,2
2013-14,karasse01,Sergey Karasev,SF,20,CLE,22,1,7.091,1.682,0.727,0.273,0.136,0.045,0.5,0.3429,0.2105,0.5,0.9,0.4,2.3,0.4695,14.4,-8.4,-7.5,-0.9,-0.3,-0.1,-0.031,1
2013-14,moultar01,Arnett Moultrie,PF,23,PHI,12,2,15.583,3.0,2.917,0.167,0.667,0.333,0.583,0.4211,,0.4211,0.8,0.4211,6.7,0.4478,10.7,-7.3,-5.9,-1.4,-0.3,0.0,0.0,
2013-14,mcgeeja01,JaVale McGee,C,26,DEN,5,5,15.8,7.0,3.4,0.4,0.2,1.4,1.6,0.4474,,0.4474,1.0,0.4474,10.2,0.4553,25.0,-6.5,-6.3,-0.1,-0.1,-0.1,-0.061,6
2013-14,crabbal01,Allen Crabbe,SG,21,POR,15,0,6.667,2.2,0.6,0.4,0.133,0.067,0.2,0.3636,0.4286,0.3158,0.75,0.4545,7.7,0.4747,16.5,-6.1,-4.6,-1.4,-0.1,0.1,0.048,1
2013-14,ricegl02,Glen Rice Jr.,SG,23,WAS,11,1,9.909,2.909,1.818,0.636,0.545,0.091,0.818,0.2973,0.2941,0.3,0.7143,0.3649,6.6,0.3992,20.3,-2.9,-4.7,1.8,0.0,-0.1,-0.044,
2013-14,shengto01,Tornike Shengelia,SF,22,2TM,26,0,5.923,1.115,0.615,0.538,0.115,0.038,0.462,0.4643,0.0,0.5909,0.375,0.4643,3.9,0.46,13.2,-7.3,-6.2,-1.1,-0.2,-0.1,-0.031,
2013-14,jamesbe01,Bernard James,C,28,DAL,30,0,4.867,0.933,1.4,0.1,0.1,0.267,0.333,0.4783,0.0,0.5,0.5455,0.4783,8.5,0.5029,11.8,-4.9,-5.0,0.1,-0.1,0.1,0.033,
2013-14,anthojo01,Joel Anthony,C,31,2TM,33,0,5.636,0.848,1.152,0.061,0.091,0.364,0.091,0.375,,0.375,0.5,0.375,8.1,0.3941,9.3,-5.0,-4.2,-0.8,-0.1,0.2,0.052,7
2013-14,thabeha01,Hasheem Thabeet,C,26,OKC,23,0,8.348,1.174,1.739,0.043,0.174,0.391,0.609,0.5652,,0.5652,0.2,0.5652,2.6,0.5357,9.0,-7.3,-8.1,0.7,-0.3,0.0,0.0,
2013-14,hamilju01,Justin Hamilton,C,23,2TM,8,0,9.0,3.25,0.875,0.0,0.625,0.0,0.5,0.45,0.3333,0.5455,1.0,0.525,11.9,0.5856,17.4,-3.8,-2.5,-1.3,0.0,0.1,0.067,1
2013-14,nedovne01,Nemanja Nedović,SG,22,GSW,24,0,5.917,1.083,0.625,0.542,0.0,0.042,0.542,0.2051,0.1667,0.2381,0.875,0.2436,-1.7,0.3057,17.2,-10.0,-8.2,-1.9,-0.3,-0.4,-0.135,
2013-14,cunnija01,Jared Cunningham,SG,22,2TM,13,0,6.154,2.0,0.462,0.615,0.231,0.0,0.154,0.2857,0.1429,0.3571,0.8125,0.3095,8.5,0.4636,16.6,-4.1,-5.1,1.1,0.0,0.1,0.06,2
2013-14,armsthi01,Hilton Armstrong,C,29,GSW,15,1,6.467,1.667,3.133,0.333,0.267,0.267,0.4,0.4737,,0.4737,0.4375,0.4737,17.0,0.48,14.5,-0.1,-0.7,0.5,0.0,0.3,0.148,
2013-14,collija04,Jason Collins,C,35,BRK,22,1,7.818,1.136,0.864,0.182,0.364,0.045,0.318,0.4583,0.0,0.5238,0.75,0.4583,4.1,0.4852,8.9,-6.7,-6.4,-0.3,-0.2,0.1,0.028,
2013-14,babbch01,Chris Babb,SG,23,BOS,14,0,9.429,1.571,1.214,0.214,0.429,0.0,0.214,0.2667,0.2222,0.6667,,0.3667,3.7,0.3667,11.1,-6.1,-6.0,-0.1,-0.1,0.0,0.0,
2013-14,mitchto02,Tony Mitchell,PF,21,DET,21,0,3.762,1.048,1.238,0.095,0.286,0.143,0.19,0.4167,1.0,0.3636,0.5789,0.4583,18.1,0.5403,13.2,0.4,0.5,-0.1,0.0,0.2,0.122,
2013-14,kravtvi01,Viacheslav Kravtsov,C,26,PHO,20,0,2.95,1.0,0.85,0.05,0.0,0.05,0.3,0.5333,,0.5333,0.5,0.5333,10.5,0.54,18.3,-6.9,-3.8,-3.0,-0.1,0.0,0.0,
2013-14,randosh01,Shavlik Randolph,PF,30,PHO,14,0,6.786,1.429,1.786,0.071,0.214,0.071,0.357,0.5,,0.5,0.5455,0.5,7.7,0.5308,11.0,-4.9,-4.8,-0.2,-0.1,0.1,0.051,
2013-14,felixca01,Carrick Felix,SG,23,CLE,7,0,5.429,2.714,0.857,0.571,0.0,0.0,0.571,0.5,0.4,0.5556,0.75,0.5714,13.3,0.6028,23.2,-3.4,-1.3,-2.2,0.0,0.0,0.0,
2013-14,ledori01,Ricky Ledo,SG,21,DAL,11,0,3.0,1.727,0.182,0.182,0.091,0.0,0.182,0.3529,0.375,0.3333,1.0,0.4412,12.7,0.5064,28.6,-3.9,-1.4,-2.5,0.0,0.0,0.0,
2013-14,stoneju01,Julyan Stone,SG,25,TOR,21,0,5.714,0.857,0.952,0.571,0.143,0.0,0.238,0.4118,0.25,0.5556,0.6667,0.4706,6.6,0.4913,8.8,-2.9,-3.9,1.0,0.0,0.2,0.08,2
2013-14,covinro01,Robert Covington,SF,23,HOU,7,0,4.857,2.286,0.714,0.0,0.286,0.0,0.143,0.4286,0.3636,0.6667,,0.5714,15.0,0.5714,19.3,0.7,1.5,-0.8,0.0,0.1,0.141,1
2013-14,jacksst02,Stephen Jackson,SF,35,LAC,9,0,11.889,1.667,1.111,0.556,0.667,0.111,0.667,0.2308,0.0714,0.4167,0.5,0.25,0.1,0.2702,13.9,-6.6,-7.4,0.9,-0.1,-0.2,-0.09,
2013-14,kuzmiog01,Ognjen Kuzmić,C,23,GSW,21,0,4.381,0.714,1.0,0.095,0.143,0.19,0.476,0.3846,,0.3846,0.4545,0.3846,3.4,0.4204,13.3,-8.9,-8.7,-0.2,-0.2,0.0,0.0,
2013-14,thomama01,Malcolm Thomas,PF,25,2TM,8,0,7.875,1.875,2.625,0.25,0.0,0.375,1.125,0.4375,0.25,0.5,0.0,0.4688,4.6,0.4443,18.7,-9.1,-7.1,-1.9,-0.1,-0.2,-0.152,
2013-14,jonesso01,Solomon Jones,PF,29,ORL,11,0,7.727,1.273,1.455,0.182,0.182,0.182,0.182,0.3529,,0.3529,0.5,0.3529,5.8,0.3731,11.1,-6.6,-5.1,-1.5,-0.1,0.0,0.0,
2013-14,southja01,James Southerland,SF,23,2TM,4,0,7.5,3.5,2.0,0.0,0.25,0.5,0.25,0.3333,0.5,0.2222,0.5,0.4333,11.8,0.4408,25.6,-2.7,-2.3,-0.4,0.0,0.0,0.0,
2013-14,thomaad01,Adonis Thomas,SF,20,2TM,6,1,6.167,2.333,0.5,0.5,0.0,0.0,0.167,0.4286,0.2,0.5556,1.0,0.4643,7.3,0.4848,18.5,-6.2,-4.2,-2.0,0.0,0.0,0.0,
2013-14,boganke01,Keith Bogans,SG,33,BOS,6,0,9.167,2.0,0.5,0.5,0.167,0.0,0.167,0.5,0.5,,1.0,0.75,9.9,0.8197,6.7,-2.0,-1.4,-0.6,0.0,0.1,0.087,
2013-14,watsoea01,Earl Watson,PG,34,POR,24,0,6.708,0.5,0.625,1.167,0.208,0.042,0.708,0.2727,0.2857,0.25,1.0,0.3636,2.1,0.4702,8.1,-6.7,-7.2,0.5,-0.2,-0.1,-0.03,
2013-14,jamesmi01,Mike James,PG,38,CHI,11,0,7.0,1.0,0.636,1.545,0.182,0.0,0.455,0.2381,0.2,0.25,0.0,0.2619,1.5,0.2514,16.1,-10.2,-8.9,-1.3,-0.1,-0.1,-0.062,
2013-14,willire02,Reggie Williams,SF,27,OKC,3,0,5.667,3.667,0.0,0.333,0.333,0.0,0.667,0.5556,0.3333,0.6667,,0.6111,16.4,0.6111,28.7,-2.4,-0.9,-1.5,0.0,0.0,0.0,4
2013-14,tinslja01,Jamaal Tinsley,PG,35,UTA,8,5,13.75,1.125,1.375,2.875,0.25,0.0,1.125,0.2,0.0667,0.6,,0.225,1.9,0.225,12.1,-7.6,-6.1,-1.5,-0.2,-0.3,-0.131,
2013-14,jeffeot01,Othyus Jeffers,SG,28,2TM,6,1,7.833,1.5,1.5,0.167,0.0,0.0,0.167,0.5,0.0,0.75,0.75,0.5,6.9,0.5799,8.3,-3.2,-2.9,-0.3,0.0,0.1,0.102,
2013-14,brewero02,Ronnie Brewer,SF,28,2TM,24,3,6.667,0.292,0.583,0.417,0.25,0.042,0.083,0.2,0.125,0.2857,0.0,0.2333,3.4,0.2204,4.9,-2.4,-3.8,1.4,0.0,0.0,0.0,
2013-14,stephdj01,D.J. Stephens,SG,23,MIL,3,0,5.0,2.333,1.667,0.0,0.0,0.0,0.0,0.4286,,0.4286,1.0,0.4286,16.1,0.4704,22.4,1.7,2.2,-0.5,0.0,0.0,0.0,1
2013-14,elyme01,Melvin Ely,C,35,NOP,2,0,13.5,3.0,0.5,0.0,0.0,0.5,0.0,0.5,,0.5,,0.5,3.9,0.5,10.1,-10.3,-7.5,-2.8,-0.1,0.0,0.0,
2013-14,gomesry01,Ryan Gomes,SF,31,OKC,5,0,6.8,1.2,0.8,0.2,0.0,0.0,0.2,0.375,0.0,0.5,,0.375,0.2,0.375,11.7,-8.8,-7.5,-1.3,-0.1,0.0,0.0,
2013-14,jamesda01,Damion James,SF,26,SAS,5,1,10.0,1.2,2.4,0.6,0.0,0.2,0.2,0.2222,0.0,0.2857,1.0,0.2222,4.1,0.3036,9.8,-4.7,-4.9,0.2,0.0,0.0,0.0,
2013-14,mitchto03,Tony Mitchell,SF,24,MIL,3,0,3.333,2.0,0.333,0.333,0.333,0.0,0.0,0.6,0.0,0.75,,0.6,30.9,0.6,22.6,10.6,9.0,1.7,0.0,0.1,0.48,
2013-14,murpher01,Erik Murphy,C,23,CHI,24,0,2.583,0.25,0.333,0.083,0.0,0.167,0.083,0.2308,0.0,0.3,,0.2308,0.2,0.2308,11.2,-8.6,-9.0,0.3,-0.1,-0.1,-0.077,
2013-14,ndiayha01,Hamady N'Diaye,C,27,SAC,14,0,5.286,0.429,1.286,0.214,0.0,0.286,0.214,0.3333,,0.3333,0.0,0.3333,2.9,0.3178,7.4,-7.8,-8.1,0.3,-0.1,0.0,0.0,
2013-14,thomala01,Lance Thomas,SF,25,NOP,5,0,8.4,1.2,1.4,0.6,0.0,0.0,0.4,0.2222,,0.2222,0.5,0.2222,0.5,0.2788,13.8,-9.6,-6.5,-3.0,-0.1,-0.1,-0.114,3
2013-14,blueva01,Vander Blue,SG,21,BOS,3,0,5.0,1.667,1.0,0.333,0.0,0.0,0.667,0.5,0.0,0.6667,0.2,0.5,0.5,0.4032,24.3,-13.8,-10.0,-3.8,0.0,-0.1,-0.32,1
2013-14,vujacsa01,Sasha Vujačić,SG,29,LAC,2,0,5.0,2.5,1.5,0.0,0.5,0.0,1.5,0.4,0.5,0.3333,,0.5,1.5,0.5,35.3,-12.4,-12.3,-0.1,0.0,-0.1,-0.48,10
2013-14,poweljo01,Josh Powell,PF,31,HOU,1,0,19.0,4.0,5.0,0.0,0.0,1.0,1.0,0.3333,,0.3333,,0.3333,2.5,0.3333,16.1,-11.4,-8.8,-2.6,0.0,0.0,0.0,
2013-14,biedran01,Andris Biedriņš,C,27,UTA,6,0,7.5,0.5,2.833,0.0,0.0,0.0,0.333,1.0,,1.0,0.1667,1.0,2.4,0.4121,5.7,-8.2,-6.2,-2.0,-0.1,0.0,0.0,
2013-14,curryse01,Seth Curry,PG,23,2TM,2,0,6.5,1.5,0.5,0.0,1.0,0.0,0.0,0.3333,1.0,0.0,,0.5,13.8,0.5,10.3,4.7,-2.5,7.1,0.0,0.0,0.0,1
2013-14,onuakar01,Arinze Onuaku,PF,26,2TM,5,0,6.0,0.6,1.6,0.6,0.0,0.0,0.2,0.2,,0.2,0.5,0.2,3.8,0.2551,10.4,-5.2,-4.0,-1.2,0.0,0.0,0.0,1
2013-14,edwarsh01,Shane Edwards,SF,26,CLE,2,0,6.0,1.0,1.0,0.0,0.0,0.0,0.5,0.3333,,0.3333,,0.3333,-1.0,0.3333,14.9,-13.3,-8.7,-4.6,0.0,0.0,0.0,
2013-14,liggide01,DeAndre Liggins,SG,25,MIA,1,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,129.1,1.0,47.8,41.5,42.1,-0.6,0.0,0.0,0.0,2
2013-14,waynsma01,Maalik Wayns,PG,22,LAC,2,0,4.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,,0.5,,0.5,19.3,0.5,9.8,4.8,-8.7,13.4,0.0,0.1,0.533,
2013-14,hopsosc01,Scotty Hopson,SG,24,CLE,2,0,3.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-6.5,0.1025,31.1,-20.7,-17.4,-3.3,0.0,-0.1,-0.686,1
2013-14,shakumu01,Mustafa Shakur,PG,29,OKC,3,0,3.667,0.333,0.0,1.333,0.0,0.0,0.667,0.0,0.0,0.0,0.5,0.0,-8.8,0.1289,23.7,-18.6,-12.0,-6.6,0.0,-0.1,-0.436,
2013-14,childjo01,Josh Childress,SF,30,NOP,4,0,6.0,0.0,0.75,0.5,0.25,0.0,0.25,,,,,,3.9,,1.9,-3.3,-4.1,0.9,0.0,0.0,0.0,
2013-14,harriel01,Elias Harris,SF,24,LAL,2,0,5.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,,0.0,,0.0,7.6,0.0,4.0,0.3,-0.6,0.9,0.0,0.0,0.0,
2013-14,iveyro01,Royal Ivey,SG,32,OKC,2,0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-16.5,0.0,17.7,-27.7,-21.7,-6.1,0.0,0.0,0.0,
2013-14,johnsda03,Darius Johnson-Odom,SG,24,PHI,3,0,5.0,0.0,0.667,0.333,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0.0,-23.0,0.0,27.9,-27.3,-23.0,-4.4,-0.1,-0.2,-0.64,
