player_id,player_name,split,log_aav_cap_share,deal_year,years,has_prior_stats,prior_games,prior_ppg,prior_mpg,prior_per,prior_bpm,prior_vorp,prior_ws,prior_ws48,prior_usg_pct,prior_ts_pct,prior_ast,prior_trb,prior_blk,prior_stl,prior_tov,career_seasons,career_games,career_ppg,career_mpg,career_vorp,career_ws,recent3_vorp,recent3_ws,age_at_signing,height_inches,weight_lb,years_pro,incumbent,player_option,max_tier_pct,supermax,outstanding_options,team_srs,team_nrtg,team_mov,team_wins,team_made_playoffs,team_champion,team_cap_space_m,team_active_payroll_m,team_dead_cap_m,team_players_active,prior_srs,prior_nrtg,prior_mov,prior_wins,prior_made_playoffs,prior_champion,prior_cap_space_m,prior_active_payroll_m,prior_dead_cap_m,prior_players_active,prior_team_big_market,prior_team_metro_pop_m,team_big_market,team_metro_pop_m,team_dma_rank,mid_season,signed_via_extension,signed_via_free_agency,signed_via_offer_sheet,signed_via_sign_and_trade,fa_status_RFA,fa_status_UFA,fa_status_na,cba_regime_cba_2017,cba_regime_cba_2023,cba_regime_pre_2017,pos_C,pos_PF,pos_PG,pos_SF,pos_SG,pos_na,team_market_size_ord,prior_team_market_size_ord,undrafted
butleja02,Jared Butler,train,-4.503053,2021,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,21,75,193,0,0.0,0,0.25,0,1,8.97,9.3,9.25,52.0,1.0,0.0,-29.859,135.162,0.77,15.0,8.97,9.3,9.25,52.0,1.0,0.0,-29.859,135.162,0.77,15.0,0.0,1.266,0,1.266,28.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,0
butleji01,Jimmy Butler,train,-1.628884,2015,5,1,65.0,20.015,38.662,21.3,4.6,4.2,11.2,0.214,21.6,0.583,3.262,5.831,0.554,1.754,1.431,4,256.0,11.69,29.68,8.4,26.4,8.3,25.3,26,78,230,3,1.0,1,0.25,0,2,2.54,3.2,3.0,50.0,1.0,0.0,-4.368,67.099,0.333,15.0,2.54,3.2,3.0,50.0,1.0,0.0,-4.368,67.099,0.333,15.0,1.0,9.441,1,9.441,3.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2.0,0
butleji01,Jimmy Butler,train,-1.131656,2019,4,1,65.0,18.692,33.615,20.2,3.7,3.2,7.9,0.174,22.3,0.5706,4.046,5.262,0.6,1.892,1.462,8,523.0,16.69,32.94,26.3,66.1,14.0,30.6,30,78,230,7,1.0,0,0.3,0,1,2.25,2.6,2.7,51.0,1.0,0.0,-10.093,107.554,4.408,15.0,2.25,2.6,2.7,51.0,1.0,0.0,-10.093,107.554,4.408,15.0,1.0,6.228,1,6.228,5.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,2.0,0
butleji01,Jimmy Butler,train,-0.929765,2021,3,1,52.0,21.462,33.558,26.5,7.7,4.3,9.3,0.256,26.6,0.6072,7.096,6.904,0.346,2.077,2.096,10,633.0,17.38,33.07,34.3,84.4,11.2,26.2,32,78,230,9,1.0,1,0.35,0,1,-0.06,0.0,0.03,40.0,1.0,0.0,-26.432,126.767,5.565,15.0,-0.06,0.0,0.03,40.0,1.0,0.0,-26.432,126.767,5.565,15.0,0.0,6.266,0,6.266,18.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.0,0
butleji01,Jimmy Butler,test,-1.120433,2025,2,1,55.0,17.527,31.745,22.4,4.9,3.0,8.7,0.239,20.8,0.6264,5.418,5.382,0.327,1.4,1.345,14,869.0,18.29,33.13,50.5,123.7,12.2,30.1,36,78,230,13,1.0,0,0.35,0,0,3.56,3.3,3.3,48.0,1.0,0.0,-58.93,176.474,0.306,15.0,3.56,3.3,3.3,48.0,1.0,0.0,-58.93,176.474,0.306,15.0,1.0,4.749,1,4.749,10.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2.0,0
cabocbr01,Bruno Caboclo,train,-3.74539,2014,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,19,81,218,0,1.0,0,0.25,0,2,0.28,0.3,0.28,42.0,1.0,0.0,-12.901,92.25,0.0,15.0,0.34,0.5,0.43,42.0,1.0,0.0,-12.901,92.929,0.0,15.0,1.0,6.202,1,6.202,9.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2.0,0
cabocbr01,Bruno Caboclo,train,-4.522889,2019,2,1,34.0,8.294,23.529,12.4,-1.1,0.2,1.5,0.09,15.9,0.5709,1.471,4.647,0.971,0.412,1.118,5,69.0,4.86,14.68,-0.2,1.2,0.1,1.6,24,81,218,5,1.0,0,0.25,0,0,-2.08,-2.7,-2.6,33.0,0.0,0.0,-22.346,119.619,2.419,16.0,-2.08,-2.7,-2.6,33.0,0.0,0.0,-22.346,119.619,2.419,16.0,0.0,1.358,0,1.358,51.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0
caldwke01,Kentavious Caldwell-Pope,train,-2.577581,2019,2,1,82.0,11.439,24.817,12.9,-0.5,0.8,4.0,0.094,18.1,0.5681,1.341,2.902,0.159,0.89,0.793,6,470.0,11.9,29.75,4.5,23.7,3.3,13.8,26,77,204,6,1.0,1,0.25,0,3,-1.33,-1.7,-1.72,37.0,0.0,0.0,-3.465,90.827,14.507,15.0,-1.33,-1.7,-1.72,37.0,0.0,0.0,-3.465,90.827,14.507,15.0,1.0,12.901,1,12.901,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2.0,0
caldwke01,Kentavious Caldwell-Pope,train,-2.125121,2020,3,1,69.0,9.348,25.536,11.0,-0.8,0.5,3.7,0.101,14.7,0.5844,1.609,2.058,0.203,0.826,0.899,7,539.0,11.58,29.21,5.0,27.4,2.7,13.0,27,77,204,7,1.0,0,0.3,0,2,6.28,5.7,5.79,52.0,1.0,1.0,-13.584,107.807,10.149,15.0,6.28,5.7,5.79,52.0,1.0,1.0,-13.584,107.807,10.149,15.0,1.0,12.901,1,12.901,2.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2.0,0
caldwke01,Kentavious Caldwell-Pope,val,-2.199772,2022,2,1,77.0,13.221,30.247,12.6,-1.5,0.3,2.8,0.058,19.0,0.5676,1.883,3.39,0.338,1.078,1.26,9,683.0,11.58,29.24,6.0,34.4,1.5,10.7,29,77,204,9,0.0,1,0.35,0,2,2.16,2.4,2.3,48.0,1.0,0.0,-26.55,135.434,0.192,15.0,-3.23,-3.4,-3.38,35.0,0.0,0.0,-43.221,125.964,0.0,15.0,1.0,6.385,0,3.038,17.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2.0,0
caldwke01,Kentavious Caldwell-Pope,test,-1.854791,2024,3,1,76.0,10.079,31.605,10.7,-1.4,0.4,4.8,0.096,12.9,0.6015,2.408,2.408,0.553,1.289,0.987,11,835.0,11.38,29.65,7.0,43.7,1.3,12.1,31,77,204,11,0.0,1,0.35,0,1,1.48,2.1,2.02,47.0,1.0,0.0,-3.335,130.964,0.0,15.0,5.23,5.5,5.26,57.0,1.0,0.0,-48.73,176.89,0.0,15.0,0.0,3.038,0,2.673,15.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1.0,0
camarto01,Toumani Camara,val,-4.265706,2023,4,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,23,79,230,0,0.0,0,0.25,0,0,2.08,2.1,2.07,45.0,1.0,0.0,-52.152,172.122,0.211,15.0,-3.96,-4.0,-4.01,33.0,0.0,0.0,-27.826,136.161,8.372,15.0,0.0,2.511,0,5.059,12.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0.0,0
camarto01,Toumani Camara,test,-2.1283,2025,4,1,78.0,11.308,32.667,12.5,-0.1,1.2,5.2,0.098,14.4,0.5717,2.244,5.769,0.641,1.487,1.397,2,148.0,9.52,28.97,0.7,7.2,0.7,7.2,25,79,230,2,1.0,0,0.25,0,0,-2.67,-3.0,-2.98,36.0,0.0,0.0,-36.26,165.519,1.568,15.0,-2.67,-3.0,-2.98,36.0,0.0,0.0,-36.26,165.519,1.568,15.0,0.0,2.511,0,2.511,23.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0
campafa01,Facundo Campazzo,train,-3.380253,2020,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,29,70,195,0,1.0,0,0.25,0,0,2.35,2.1,2.11,46.0,1.0,0.0,-22.714,128.613,1.621,15.0,2.35,2.1,2.11,46.0,1.0,0.0,-22.714,128.613,1.621,15.0,0.0,3.038,0,3.038,17.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1.0,1
canaais01,Isaiah Canaan,train,-4.496025,2016,2,1,77.0,10.987,25.532,11.1,-2.4,-0.2,1.4,0.034,19.9,0.528,1.779,2.26,0.156,0.727,1.182,3,146.0,9.45,21.62,-0.0,3.0,-0.0,3.0,25,72,200,3,0.0,0,0.25,0,0,-1.46,-1.5,-1.48,42.0,0.0,0.0,-32.184,101.851,0.333,18.0,-9.92,-10.4,-10.23,10.0,0.0,0.0,4.499,31.052,31.373,15.0,1.0,6.228,1,9.441,3.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2.0,0
cancavl01,Vlatko Čančar,train,-4.356159,2019,3,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,22,80,236,0,1.0,0,0.25,0,1,4.19,4.1,3.95,54.0,1.0,0.0,-17.26,117.238,0.346,15.0,4.19,4.1,3.95,54.0,1.0,0.0,-17.26,117.238,0.346,15.0,0.0,3.038,0,3.038,17.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1.0,0
cancavl01,Vlatko Čančar,val,-3.996248,2022,3,1,15.0,4.133,11.733,12.7,-1.7,0.0,0.4,0.109,14.0,0.6573,1.133,2.067,0.2,0.133,0.6,3,70.0,2.34,7.17,0.0,0.8,0.0,0.8,25,80,236,3,1.0,0,0.25,0,1,2.16,2.4,2.3,48.0,1.0,0.0,-26.55,135.434,0.192,15.0,2.16,2.4,2.3,48.0,1.0,0.0,-26.55,135.434,0.192,15.0,0.0,3.038,0,3.038,17.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1.0,0
capelca01,Clint Capela,train,-3.949422,2014,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,20,82,256,0,1.0,0,0.25,0,2,0.28,0.3,0.28,42.0,1.0,0.0,-12.901,92.25,0.0,15.0,0.34,0.5,0.43,42.0,1.0,0.0,-12.901,92.929,0.0,15.0,1.0,7.206,1,7.206,6.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2.0,0
capelca01,Clint Capela,train,-1.69425,2021,2,1,63.0,15.175,30.127,24.3,2.7,2.2,8.2,0.207,19.9,0.6013,0.778,14.333,2.048,0.698,1.159,7,397.0,12.67,26.63,10.6,44.4,6.1,23.9,27,82,256,7,1.0,0,0.3,0,0,2.14,2.4,2.32,41.0,1.0,0.0,-7.555,115.95,0.745,15.0,2.14,2.4,2.32,41.0,1.0,0.0,-7.555,115.95,0.745,15.0,1.0,6.144,1,6.144,7.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2.0,0
capelca01,Clint Capela,test,-3.090011,2025,3,1,55.0,8.873,21.382,17.7,-1.0,0.3,3.2,0.131,16.7,0.5639,1.127,8.527,0.964,0.618,0.855,11,664.0,11.98,26.21,15.8,69.4,3.1,16.7,31,82,256,11,1.0,0,0.35,0,0,-1.41,-1.1,-1.13,40.0,0.0,0.0,-33.831,161.256,7.126,15.0,-1.41,-1.1,-1.13,40.0,0.0,0.0,-33.831,161.256,7.126,15.0,1.0,6.144,1,6.144,7.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,2.0,0
carrode01,DeMarre Carroll,train,-1.574347,2015,4,1,70.0,12.614,31.271,15.9,1.7,2.0,7.0,0.153,16.9,0.6026,1.686,5.314,0.243,1.343,1.071,6,316.0,7.63,21.63,4.1,17.0,4.5,15.9,29,78,215,6,1.0,0,0.25,0,0,2.45,3.3,3.07,49.0,1.0,0.0,-13.947,75.425,0.672,15.0,2.45,3.3,3.07,49.0,1.0,0.0,-13.947,75.425,0.672,15.0,1.0,6.202,1,6.202,9.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2.0,0
carrode01,DeMarre Carroll,train,-2.341256,2019,2,1,67.0,11.104,25.418,12.1,-1.5,0.2,3.1,0.087,18.6,0.5459,1.269,5.209,0.149,0.463,1.09,10,554.0,9.14,24.16,7.0,29.2,2.4,11.0,33,78,215,10,1.0,0,0.35,0,0,-0.4,-0.1,-0.07,42.0,1.0,0.0,-15.703,77.806,39.766,15.0,-0.4,-0.1,-0.07,42.0,1.0,0.0,-15.703,77.806,39.766,15.0,1.0,19.113,1,19.113,1.0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,2.0,0
carteje01,Jevon Carter,train,-3.348897,2020,3,1,58.0,4.948,16.293,11.3,0.6,0.6,1.8,0.091,12.9,0.563,1.448,2.034,0.293,0.81,0.552,2,97.0,4.73,15.69,0.3,1.8,0.3,1.8,25,72,200,2,1.0,0,0.25,0,2,0.56,0.3,0.22,34.0,0.0,0.0,-11.997,98.37,22.767,15.0,0.56,0.3,0.22,34.0,0.0,0.0,-11.997,98.37,22.767,15.0,0.0,5.059,0,5.059,12.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2.0,0
carteje01,Jevon Carter,val,-4.042768,2022,2,1,66.0,4.197,13.712,9.6,-2.2,-0.1,1.2,0.064,14.0,0.5308,1.455,1.667,0.212,0.364,0.515,4,223.0,4.41,14.1,0.7,4.6,1.0,4.6,27,72,200,4,1.0,1,0.25,0,2,3.22,3.3,3.35,51.0,1.0,0.0,-48.249,152.275,6.719,15.0,3.22,3.3,3.35,51.0,1.0,0.0,-48.249,152.275,6.719,15.0,0.0,1.586,0,1.586,38.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0
carteje01,Jevon Carter,val,-3.041007,2023,3,1,81.0,8.037,22.346,10.9,-0.6,0.6,3.5,0.093,15.3,0.5595,2.432,2.494,0.358,0.815,0.963,5,304.0,5.38,16.3,1.3,8.1,1.0,6.3,28,72,200,5,0.0,1,0.25,0,1,1.37,1.3,1.29,40.0,0.0,0.0,-29.439,145.549,3.872,15.0,3.61,3.5,3.63,58.0,1.0,0.0,-58.194,179.802,0.211,15.0,0.0,1.586,1,9.441,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0.0,0
cartemi01,Michael Carter-Williams,train,-3.498709,2020,2,1,45.0,7.178,18.511,15.3,0.1,0.5,1.9,0.109,18.3,0.5351,2.422,3.267,0.489,1.089,1.156,7,360.0,10.41,25.27,2.5,7.1,0.9,3.6,29,78,205,7,1.0,0,0.3,0,1,-0.93,-1.0,-1.01,33.0,1.0,0.0,-37.406,125.365,2.098,15.0,-0.93,-1.0,-1.01,33.0,1.0,0.0,-37.406,125.365,2.098,15.0,0.0,2.673,0,2.673,15.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1.0,0
cartevi01,Vince Carter,train,-2.757872,2014,3,1,81.0,11.938,24.358,15.9,1.2,1.6,4.3,0.105,23.1,0.5389,2.617,3.506,0.432,0.753,1.333,9,688.0,17.73,31.84,24.9,59.4,5.0,13.2,37,78,220,15,1.0,0,0.35,0,0,0.28,0.3,0.28,42.0,1.0,0.0,-12.901,92.25,0.0,15.0,0.34,0.5,0.43,42.0,1.0,0.0,-12.901,92.929,0.0,15.0,0.0,1.358,0,1.358,51.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0
cartewe01,Wendell Carter Jr.,train,-2.291767,2021,4,1,54.0,11.222,25.463,16.7,-1.3,0.2,3.4,0.119,19.3,0.5656,1.926,8.204,0.778,0.648,1.444,3,141.0,10.96,26.53,0.2,8.6,0.2,8.6,22,82,270,3,1.0,0,0.25,0,0,-9.02,-9.4,-9.31,21.0,0.0,0.0,-9.758,109.369,4.842,15.0,-9.02,-9.4,-9.31,21.0,0.0,0.0,-9.758,109.369,4.842,15.0,0.0,2.673,0,2.673,15.0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1.0,0
cartewe01,Wendell Carter Jr.,test,-2.06817,2024,3,1,55.0,10.964,25.564,15.9,0.9,1.0,4.4,0.15,17.2,0.623,1.727,6.927,0.509,0.636,1.236,6,315.0,12.53,27.58,4.2,22.6,4.0,14.0,25,82,270,6,1.0,0,0.3,0,0,1.48,2.1,2.02,47.0,1.0,0.0,-3.335,130.964,0.0,15.0,1.48,2.1,2.02,47.0,1.0,0.0,-3.335,130.964,0.0,15.0,0.0,2.673,0,2.673,15.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.0,0
carusal01,Alex Caruso,train,-3.681031,2019,2,1,25.0,9.16,21.24,13.9,-0.2,0.2,1.0,0.09,19.0,0.5692,3.08,2.68,0.36,0.96,1.68,2,62.0,5.86,17.63,0.1,1.5,0.1,1.5,25,77,186,2,1.0,0,0.25,0,0,-1.33,-1.7,-1.72,37.0,0.0,0.0,-3.465,90.827,14.507,15.0,-1.33,-1.7,-1.72,37.0,0.0,0.0,-3.465,90.827,14.507,15.0,1.0,12.901,1,12.901,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2.0,1
carusal01,Alex Caruso,train,-2.497565,2021,4,1,58.0,6.379,20.966,11.1,0.0,0.6,2.4,0.095,14.8,0.5466,2.759,2.931,0.259,1.103,1.31,4,184.0,5.88,18.93,1.2,6.2,1.3,5.7,27,77,186,4,0.0,0,0.25,0,0,-0.94,-0.9,-0.89,31.0,0.0,0.0,-18.925,127.968,0.097,15.0,2.77,2.8,2.79,42.0,1.0,0.0,-29.404,129.325,7.599,15.0,1.0,12.901,1,9.441,3.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2.0,1
carusal01,Alex Caruso,test,-2.031757,2024,4,1,71.0,10.07,28.732,14.5,2.5,2.3,4.9,0.115,14.7,0.613,3.479,3.845,0.986,1.69,1.437,7,363.0,6.82,22.72,5.3,16.7,4.1,10.5,30,77,186,7,0.0,0,0.3,0,0,7.36,7.4,7.41,57.0,1.0,0.0,-24.482,127.645,32.857,15.0,-1.77,-1.4,-1.44,39.0,0.0,0.0,-30.328,162.193,2.136,15.0,1.0,9.441,0,1.435,47.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.0,1
casspom01,Omri Casspi,train,-3.149883,2015,2,1,67.0,8.851,21.134,14.4,-0.8,0.4,2.7,0.092,18.7,0.5802,1.522,3.881,0.134,0.463,1.313,6,394.0,7.91,20.75,2.0,12.0,1.1,5.8,27,81,225,6,1.0,0,0.25,0,0,-3.07,-3.9,-3.71,29.0,0.0,0.0,-12.26,73.062,1.115,15.0,-3.07,-3.9,-3.71,29.0,0.0,0.0,-12.26,73.062,1.115,15.0,0.0,2.453,0,2.453,20.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0
caulewi01,Willie Cauley-Stein,train,-3.002901,2015,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,22,84,240,0,1.0,0,0.25,0,4,-3.07,-3.9,-3.71,29.0,0.0,0.0,-12.26,73.062,1.115,15.0,-3.07,-3.9,-3.71,29.0,0.0,0.0,-12.26,73.062,1.115,15.0,0.0,2.453,0,2.453,20.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
caulewi01,Willie Cauley-Stein,train,-3.89063,2019,2,1,81.0,11.914,27.321,18.0,1.2,1.8,6.7,0.145,17.5,0.5658,2.395,8.37,0.63,1.185,1.037,4,295.0,10.07,24.03,3.5,17.3,3.1,13.5,26,84,240,4,0.0,1,0.25,0,2,6.42,6.4,6.46,57.0,1.0,0.0,-52.719,144.355,0.945,15.0,-0.81,-1.1,-1.12,39.0,0.0,0.0,-2.169,92.25,11.789,15.0,0.0,2.453,1,4.749,10.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0.0,0
caulewi01,Willie Cauley-Stein,train,-3.281644,2020,2,1,54.0,7.222,20.315,17.0,0.5,0.7,2.9,0.127,14.4,0.5891,1.296,5.833,1.13,0.907,0.741,5,349.0,9.63,23.46,4.2,20.2,3.5,13.5,27,84,240,5,1.0,0,0.25,0,1,4.87,5.0,4.95,43.0,1.0,0.0,-27.054,117.534,3.746,16.0,4.87,5.0,4.95,43.0,1.0,0.0,-27.054,117.534,3.746,16.0,1.0,7.943,1,7.943,4.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2.0,0
cavanty01,Tyler Cavanaugh,train,-4.5665,2017,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,23,81,238,0,1.0,0,0.25,0,0,-1.23,-0.8,-0.85,43.0,1.0,0.0,-1.421,92.929,2.635,15.0,-1.23,-0.8,-0.85,43.0,1.0,0.0,-1.421,92.929,2.635,15.0,1.0,6.144,1,6.144,7.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2.0,1
chalmma01,Mario Chalmers,train,-2.721058,2014,2,1,73.0,9.808,29.836,14.0,0.2,1.2,4.8,0.106,17.4,0.5667,4.89,2.932,0.219,1.63,2.219,6,439.0,8.64,27.52,5.4,25.1,3.6,14.3,28,74,190,6,1.0,0,0.25,0,0,0.28,0.3,0.28,42.0,1.0,0.0,-12.901,92.25,0.0,15.0,0.34,0.5,0.43,42.0,1.0,0.0,-12.901,92.929,0.0,15.0,0.0,6.266,0,6.266,18.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1.0,0
champju02,Julian Champagnie,val,-3.814197,2023,4,1,17.0,9.706,18.824,13.4,-3.3,-0.1,0.4,0.06,19.2,0.6001,0.588,3.529,0.294,0.353,0.647,1,17.0,9.71,18.82,-0.1,0.4,-0.1,0.4,22,79,217,1,1.0,0,0.25,0,1,-9.82,-9.8,-10.04,22.0,0.0,0.0,22.006,70.878,30.771,15.0,-9.82,-9.8,-10.04,22.0,0.0,0.0,22.006,70.878,30.771,15.0,0.0,2.602,0,2.602,31.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1
champju02,Julian Champagnie,test,-2.523715,2026,3,1,82.0,11.11,27.634,13.1,1.4,1.9,6.2,0.131,15.2,0.6086,1.549,5.768,0.463,0.756,0.841,4,255.0,9.39,23.47,2.2,10.9,2.3,10.5,25,79,217,4,1.0,0,0.25,0,0,8.28,8.3,8.3,62.0,1.0,0.0,-29.344,176.732,7.258,15.0,8.28,8.3,8.3,62.0,1.0,0.0,-29.344,176.732,7.258,15.0,0.0,2.602,0,2.602,31.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,1
chandke01,Kennedy Chandler,val,-4.239479,2022,4,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,20,72,170,0,1.0,0,0.25,0,0,5.37,5.6,5.68,56.0,1.0,0.0,-3.58,98.319,17.675,15.0,5.37,5.6,5.68,56.0,1.0,0.0,-3.58,98.319,17.675,15.0,0.0,1.358,0,1.358,51.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,0
chandty01,Tyson Chandler,train,-1.683546,2015,4,1,75.0,10.28,30.48,20.1,2.6,2.7,10.3,0.216,12.8,0.697,1.12,11.52,1.213,0.56,1.4,10,659.0,9.34,30.76,13.4,73.0,5.4,24.5,33,84,235,14,1.0,0,0.35,0,0,-0.38,-0.9,-0.9,39.0,0.0,0.0,2.828,55.464,4.773,16.0,-0.38,-0.9,-0.9,39.0,0.0,0.0,2.828,55.464,4.773,16.0,0.0,5.059,0,5.059,12.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2.0,0
chandwi01,Wilson Chandler,train,-2.091657,2015,4,1,78.0,13.91,31.679,13.2,-0.6,0.9,3.6,0.07,20.1,0.5229,1.718,6.09,0.372,0.744,1.41,8,445.0,13.7,31.09,3.6,19.9,2.2,9.8,28,80,235,8,1.0,0,0.3,0,1,-3.07,-3.7,-3.55,30.0,0.0,0.0,-2.765,53.359,2.783,15.0,-3.07,-3.7,-3.55,30.0,0.0,0.0,-2.765,53.359,2.783,15.0,0.0,3.038,0,3.038,17.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1.0,0
chrisca02,Cam Christie,test,-4.265265,2024,4,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,19,77,190,0,1.0,0,0.25,0,0,3.41,3.4,3.28,51.0,1.0,0.0,-66.06,198.296,1.764,15.0,3.41,3.4,3.28,51.0,1.0,0.0,-66.06,198.296,1.764,15.0,1.0,12.901,1,12.901,2.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2.0,0
chrisma02,Max Christie,val,-4.502685,2022,2,0,66.0,9.478,24.912,14.9,-0.1,0.7,3.2,0.104,19.0,0.559,1.722,3.879,0.354,0.721,1.148,0,0.0,9.05,23.27,0.0,0.0,0.0,0.0,19,77,190,0,1.0,0,0.25,0,0,-3.08,-3.0,-3.05,33.0,0.0,0.0,-48.448,147.504,8.53,15.0,-3.08,-3.0,-3.05,33.0,0.0,0.0,-48.448,147.504,8.53,15.0,1.0,12.901,1,12.901,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2.0,0
chrisma02,Max Christie,test,-2.866392,2024,4,1,67.0,4.239,14.09,8.4,-3.6,-0.4,0.7,0.036,13.6,0.5436,0.896,2.119,0.254,0.299,0.522,2,108.0,3.81,13.48,-0.5,1.3,-0.5,1.3,21,77,190,2,1.0,0,0.25,0,0,1.07,0.6,0.6,47.0,1.0,0.0,-45.955,168.056,0.0,15.0,1.07,0.6,0.6,47.0,1.0,0.0,-45.955,168.056,0.0,15.0,1.0,12.901,1,12.901,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2.0,0
