player_id,player_name,deal_date,deal_year,team,years,signed_via,deal_type,fa_status,aav_m,salary_cap_m,aav_cap_share,log_aav_cap_share,has_prior_stats,prior_games,prior_ppg,prior_mpg,prior_per,prior_bpm,prior_vorp,prior_ws,prior_ws48,prior_usg_pct,prior_ts_pct,prior_ast,prior_trb,prior_blk,prior_stl,prior_tov,career_seasons,career_games,career_ppg,career_mpg,career_vorp,career_ws,recent3_vorp,recent3_ws,pos,age_at_signing,height_inches,weight_lb,years_pro,draft_year,incumbent,player_option,team_option,max_tier_pct,supermax,outstanding_options,team_srs,team_nrtg,team_mov,team_wins,team_made_playoffs,team_champion,team_cap_space_m,team_active_payroll_m,team_dead_cap_m,team_players_active,prior_team,prior_srs,prior_nrtg,prior_mov,prior_wins,prior_made_playoffs,prior_champion,prior_cap_space_m,prior_active_payroll_m,prior_dead_cap_m,prior_players_active,prior_team_big_market,prior_team_market_size,prior_team_metro_pop_m,team_big_market,team_market_size,team_metro_pop_m,team_dma_rank,team_tv_homes_m,cba_regime
covinro01,Robert Covington,"Nov 15, 2014",2014,PHI,3,free_agency,standard,RFA,1.007,63.065,0.015962,-4.137521,1,7,2.286,4.857,15.0,0.7,0.0,0.1,0.141,19.3,0.5714,0.0,0.714,0.0,0.286,0.143,1,7.0,2.29,4.86,0.0,0.1,0.0,0.1,SF,24,79,209,0,,1,0,,0.25,0,1,,,,,,,,,,,PHI,,,,,,,,,,,1,Large,6.228,1,Large,6.228,5,3.14592,pre_2017
covinro01,Robert Covington,"Nov 17, 2017",2017,PHI,4,extension,extension,,15.5,101.869,0.152156,-1.882848,1,67,12.896,31.627,13.2,0.2,1.1,3.1,0.07,19.2,0.5343,1.522,6.507,1.03,1.896,1.955,4,211.0,12.71,28.49,2.9,9.2,2.9,9.1,SF,27,79,209,3,,1,0,,0.25,0,0,-5.83,-5.7,-5.7,28.0,0.0,0.0,5.139,61.657,24.16,16,PHI,-5.83,-5.7,-5.7,28.0,0.0,0.0,5.139,61.657,24.16,16,1,Large,6.228,1,Large,6.228,5,3.14592,cba_2017
covinro01,Robert Covington,"May 05, 2022",2022,LAC,2,extension,extension,,12.0,136.021,0.088222,-2.427903,1,71,8.507,27.324,12.4,0.2,1.1,3.2,0.079,13.5,0.5716,1.296,5.507,1.282,1.451,1.056,9,537.0,11.59,29.92,9.7,28.4,3.4,10.6,PF,32,79,209,8,,1,0,,0.3,0,0,0.09,0.0,0.02,42.0,0.0,0.0,-53.748,164.493,1.669,15,LAC,0.09,0.0,0.02,42.0,0.0,0.0,-53.748,164.493,1.669,15,1,Large,12.901,1,Large,12.901,2,5.83579,cba_2017
crabbal01,Allen Crabbe,"Jul 13, 2016",2016,POR,4,offer_sheet,standard,RFA,18.7,94.143,0.198634,-1.616291,1,81,10.272,25.988,12.2,-1.0,0.5,4.3,0.098,16.4,0.5716,1.222,2.667,0.198,0.778,0.79,3,147.0,7.03,19.65,0.6,5.7,0.6,5.7,SG,24,77,212,3,2013,1,0,,0.25,0,1,0.98,0.8,0.83,44.0,1.0,0.0,3.438,48.302,14.185,15,POR,0.98,0.8,0.83,44.0,1.0,0.0,3.438,48.302,14.185,15,0,Small,2.511,0,Small,2.511,23,1.27792,pre_2017
craigto01,Torrey Craig,"Jul 09, 2018",2018,DEN,2,free_agency,standard,RFA,2.0,101.869,0.019633,-3.93054,1,39,4.179,16.128,9.8,-2.9,-0.1,0.9,0.069,11.9,0.5348,0.641,3.256,0.385,0.308,0.513,1,39.0,4.18,16.13,-0.1,0.9,-0.1,0.9,SF,28,77,221,1,,1,0,,0.25,0,1,1.57,1.5,1.48,46.0,0.0,0.0,-7.422,101.779,4.736,16,DEN,1.57,1.5,1.48,46.0,0.0,0.0,-7.422,101.779,4.736,16,0,Medium,3.038,0,Medium,3.038,17,1.80627,cba_2017
craigto01,Torrey Craig,"Aug 20, 2021",2021,IND,2,free_agency,standard,RFA,5.0,112.414,0.044478,-3.112751,1,50,5.48,16.06,14.2,0.4,0.5,2.2,0.132,14.3,0.5788,0.98,3.94,0.52,0.56,0.5,4,222.0,5.32,18.05,0.3,8.1,0.4,7.2,SF,31,77,221,4,,0,0,,0.25,0,1,-0.13,0.0,-0.04,34.0,0.0,0.0,-19.866,125.044,3.961,15,PHX,5.67,5.9,5.82,51.0,1.0,0.0,-21.146,126.33,0.785,15,0,Large,5.059,0,Small,2.126,25,1.23221,cba_2017
craigto01,Torrey Craig,"Jul 15, 2023",2023,CHI,2,free_agency,standard,UFA,2.685,136.021,0.01974,-3.925129,1,79,7.443,24.658,11.6,-0.6,0.7,4.0,0.099,13.0,0.5656,1.481,5.392,0.785,0.633,0.924,6,379.0,6.03,19.92,1.1,14.4,1.3,8.5,PF,33,77,221,6,,0,1,,0.25,0,1,1.37,1.3,1.29,40.0,0.0,0.0,-29.439,145.549,3.872,15,PHX,2.08,2.1,2.07,45.0,1.0,0.0,-52.152,172.122,0.211,15,0,Large,5.059,1,Large,9.441,3,3.65475,cba_2023
crawfja01,Jamal Crawford,"Jul 08, 2016",2016,LAC,3,free_agency,standard,UFA,14.0,94.143,0.14871,-1.905758,1,79,14.177,26.911,14.0,-1.4,0.3,3.3,0.075,24.9,0.5292,2.316,1.835,0.152,0.658,1.43,11,786.0,16.66,31.74,13.9,46.5,3.4,12.2,SG,36,77,185,16,2000,1,0,,0.35,0,1,4.13,4.5,4.28,53.0,1.0,0.0,-29.998,94.554,1.586,15,LAC,4.13,4.5,4.28,53.0,1.0,0.0,-29.998,94.554,1.586,15,1,Large,12.901,1,Large,12.901,2,5.83579,pre_2017
crawfja01,Jamal Crawford,"Jul 19, 2017",2017,MIN,2,free_agency,standard,UFA,4.45,99.093,0.044907,-3.103155,1,82,12.293,26.305,12.0,-2.1,0.0,1.9,0.042,22.7,0.5254,2.61,1.573,0.171,0.744,1.634,12,868.0,16.25,31.22,13.9,48.4,1.5,8.8,SG,37,77,185,17,2000,0,0,,0.35,0,1,-0.64,-1.2,-1.11,31.0,0.0,0.0,22.576,59.495,10.111,14,LAC,4.42,4.5,4.29,51.0,1.0,0.0,-23.869,113.658,1.413,15,1,Large,12.901,0,Medium,3.703,16,1.88668,cba_2017
crowdja01,Jae Crowder,"Jul 27, 2015",2015,BOS,5,free_agency,standard,RFA,7.0,70.0,0.1,-2.302585,1,82,7.659,20.085,13.9,0.5,1.0,3.9,0.114,17.5,0.5173,1.146,3.573,0.305,0.878,0.598,3,238.0,5.78,17.87,2.0,7.7,2.0,7.7,SF,25,78,235,3,2012,1,0,,0.25,0,0,-0.4,0.2,0.16,40.0,1.0,0.0,2.662,52.905,7.498,15,BOS,-0.4,0.2,0.16,40.0,1.0,0.0,2.662,52.905,7.498,15,1,Large,4.899,1,Large,4.899,9,2.58446,pre_2017
crowdja01,Jae Crowder,"Nov 28, 2020",2020,PHX,3,free_agency,standard,UFA,9.72,109.14,0.08906,-2.418446,1,65,10.523,28.846,12.5,-0.1,0.9,3.8,0.097,15.5,0.5534,2.477,5.908,0.369,1.108,1.062,8,608.0,9.57,24.72,8.0,32.5,1.8,10.8,SF,30,78,235,8,2012,0,0,,0.3,0,0,0.56,0.3,0.22,34.0,0.0,0.0,-11.997,98.37,22.767,15,MIA,2.59,3.0,2.95,44.0,1.0,0.0,-29.619,128.233,5.665,15,0,Medium,6.266,0,Large,5.059,12,2.1982,cba_2017
cunnica01,Cade Cunningham,"Jul 10, 2024",2024,DET,5,extension,rookie-scale,,53.818,154.647,0.348005,-1.055537,1,62,22.661,33.452,17.1,0.3,1.2,1.8,0.042,30.8,0.5456,7.484,4.323,0.355,0.903,3.419,3,138.0,19.99,33.06,1.5,1.2,1.5,1.2,PG,23,78,220,3,2021,1,0,,0.35,1,0,-9.06,-9.1,-9.11,14.0,0.0,0.0,-0.398,84.251,52.168,15,DET,-9.06,-9.1,-9.11,14.0,0.0,0.0,-0.398,84.251,52.168,15,0,Medium,4.365,0,Medium,4.365,14,1.94075,cba_2023
cunnida01,Dante Cunningham,"Jul 09, 2015",2015,NOP,3,free_agency,standard,UFA,3.0,70.0,0.042857,-3.149883,1,66,5.152,25.03,8.9,-2.5,-0.2,1.6,0.046,10.9,0.4726,0.758,3.879,0.561,0.697,0.53,6,432.0,6.03,20.29,0.9,15.3,0.6,8.0,PF,28,80,230,6,2009,1,0,,0.25,0,0,1.13,0.9,0.79,45.0,1.0,0.0,-8.464,68.28,2.133,14,NOP,1.13,0.9,0.79,45.0,1.0,0.0,-8.464,68.28,2.133,14,0,Small,1.29,0,Small,1.29,50,0.67279,pre_2017
curryse01,Seth Curry,"Jul 22, 2015",2015,SAC,2,free_agency,standard,RFA,0.98,70.0,0.014,-4.268698,1,2,0.0,4.0,-11.4,-23.1,0.0,0.0,0.0,16.5,0.0,0.5,1.0,0.0,0.0,0.0,2,4.0,0.75,5.25,0.0,0.0,0.0,0.0,PG,25,73,185,1,,1,0,,0.25,0,1,-3.07,-3.9,-3.71,29.0,0.0,0.0,-12.26,73.062,1.115,15,SAC,-3.07,-3.9,-3.71,29.0,0.0,0.0,-12.26,73.062,1.115,15,0,Small,2.453,0,Small,2.453,20,1.49792,pre_2017
curryse01,Seth Curry,"Jul 15, 2016",2016,DAL,2,free_agency,standard,UFA,2.95,94.143,0.031335,-3.46301,1,44,6.795,15.727,13.8,-0.2,0.3,1.4,0.097,17.4,0.6034,1.523,1.364,0.068,0.5,0.818,3,48.0,6.29,14.85,0.3,1.4,0.3,1.4,PG,26,73,185,2,,0,0,,0.25,0,0,-0.02,-0.3,-0.3,42.0,1.0,0.0,-4.044,71.199,1.898,15,SAC,-2.32,-2.4,-2.48,33.0,0.0,0.0,-2.671,71.734,0.938,15,0,Small,2.453,1,Large,7.943,4,3.26449,pre_2017
curryse01,Seth Curry,"Jul 10, 2019",2019,DAL,4,free_agency,standard,UFA,8.0,109.14,0.0733,-2.61319,1,74,7.851,18.905,11.4,-1.0,0.3,2.4,0.082,16.6,0.5954,0.892,1.622,0.162,0.486,0.824,5,192.0,9.28,21.57,2.3,8.4,2.0,7.0,SG,29,73,185,5,,0,0,,0.25,0,0,-0.87,-1.3,-1.28,33.0,0.0,0.0,14.109,73.674,14.086,15,POR,4.43,4.2,4.2,53.0,1.0,0.0,-31.227,128.005,5.091,15,0,Small,2.511,1,Large,7.943,4,3.26449,cba_2017
curryse01,Seth Curry,"Jul 14, 2023",2023,DAL,2,free_agency,standard,UFA,4.0,136.021,0.029407,-3.526515,1,61,9.197,19.852,12.3,-2.1,0.0,1.8,0.071,19.2,0.5928,1.623,1.639,0.115,0.59,0.836,9,438.0,10.97,24.43,5.0,22.7,1.5,10.0,SG,33,73,185,9,,0,0,,0.3,0,0,-0.14,0.1,0.07,38.0,0.0,0.0,-56.435,172.026,1.36,15,BKN,1.03,0.9,0.85,45.0,1.0,0.0,-41.12,155.025,4.242,15,1,Large,19.113,1,Large,7.943,4,3.26449,cba_2023
curryst01,Stephen Curry,"Jul 06, 2017",2017,GSW,5,free_agency,standard,UFA,40.24,99.093,0.406083,-0.901197,1,79,25.304,33.392,24.6,6.9,5.9,12.6,0.229,30.1,0.6238,6.633,4.468,0.215,1.797,3.025,8,574.0,22.8,34.66,41.5,84.3,23.3,46.2,PG,29,74,185,8,2009,1,0,,0.35,1,0,11.35,11.6,11.63,67.0,1.0,1.0,-6.099,97.52,2.722,15,GSW,11.35,11.6,11.63,67.0,1.0,1.0,-6.099,97.52,2.722,15,1,Large,4.749,1,Large,4.749,10,2.54248,cba_2017
curryst01,Stephen Curry,"Aug 06, 2021",2021,GSW,4,extension,maximum,,53.837,123.655,0.435385,-0.831525,1,63,31.984,34.159,26.3,8.7,5.8,9.0,0.201,34.8,0.6547,5.762,5.476,0.127,1.222,3.381,12,762.0,24.19,34.32,56.6,112.4,11.1,19.0,PG,33,74,185,12,2009,1,0,,0.35,0,0,1.1,1.0,1.06,39.0,0.0,0.0,-66.685,168.454,0.889,15,GSW,1.1,1.0,1.06,39.0,0.0,0.0,-66.685,168.454,0.889,15,1,Large,4.749,1,Large,4.749,10,2.54248,cba_2017
daniedy01,Dyson Daniels,"Oct 20, 2025",2025,ATL,4,extension,rookie-scale,,25.0,170.1117,0.146962,-1.917579,1,76,14.118,33.829,15.6,1.5,2.3,5.0,0.093,18.2,0.5449,4.382,5.908,0.724,3.013,2.039,3,196.0,8.44,25.36,3.2,9.2,3.2,9.2,SG,22,79,199,3,2022,1,0,,0.25,0,0,-1.41,-1.1,-1.13,40.0,0.0,0.0,-33.831,161.256,7.126,15,ATL,-1.41,-1.1,-1.13,40.0,0.0,0.0,-33.831,161.256,7.126,15,1,Large,6.144,1,Large,6.144,7,2.75817,cba_2023
danietr01,Troy Daniels,"Feb 21, 2014",2014,HOU,2,free_agency,standard,RFA,0.795,63.065,0.012606,-4.373579,1,5,8.4,15.0,16.0,0.4,0.0,0.2,0.128,19.9,0.6774,1.0,0.8,0.0,0.0,0.6,1,5.0,8.4,15.0,0.0,0.2,0.0,0.2,SG,23,76,200,0,,1,0,,0.25,0,1,,,,,,,,,,,HOU,,,,,,,,,,,1,Large,7.206,1,Large,7.206,6,2.79742,pre_2017
danietr01,Troy Daniels,"Jul 14, 2014",2014,HOU,2,free_agency,standard,RFA,0.88,63.065,0.013954,-4.271999,1,5,8.4,15.0,16.0,0.4,0.0,0.2,0.128,19.9,0.6774,1.0,0.8,0.0,0.0,0.6,1,5.0,8.4,15.0,0.0,0.2,0.0,0.2,SG,23,76,200,0,,1,0,,0.25,0,0,,,,,,,,,,,HOU,,,,,,,,,,,1,Large,7.206,1,Large,7.206,6,2.79742,pre_2017
danietr01,Troy Daniels,"Jul 09, 2016",2016,CHA,3,sign_and_trade,standard,RFA,3.333,94.143,0.035407,-3.340842,1,43,5.628,11.07,14.9,0.7,0.3,1.1,0.111,20.4,0.6336,0.488,1.326,0.07,0.256,0.558,3,95.0,4.84,9.98,0.2,1.5,0.2,1.5,SG,25,76,200,2,,1,0,,0.25,0,0,2.36,2.9,2.72,48.0,1.0,0.0,-10.427,78.341,0.191,15,CHA,2.36,2.9,2.72,48.0,1.0,0.0,-10.427,78.341,0.191,15,0,Small,2.66,0,Small,2.66,21,1.38202,pre_2017
davisan02,Anthony Davis,"Jul 09, 2015",2015,NOP,5,extension,maximum,,25.44,94.143,0.270227,-1.308492,1,68,24.353,36.103,30.8,8.9,6.7,14.0,0.274,27.8,0.5907,2.191,10.235,2.941,1.471,1.397,3,199.0,19.68,33.46,12.8,30.5,12.8,30.5,PF,22,82,253,3,2012,1,0,,0.25,0,2,1.13,0.9,0.79,45.0,1.0,0.0,-8.464,68.28,2.133,14,NOP,1.13,0.9,0.79,45.0,1.0,0.0,-8.464,68.28,2.133,14,0,Small,1.29,0,Small,1.29,50,0.67279,pre_2017
davisan02,Anthony Davis,"Dec 03, 2020",2020,LAL,5,free_agency,standard,UFA,37.98,109.14,0.347993,-1.055572,1,62,26.097,34.371,27.4,8.0,5.4,11.1,0.25,29.3,0.6096,3.226,9.306,2.306,1.468,2.484,8,528.0,24.01,34.54,38.0,83.0,16.6,34.3,PF,27,82,253,8,2012,1,0,,0.3,0,1,6.28,5.7,5.79,52.0,1.0,1.0,-13.584,107.807,10.149,15,LAL,6.28,5.7,5.79,52.0,1.0,1.0,-13.584,107.807,10.149,15,1,Large,12.901,1,Large,12.901,2,5.83579,cba_2017
davisan02,Anthony Davis,"Aug 06, 2023",2023,LAL,3,extension,maximum,,58.457,140.588,0.415801,-0.877548,1,56,25.911,34.0,27.8,6.3,4.0,9.0,0.227,28.4,0.6269,2.643,12.536,2.036,1.054,2.179,11,660.0,24.0,34.41,46.0,100.2,8.0,17.2,C,30,82,253,11,2012,1,0,,0.35,0,0,0.43,0.6,0.57,43.0,1.0,0.0,-56.412,164.963,2.45,15,LAL,0.43,0.6,0.57,43.0,1.0,0.0,-56.412,164.963,2.45,15,1,Large,12.901,1,Large,12.901,2,5.83579,cba_2023
davisde01,Deyonta Davis,"Jul 10, 2016",2016,MEM,3,free_agency,standard,,1.333,94.143,0.014163,-4.257133,0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,20,81,237,0,2016,1,0,,0.25,0,0,-2.14,-2.4,-2.24,42.0,1.0,0.0,-15.477,76.017,7.365,16,MEM,-2.14,-2.4,-2.24,42.0,1.0,0.0,-15.477,76.017,7.365,16,0,Small,1.358,0,Small,1.358,51,0.6663,pre_2017
davised01,Ed Davis,"Jul 23, 2014",2014,LAL,2,free_agency,standard,UFA,1.04,63.065,0.016491,-4.104945,1,63,5.667,15.175,15.9,-1.2,0.2,2.6,0.131,17.8,0.5423,0.429,4.127,0.683,0.27,0.635,4,275.0,6.89,20.81,2.2,15.9,1.8,11.9,PF,25,81,218,4,2010,1,1,,0.25,0,0,,,,,,,,,,,LAL,,,,,,,,,,,1,Large,12.901,1,Large,12.901,2,5.83579,pre_2017
davised01,Ed Davis,"Jul 09, 2015",2015,POR,3,free_agency,standard,UFA,6.667,70.0,0.095238,-2.351375,1,79,8.304,23.291,20.0,1.5,1.6,6.3,0.164,14.8,0.594,1.19,7.595,1.241,0.62,0.734,5,354.0,7.21,21.36,3.8,22.2,2.7,14.3,PF,26,81,218,5,2010,1,0,,0.25,0,0,4.41,4.5,4.23,51.0,1.0,0.0,-10.845,72.965,0.03,16,POR,4.41,4.5,4.23,51.0,1.0,0.0,-10.845,72.965,0.03,16,0,Small,2.511,0,Small,2.511,23,1.27792,pre_2017
davised01,Ed Davis,"Jul 20, 2019",2019,UTH,2,free_agency,standard,UFA,4.885,109.14,0.044759,-3.106462,1,81,5.827,17.852,17.3,0.0,0.7,5.7,0.189,12.7,0.6322,0.753,8.568,0.407,0.432,0.79,9,640.0,6.51,20.24,6.2,41.3,0.8,12.4,C,30,81,218,9,2010,0,0,,0.3,0,0,5.28,5.2,5.26,50.0,1.0,0.0,-12.969,113.394,,15,BKN,-0.4,-0.1,-0.07,42.0,1.0,0.0,-15.703,77.806,39.766,15,1,Large,19.113,0,Small,1.266,28,1.16352,cba_2017
daviste02,Terence Davis,"Jul 11, 2019",2019,TOR,2,free_agency,standard,,1.205,109.14,0.011041,-4.506152,0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,22,76,201,0,,1,0,,0.25,0,0,5.49,6.0,6.09,58.0,1.0,1.0,-47.819,135.46,1.971,15,TOR,5.49,6.0,6.09,58.0,1.0,1.0,-47.819,135.46,1.971,15,1,Large,6.202,1,Large,6.202,,,cba_2017
daviste02,Terence Davis,"Aug 06, 2021",2021,SAC,2,free_agency,standard,RFA,4.0,112.414,0.035583,-3.335894,1,61,8.738,17.607,12.7,-1.7,0.1,0.8,0.036,21.8,0.555,1.361,2.525,0.23,0.721,1.033,2,133.0,8.09,17.17,0.9,3.9,0.9,3.9,SG,24,76,201,2,,1,0,,0.25,0,0,-3.45,-3.6,-3.68,31.0,0.0,0.0,2.318,93.806,11.396,15,SAC,-3.45,-3.6,-3.68,31.0,0.0,0.0,2.318,93.806,11.396,15,0,Small,2.453,0,Small,2.453,20,1.49792,cba_2017
dedmode01,Dewayne Dedmon,"Jul 14, 2016",2016,SAS,2,free_agency,standard,UFA,2.95,94.143,0.031335,-3.46301,1,58,4.397,12.155,17.0,-0.9,0.2,2.4,0.163,15.2,0.6059,0.224,3.931,0.793,0.379,0.552,3,148.0,3.84,13.11,-0.4,4.7,-0.4,4.7,C,27,82,245,3,,0,0,,0.25,0,2,10.28,11.3,10.63,67.0,1.0,0.0,-17.595,85.193,2.402,15,ORL,-1.68,-1.7,-1.62,35.0,0.0,0.0,5.537,61.109,3.354,15,0,Medium,2.673,0,Small,2.602,31,1.0964,pre_2017
dedmode01,Dewayne Dedmon,"Jul 08, 2019",2019,SAC,3,free_agency,standard,UFA,13.333,109.14,0.122167,-2.102364,1,64,10.828,25.141,16.0,0.5,1.0,4.0,0.119,16.7,0.6019,1.406,7.5,1.109,1.078,1.312,6,350.0,6.47,18.35,2.3,17.6,2.7,12.9,C,30,82,245,6,,0,0,,0.25,0,0,-0.81,-1.1,-1.12,39.0,0.0,0.0,-2.169,92.25,11.789,15,ATL,-6.06,-5.8,-6.02,29.0,0.0,0.0,-1.704,62.167,41.406,15,1,Large,6.144,0,Small,2.453,20,1.49792,cba_2017
dedmode01,Dewayne Dedmon,"Jul 06, 2022",2022,MIA,2,free_agency,standard,UFA,4.51,123.655,0.036472,-3.311198,1,67,6.299,15.896,15.9,-1.0,0.3,3.5,0.158,16.9,0.6317,0.701,5.761,0.627,0.358,1.045,9,477.0,6.41,17.76,2.1,22.3,-0.2,4.7,C,33,82,245,9,,1,0,,0.3,0,0,4.23,4.6,4.45,53.0,1.0,0.0,-26.391,130.081,5.386,15,MIA,4.23,4.6,4.45,53.0,1.0,0.0,-26.391,130.081,5.386,15,0,Medium,6.266,0,Medium,6.266,18,1.75692,cba_2017
dekkesa01,Sam Dekker,"Jul 20, 2015",2015,HOU,2,free_agency,standard,,1.685,70.0,0.024071,-3.72673,0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,21,81,230,0,2015,1,0,,0.25,0,2,3.82,3.6,3.44,56.0,1.0,0.0,-10.985,71.005,3.046,16,HOU,3.82,3.6,3.44,56.0,1.0,0.0,-10.985,71.005,3.046,16,1,Large,7.206,1,Large,7.206,6,2.79742,pre_2017
delanma01,Malcolm Delaney,"Jul 15, 2016",2016,ATL,2,free_agency,standard,,2.5,94.143,0.026555,-3.628524,0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,27,75,190,0,,1,0,,0.25,0,0,3.49,3.7,3.61,48.0,1.0,0.0,-1.408,71.333,0.075,15,ATL,3.49,3.7,3.61,48.0,1.0,0.0,-1.408,71.333,0.075,15,1,Large,6.144,1,Large,6.144,7,2.75817,pre_2017
dellama01,Matthew Dellavedova,"Jul 01, 2016",2016,CLE,4,sign_and_trade,standard,RFA,9.6,94.143,0.101973,-2.283052,1,76,7.487,24.566,11.3,-1.2,0.4,3.8,0.098,15.9,0.5268,4.434,2.132,0.118,0.579,1.526,3,215.0,5.71,21.01,0.2,7.8,0.2,7.8,PG,26,75,200,3,,1,0,,0.25,0,0,5.45,6.4,6.0,57.0,1.0,1.0,-37.976,106.998,0.031,15,CLE,5.45,6.4,6.0,57.0,1.0,1.0,-37.976,106.998,0.031,15,0,Medium,2.088,0,Medium,2.088,19,1.55434,pre_2017
denglu01,Luol Deng,"Jul 15, 2014",2014,MIA,2,free_agency,standard,UFA,9.935,63.065,0.157536,-1.848102,1,63,16.048,35.127,15.2,0.4,1.4,4.5,0.098,22.3,0.5169,2.905,5.73,0.143,0.984,1.81,9,616.0,16.47,36.64,18.5,57.6,5.4,16.6,SF,29,81,237,10,2004,1,1,,0.35,0,1,,,,,,,,,,,MIA,,,,,,,,,,,0,Medium,6.266,0,Medium,6.266,18,1.75692,pre_2017
denglu01,Luol Deng,"Jul 07, 2016",2016,LAL,4,free_agency,standard,UFA,18.0,94.143,0.191198,-1.654443,1,74,12.311,32.351,15.0,0.8,1.7,6.4,0.128,17.4,0.5491,1.892,5.986,0.392,1.0,1.095,11,762.0,15.83,35.94,21.4,69.4,4.3,16.3,PF,31,81,237,12,2004,0,0,,0.35,0,0,-8.92,-10.0,-9.56,17.0,0.0,0.0,-3.113,71.77,0.195,15,MIA,1.5,1.7,1.65,48.0,1.0,0.0,-14.62,82.539,2.08,15,0,Medium,6.266,1,Large,12.901,2,5.83579,pre_2017
derozde01,DeMar DeRozan,"Jul 14, 2016",2016,TOR,5,free_agency,standard,UFA,27.8,94.143,0.295295,-1.219779,1,78,23.462,35.949,21.5,2.5,3.2,9.9,0.169,29.8,0.5498,4.038,4.474,0.269,1.038,2.244,7,521.0,18.11,33.89,6.0,35.4,6.6,22.7,SG,27,78,220,7,2009,1,0,,0.3,0,1,4.08,4.8,4.5,56.0,1.0,0.0,-4.217,71.218,1.097,15,TOR,4.08,4.8,4.5,56.0,1.0,0.0,-4.217,71.218,1.097,15,1,Large,6.202,1,Large,6.202,,,pre_2017
derozde01,DeMar DeRozan,"Aug 11, 2021",2021,SAS,3,sign_and_trade,standard,UFA,28.333,112.414,0.252045,-1.37815,1,61,21.574,33.705,22.0,3.1,2.6,7.4,0.173,26.1,0.5909,6.918,4.246,0.246,0.918,1.951,12,881.0,20.15,34.1,19.6,75.0,7.1,21.0,PF,32,78,220,12,2009,1,0,,0.35,0,0,-1.58,-1.8,-1.74,33.0,0.0,0.0,-41.011,103.942,24.805,15,SAS,-1.58,-1.8,-1.74,33.0,0.0,0.0,-41.011,103.942,24.805,15,0,Small,2.602,0,Small,2.602,31,1.0964,cba_2017
derozde01,DeMar DeRozan,"Jul 08, 2024",2024,CHI,3,sign_and_trade,standard,UFA,24.57,140.588,0.174766,-1.744307,1,79,24.013,37.835,19.7,1.8,2.8,9.2,0.148,25.8,0.584,5.329,4.304,0.57,1.139,1.709,15,1110.0,21.25,34.65,28.1,101.5,8.5,26.5,SF,35,78,220,15,2009,1,0,,0.35,0,0,-1.77,-1.4,-1.44,39.0,0.0,0.0,-30.328,162.193,2.136,15,CHI,-1.77,-1.4,-1.44,39.0,0.0,0.0,-30.328,162.193,2.136,15,1,Large,9.441,1,Large,9.441,3,3.65475,cba_2023
diabamo01,Moussa Diabaté,,2024,CHA,3,free_agency,standard,UFA,1.897,140.588,0.013491,-4.305743,1,11,2.636,5.818,24.7,3.5,0.1,0.3,0.225,18.6,0.5763,0.364,2.182,0.091,0.455,0.182,2,33.0,2.67,7.85,0.1,0.7,0.1,0.7,C,22,82,210,2,2022,1,0,,0.25,0,0,-10.12,-10.5,-10.24,21.0,0.0,0.0,-5.015,97.075,40.357,15,CHA,-10.12,-10.5,-10.24,21.0,0.0,0.0,-5.015,97.075,40.357,15,0,Small,2.66,0,Small,2.66,21,1.38202,cba_2023
diallch01,Cheick Diallo,"Jul 22, 2016",2016,NOP,3,free_agency,standard,,0.833,94.143,0.008852,-4.727136,0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,20,80,219,0,2016,1,0,,0.25,0,1,-3.56,-3.9,-3.79,30.0,0.0,0.0,-11.426,80.165,1.261,18,NOP,-3.56,-3.9,-3.79,30.0,0.0,0.0,-11.426,80.165,1.261,18,0,Small,1.29,0,Small,1.29,50,0.67279,pre_2017
diallha01,Hamidou Diallo,"Jul 28, 2018",2018,OKC,2,free_agency,standard,,1.14,101.869,0.011191,-4.492659,0,,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,20,77,202,0,2018,1,0,,0.25,0,2,3.42,3.5,3.41,48.0,1.0,0.0,-35.299,130.478,2.442,15,OKC,3.42,3.5,3.41,48.0,1.0,0.0,-35.299,130.478,2.442,15,0,Small,1.435,0,Small,1.435,47,0.7627,cba_2017
diallha01,Hamidou Diallo,"Aug 20, 2021",2021,DET,2,free_agency,standard,RFA,5.2,112.414,0.046258,-3.07353,1,52,11.615,23.577,14.3,-2.1,0.0,1.6,0.063,22.2,0.5412,1.942,5.231,0.462,0.788,1.462,3,149.0,7.46,17.77,-0.7,2.8,-0.7,2.8,SF,23,77,202,3,2018,1,0,,0.25,0,1,-4.38,-4.5,-4.47,20.0,0.0,0.0,-5.873,76.325,38.688,15,DET,-4.38,-4.5,-4.47,20.0,0.0,0.0,-5.873,76.325,38.688,15,0,Medium,4.365,0,Medium,4.365,14,1.94075,cba_2017
