player_id,player_name,spotrac_id,deal_date,deal_year,team,total_value_m,deal_type,verified,fa_status,max_tier_pct,max_tier_aav_pct,aav_over_tier,signed_max,supermax,signed_via,prior_team,incumbent,player_option,team_option,outstanding_options,contract_start_year,salary_cap_m,aav_m,aav_cap_share,log_aav_cap_share,end_year,completed,years_remaining,market,year1_salary,signing_season_salary_m,team_dma_rank,team_tv_homes_m,team_metro_pop_m,team_market_size,team_big_market,prior_team_dma_rank,prior_team_tv_homes_m,prior_team_metro_pop_m,prior_team_market_size,prior_team_big_market
bjeline01,Nemanja Bjelica,6917,"Aug 06, 2021",2021,GSW,2.09,standard,1,UFA,0.25,0.25,0,0,0,free_agency,MIA,0,0,,0,2021,112.414,2.09,0.018592,-3.985024,2021,1,0,0,,2.089448,10,2.54248,4.749,Large,1,18,1.75692,6.266,Medium,0
blackan01,Anthony Black,82203,"Jul 01, 2023",2023,ORL,32.92,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,ORL,1,0,,2,2023,136.021,8.23,0.060505,-2.805023,2026,0,1,0,,7.24548,15,1.90242,2.673,Medium,0,15,1.90242,2.673,Medium,0
blackta01,Tarik Black,15767,"Aug 28, 2014",2014,HOU,1.35,standard,1,,0.25,0.26,0,0,0,free_agency,HOU,1,0,,0,2014,63.065,0.675,0.010703,-4.537209,2015,1,0,1,,,6,2.79742,7.206,Large,1,6,2.79742,7.206,Large,1
blackta01,Tarik Black,15767,"Aug 24, 2016",2016,LAL,12.85,standard,1,RFA,0.25,0.26,0,0,0,free_agency,LAL,1,0,,0,2016,94.143,6.425,0.068247,-2.684618,2017,1,0,1,,6.191,2,5.83579,12.901,Large,1,2,5.83579,12.901,Large,1
blackta01,Tarik Black,15767,"Jul 17, 2017",2017,HOU,3.29,standard,1,RFA,0.25,0.25,0,0,0,free_agency,LAL,0,0,,0,2017,99.093,3.29,0.033201,-3.405171,2017,1,0,0,,3.29,6,2.79742,7.206,Large,1,2,5.83579,12.901,Large,1
blakean01,Antonio Blakeney,24223,"Jul 19, 2018",2018,CHI,2.9,standard,1,RFA,0.25,0.26,0,0,0,free_agency,CHI,1,0,,0,2018,101.869,1.45,0.014234,-4.252124,2019,1,0,1,,1.349383,3,3.65475,9.441,Large,1,3,3.65475,9.441,Large,1
blakest01,Steve Blake,2673,"Aug 21, 2005",2005,WAS,0.987,standard,1,RFA,0.25,0.26,0,0,0,free_agency,WAS,1,0,,1,2005,,0.493,,,2006,1,0,1,,,8,2.63064,6.385,Large,1,8,2.63064,6.385,Large,1
blakest01,Steve Blake,2673,"Sep 29, 2005",2005,POR,2.33,standard,1,RFA,0.25,0.26,0,0,0,free_agency,POR,1,0,,1,2005,,1.165,,,2006,1,0,1,,,23,1.27792,2.511,Small,0,23,1.27792,2.511,Small,0
blakest01,Steve Blake,2673,"Jul 13, 2007",2007,POR,13.43,standard,1,RFA,0.25,0.27,0,0,0,free_agency,POR,1,0,,1,2007,,4.477,,,2009,1,0,1,,,23,1.27792,2.511,Small,0,23,1.27792,2.511,Small,0
blakest01,Steve Blake,2673,"Jul 03, 2010",2010,LAL,16.0,standard,1,UFA,0.3,0.336,0,0,0,free_agency,LAL,1,0,,1,2010,,4.0,,,2013,1,0,1,,,2,5.83579,12.901,Large,1,2,5.83579,12.901,Large,1
blakest01,Steve Blake,2673,"Jul 10, 2014",2014,POR,4.25,standard,1,UFA,0.35,0.364,0,0,0,free_agency,POR,1,0,,1,2014,63.065,2.125,0.033695,-3.390394,2015,1,0,1,,,23,1.27792,2.511,Small,0,23,1.27792,2.511,Small,0
bledser01,Eric Bledsoe,6900,"Jul 10, 2010",2010,LAC,3.0,standard,1,,0.25,0.26,0,0,0,free_agency,LAC,1,0,,2,2010,,1.5,,,2011,1,0,1,,,2,5.83579,12.901,Large,1,2,5.83579,12.901,Large,1
bledser01,Eric Bledsoe,6900,"Sep 24, 2014",2014,PHX,70.0,extension,1,,0.25,0.29,0,0,0,extension,PHX,1,0,,0,2015,70.0,14.0,0.2,-1.609438,2019,1,0,1,,,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bledser01,Eric Bledsoe,6900,"Mar 04, 2019",2019,MIL,70.0,extension,1,,0.35,0.392,0,0,0,extension,MIL,1,0,,0,2020,109.14,17.5,0.160345,-1.830431,2023,1,0,1,,15.625,38,0.9449,1.586,Small,0,38,0.9449,1.586,Small,0
bogdabo01,Bogdan Bogdanović,15379,"Jul 13, 2017",2017,SAC,27.0,standard,1,RFA,0.25,0.27,0,0,0,free_agency,SAC,1,0,,3,2017,99.093,9.0,0.090824,-2.398834,2019,1,0,1,,9.470614,20,1.49792,2.453,Small,0,20,1.49792,2.453,Small,0
bogdabo01,Bogdan Bogdanović,15379,"Nov 25, 2020",2020,ATL,72.0,standard,1,RFA,0.25,0.28,0,0,0,offer_sheet,SAC,0,1,,3,2020,109.14,18.0,0.164926,-1.80226,2023,1,0,1,,18.0,7,2.75817,6.144,Large,1,20,1.49792,2.453,Small,0
bogdabo01,Bogdan Bogdanović,15379,"Mar 16, 2023",2023,ATL,68.0,extension,1,,0.3,0.336,0,0,0,extension,ATL,1,0,,2,2024,140.588,17.0,0.120921,-2.11262,2027,0,2,1,,18.7,7,2.75817,6.144,Large,1,7,2.75817,6.144,Large,1
bogdabo01,Bogdan Bogdanović,15379,"Jul 08, 2026",2026,HOU,3.52,standard,1,UFA,0.3,0.3,0,0,0,free_agency,LAC,0,0,,0,2026,170.1117,3.52,0.020692,-3.877994,2026,0,1,0,,,6,2.79742,7.206,Large,1,2,5.83579,12.901,Large,1
bogdabo02,Bojan Bogdanović,8083,"Jul 22, 2014",2014,BKN,10.3,standard,1,RFA,0.25,0.27,0,0,0,free_agency,BKN,1,0,,0,2014,63.065,3.433,0.054441,-2.910634,2016,1,0,1,,,1,7.49451,19.113,Large,1,1,7.49451,19.113,Large,1
bogdabo02,Bojan Bogdanović,8083,"Jul 10, 2017",2017,IND,21.0,standard,1,UFA,0.25,0.26,0,0,0,free_agency,WAS,0,0,,0,2017,99.093,10.5,0.105961,-2.244684,2018,1,0,1,,10.5,25,1.23221,2.126,Small,0,8,2.63064,6.385,Large,1
bogdabo02,Bojan Bogdanović,8083,"Jul 07, 2019",2019,UTH,73.1,standard,1,UFA,0.25,0.28,0,0,0,free_agency,IND,0,0,,0,2019,109.14,18.275,0.167445,-1.787097,2022,1,0,1,,17.0,28,1.16352,1.266,Small,0,25,1.23221,2.126,Small,0
bogdabo02,Bojan Bogdanović,8083,"Oct 30, 2022",2022,DET,39.03,extension,1,,0.3,0.312,0,0,0,extension,UTA,0,0,,0,2023,136.021,19.515,0.14347,-1.941626,2024,1,0,1,,19.55,14,1.94075,4.365,Medium,0,28,1.16352,1.266,Small,0
bogutan01,Andrew Bogut,2560,"Jul 01, 2005",2005,MIL,9.0,standard,1,,0.25,0.26,0,0,0,free_agency,MIL,1,0,,2,2005,,4.5,,,2006,1,0,1,,,38,0.9449,1.586,Small,0,38,0.9449,1.586,Small,0
bogutan01,Andrew Bogut,2560,"Jun 11, 2008",2008,MIL,60.0,rookie-scale,1,,0.25,0.29,0,0,0,extension,MIL,1,0,,0,2009,,12.0,,,2013,1,0,1,,,38,0.9449,1.586,Small,0,38,0.9449,1.586,Small,0
bogutan01,Andrew Bogut,2560,"Oct 25, 2013",2013,GSW,36.0,extension,1,,0.3,0.324,0,0,0,extension,GSW,1,0,,0,2014,63.065,12.0,0.19028,-1.659259,2016,1,0,1,,,10,2.54248,4.749,Large,1,10,2.54248,4.749,Large,1
bogutan01,Andrew Bogut,2560,"Mar 02, 2017",2017,CLE,0.383,standard,1,UFA,0.35,0.35,0,0,0,free_agency,CLE,1,0,,0,2017,99.093,0.383,0.003865,-5.555779,2017,1,0,0,,1.105123,19,1.55434,2.088,Medium,0,19,1.55434,2.088,Medium,0
bogutan01,Andrew Bogut,2560,"Sep 19, 2017",2017,LAL,2.3,standard,1,UFA,0.35,0.35,0,0,0,free_agency,CLE,0,0,,0,2017,99.093,2.3,0.023211,-3.76315,2017,1,0,0,,1.105123,2,5.83579,12.901,Large,1,19,1.55434,2.088,Medium,0
bogutan01,Andrew Bogut,2560,"Mar 06, 2019",2019,GSW,0.487,standard,1,UFA,0.35,0.35,0,0,0,free_agency,GSW,1,0,,0,2019,109.14,0.487,0.004462,-5.412123,2019,1,0,0,,,10,2.54248,4.749,Large,1,10,2.54248,4.749,Large,1
bolbo01,Bol Bol,31603,"Jul 07, 2022",2022,ORL,4.4,standard,1,UFA,0.25,0.26,0,0,0,free_agency,ORL,1,0,,0,2022,123.655,2.2,0.017791,-4.029038,2023,1,0,1,,2.2,15,1.90242,2.673,Medium,0,15,1.90242,2.673,Medium,0
bolbo01,Bol Bol,31603,"Jul 18, 2023",2023,PHX,2.17,standard,1,RFA,0.25,0.25,0,0,0,free_agency,ORL,0,0,,0,2023,136.021,2.17,0.015953,-4.138082,2023,1,0,0,,2.019706,12,2.1982,5.059,Large,0,15,1.90242,2.673,Medium,0
bolbo01,Bol Bol,31603,"Jul 07, 2024",2024,PHX,2.43,standard,1,RFA,0.25,0.25,0,0,0,free_agency,PHX,1,0,,0,2024,140.588,2.43,0.017285,-4.057942,2024,1,0,0,,2.087519,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
boldejo01,Jonah Bolden,23631,"Jul 25, 2018",2018,PHI,7.0,standard,1,RFA,0.25,0.28,0,0,0,free_agency,PHI,1,0,,0,2018,101.869,1.75,0.017179,-4.064072,2021,1,0,1,,1.69,5,3.14592,6.228,Large,1,5,3.14592,6.228,Large,1
bonaad01,Adem Bona,91790,"Jul 21, 2024",2024,PHI,7.9,standard,1,,0.25,0.28,0,0,0,free_agency,PHI,1,0,,0,2024,140.588,1.975,0.014048,-4.265265,2027,0,2,1,,1.157153,5,3.14592,6.228,Large,1,5,3.14592,6.228,Large,1
bongais01,Isaac Bonga,27005,"Jul 06, 2018",2018,LAL,4.08,standard,1,,0.25,0.27,0,0,0,free_agency,LAL,1,0,,0,2018,101.869,1.36,0.01335,-4.316203,2020,1,0,1,,1.0,2,5.83579,12.901,Large,1,2,5.83579,12.901,Large,1
bookede01,Devin Booker,17841,"Jul 13, 2015",2015,PHX,4.35,standard,1,,0.25,0.26,0,0,0,free_agency,PHX,1,0,,2,2015,70.0,2.175,0.031071,-3.471467,2016,1,0,1,,2.12784,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bookede01,Devin Booker,17841,"Jul 08, 2018",2018,PHX,158.25,maximum,1,,0.25,0.29,0,1,0,extension,PHX,1,0,,0,2019,109.14,31.65,0.289995,-1.237893,2023,1,0,1,,3.314365,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bookede01,Devin Booker,17841,"Jul 06, 2022",2022,PHX,220.44,extension,1,,0.35,0.392,1,0,1,extension,PHX,1,0,,0,2023,136.021,55.11,0.405158,-0.903478,2026,0,1,1,,33.8334,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bookede01,Devin Booker,17841,"Jul 10, 2025",2025,PHX,132.43,maximum,1,,0.35,0.364,1,1,0,extension,PHX,1,1,,0,2026,170.1117,66.215,0.389244,-0.943548,2027,0,2,1,,53.142264,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
booketr01,Trevor Booker,6905,"Jul 13, 2010",2010,WAS,2.54,standard,1,,0.25,0.26,0,0,0,free_agency,WAS,1,0,,2,2010,,1.27,,,2011,1,0,1,,,8,2.63064,6.385,Large,1,8,2.63064,6.385,Large,1
booketr01,Trevor Booker,6905,"Jul 21, 2014",2014,UTH,9.78,standard,1,UFA,0.25,0.26,0,0,0,free_agency,UTH,1,0,,0,2014,63.065,4.89,0.077539,-2.556974,2015,1,0,1,,,28,1.16352,1.266,Small,0,28,1.16352,1.266,Small,0
booketr01,Trevor Booker,6905,"Jul 08, 2016",2016,BKN,18.5,standard,1,UFA,0.25,0.26,0,0,0,free_agency,UTA,0,0,,0,2016,94.143,9.25,0.098255,-2.320191,2017,1,0,1,,9.25,1,7.49451,19.113,Large,1,28,1.16352,1.266,Small,0
booketr01,Trevor Booker,6905,"Mar 03, 2018",2018,IND,0.446,standard,1,UFA,0.3,0.3,0,0,0,free_agency,IND,1,0,,0,2018,101.869,0.446,0.004378,-5.431124,2018,1,0,0,,,25,1.23221,2.126,Small,0,25,1.23221,2.126,Small,0
boshch01,Chris Bosh,2732,"Jul 07, 2003",2003,TOR,9.3,standard,1,,0.25,0.27,0,0,0,free_agency,TOR,1,0,,2,2003,,3.1,,,2005,1,0,1,,,,,6.202,Large,1,,,6.202,Large,1
boshch01,Chris Bosh,2732,"Jul 14, 2006",2006,TOR,42.6,rookie-scale,1,,0.25,0.27,0,0,0,extension,TOR,1,0,,1,2007,,14.2,,,2009,1,0,1,,,,,6.202,Large,1,,,6.202,Large,1
boshch01,Chris Bosh,2732,"Jul 09, 2010",2010,TOR,110.0,standard,1,UFA,0.3,0.36,0,0,0,free_agency,TOR,1,0,,1,2010,,18.333,,,2015,1,0,1,,,,,6.202,Large,1,,,6.202,Large,1
bouchch01,Chris Boucher,23671,"Feb 10, 2019",2019,TOR,2.05,two-way,1,,0.25,0.26,0,0,0,two_way,TOR,1,0,,0,2019,109.14,1.025,0.009392,-4.667939,2020,1,0,0,,1.488967,,,6.202,Large,1,,,6.202,Large,1
bouchch01,Chris Boucher,23671,"Nov 25, 2020",2020,TOR,13.5,standard,1,RFA,0.25,0.26,0,0,0,free_agency,TOR,1,0,,0,2020,109.14,6.75,0.061847,-2.783089,2021,1,0,1,,6.5,,,6.202,Large,1,,,6.202,Large,1
bouchch01,Chris Boucher,23671,"Jul 07, 2022",2022,TOR,35.25,standard,1,RFA,0.25,0.27,0,0,0,free_agency,TOR,1,0,,0,2022,123.655,11.75,0.095022,-2.353642,2024,1,0,1,,12.69,,,6.202,Large,1,,,6.202,Large,1
bouchch01,Chris Boucher,23671,"Aug 10, 2025",2025,BOS,3.29,standard,1,UFA,0.3,0.3,0,0,0,free_agency,TOR,0,0,,0,2025,154.647,3.29,0.021274,-3.850258,2025,1,0,0,,2.296274,9,2.58446,4.899,Large,1,,,6.202,Large,1
bouknja01,James Bouknight,74118,"Aug 03, 2021",2021,CHA,19.15,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,CHA,1,0,,2,2021,112.414,4.787,0.042588,-3.15618,2024,1,0,0,,4.1544,21,1.38202,2.66,Small,0,21,1.38202,2.66,Small,0
bouyeja01,Jamaree Bouyea,78578,"Mar 02, 2026",2026,PHX,3.16,two-way,1,RFA,0.25,0.26,0,0,0,rest_of_season,PHX,1,0,,1,2026,170.1117,1.58,0.009288,-4.67903,2027,0,2,0,,,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bradlav01,Avery Bradley,6901,"Jul 02, 2010",2010,BOS,2.9,standard,1,,0.25,0.26,0,0,0,free_agency,BOS,1,0,,4,2010,,1.45,,,2011,1,0,1,,,9,2.58446,4.899,Large,1,9,2.58446,4.899,Large,1
bradlav01,Avery Bradley,6901,"Jul 15, 2014",2014,BOS,32.0,standard,1,RFA,0.25,0.28,0,0,0,free_agency,BOS,1,0,,2,2014,63.065,8.0,0.126853,-2.064724,2017,1,0,1,,,9,2.58446,4.899,Large,1,9,2.58446,4.899,Large,1
bradlav01,Avery Bradley,6901,"Jul 09, 2018",2018,LAC,24.96,standard,1,UFA,0.3,0.312,0,0,0,free_agency,LAC,1,0,,2,2018,101.869,12.48,0.12251,-2.09956,2019,1,0,1,,12.0,2,5.83579,12.901,Large,1,2,5.83579,12.901,Large,1
bradlav01,Avery Bradley,6901,"Jul 08, 2019",2019,LAL,9.77,standard,1,UFA,0.3,0.312,0,0,0,free_agency,MEM,0,1,,2,2019,109.14,4.885,0.044759,-3.106462,2020,1,0,1,,2.0,2,5.83579,12.901,Large,1,51,0.6663,1.358,Small,0
bradlav01,Avery Bradley,6901,"Nov 23, 2020",2020,MIA,5.63,standard,1,UFA,0.35,0.35,0,0,0,free_agency,MEM,0,0,,1,2020,109.14,5.63,0.051585,-2.964522,2020,1,0,0,,5.635,18,1.75692,6.266,Medium,0,51,0.6663,1.358,Small,0
bradlto01,Tony Bradley,23623,"Jul 05, 2017",2017,UTH,8.6,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,UTA,0,0,,4,2017,99.093,2.15,0.021697,-3.830591,2020,1,0,0,,1.41492,28,1.16352,1.266,Small,0,28,1.16352,1.266,Small,0
bradlto01,Tony Bradley,23623,"Aug 11, 2021",2021,CHI,3.83,standard,1,UFA,0.25,0.26,0,0,0,free_agency,OKC,0,1,,2,2021,112.414,1.915,0.017035,-4.072471,2022,1,0,1,,1.789256,3,3.65475,9.441,Large,1,47,0.7627,1.435,Small,0
bradlto01,Tony Bradley,23623,"Mar 23, 2025",2025,IND,3.27,standard,1,UFA,0.3,0.312,0,0,0,rest_of_season,IND,1,0,,1,2025,154.647,1.635,0.010572,-4.549502,2026,0,1,0,,0.092379,25,1.23221,2.126,Small,0,25,1.23221,2.126,Small,0
branhma01,Malaki Branham,78120,"Jul 08, 2022",2022,SAS,14.18,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,SAS,1,0,,2,2022,123.655,3.545,0.028668,-3.551957,2025,1,0,0,,2.9256,31,1.0964,2.602,Small,0,31,1.0964,2.602,Small,0
braunch01,Christian Braun,78148,"Jul 03, 2022",2022,DEN,13.77,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,DEN,1,0,,2,2022,123.655,3.442,0.02784,-3.581297,2025,1,0,0,,2.8086,17,1.80627,3.038,Medium,0,17,1.80627,3.038,Medium,0
braunch01,Christian Braun,78148,"Oct 20, 2025",2025,DEN,125.0,rookie-scale,1,,0.25,0.29,0,0,0,extension,DEN,1,0,,0,2026,170.1117,25.0,0.146962,-1.917579,2030,0,5,1,,4.921797,17,1.80627,3.038,Medium,0,17,1.80627,3.038,Medium,0
brazdig01,Ignas Brazdeikis,31606,"Jul 06, 2019",2019,NYK,2.41,standard,1,,0.25,0.26,0,0,0,free_agency,NYK,1,0,,0,2019,109.14,1.205,0.011041,-4.506152,2020,1,0,1,,0.89831,1,7.49451,19.113,Large,1,1,7.49451,19.113,Large,1
breweco01,Corey Brewer,2573,"Jul 05, 2007",2007,MIN,5.26,standard,1,,0.25,0.26,0,0,0,free_agency,MIN,1,0,,2,2007,,2.63,,,2008,1,0,1,,,16,1.88668,3.703,Medium,0,16,1.88668,3.703,Medium,0
breweco01,Corey Brewer,2573,"Mar 04, 2011",2011,DAL,9.177,standard,1,RFA,0.25,0.27,0,0,0,free_agency,DAL,1,0,,0,2011,,3.059,,,2013,1,0,1,,,4,3.26449,7.943,Large,1,4,3.26449,7.943,Large,1
breweco01,Corey Brewer,2573,"Jul 12, 2013",2013,MIN,14.1,standard,1,UFA,0.25,0.27,0,0,0,free_agency,MIN,1,0,,0,2013,,4.7,,,2015,1,0,1,,,16,1.88668,3.703,Medium,0,16,1.88668,3.703,Medium,0
breweco01,Corey Brewer,2573,"Jul 09, 2015",2015,HOU,23.4,standard,1,UFA,0.3,0.324,0,0,0,free_agency,HOU,1,0,,0,2015,70.0,7.8,0.111429,-2.194372,2017,1,0,1,,8.2,6,2.79742,7.206,Large,1,6,2.79742,7.206,Large,1
breweco01,Corey Brewer,2573,"Mar 02, 2018",2018,OKC,0.539,standard,1,UFA,0.35,0.35,0,0,0,free_agency,OKC,1,0,,0,2018,101.869,0.539,0.005291,-5.241727,2018,1,0,0,,0.270496,47,0.7627,1.435,Small,0,47,0.7627,1.435,Small,0
bridgmi01,Mikal Bridges,26976,"Jul 03, 2018",2018,PHX,17.63,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,PHX,1,0,,2,2018,101.869,4.407,0.043266,-3.14038,2021,1,0,0,,3.55296,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bridgmi01,Mikal Bridges,26976,"Oct 17, 2021",2021,PHX,90.9,rookie-scale,1,,0.25,0.28,0,0,0,extension,PHX,1,0,,0,2022,123.655,22.725,0.183777,-1.69403,2025,1,0,1,,5.557725,12,2.1982,5.059,Large,0,12,2.1982,5.059,Large,0
bridgmi01,Mikal Bridges,26976,"Aug 01, 2025",2025,NYK,150.0,extension,1,,0.3,0.336,0,0,0,extension,NYK,1,1,,0,2026,170.1117,37.5,0.220443,-1.512114,2029,0,4,1,,24.9,1,7.49451,19.113,Large,1,1,7.49451,19.113,Large,1
bridgmi02,Miles Bridges,26978,"Jul 02, 2018",2018,CHA,16.32,rookie-scale,1,,0.25,0.28,0,0,0,rookie_scale,CHA,1,0,,2,2018,101.869,4.08,0.040051,-3.217591,2021,1,0,0,,3.20664,21,1.38202,2.66,Small,0,21,1.38202,2.66,Small,0
bridgmi02,Miles Bridges,26978,"Jul 02, 2023",2023,CHA,7.92,standard,1,UFA,0.25,0.25,0,0,0,rfa_match,CHA,1,0,,0,2023,136.021,7.92,0.058226,-2.843418,2023,1,0,0,,7.9213,21,1.38202,2.66,Small,0,21,1.38202,2.66,Small,0
bridgmi02,Miles Bridges,26978,"Jul 14, 2024",2024,CHA,75.0,standard,1,UFA,0.25,0.27,0,0,0,free_agency,CHA,1,0,,0,2024,140.588,25.0,0.177825,-1.726958,2026,0,1,1,,27.173913,21,1.38202,2.66,Small,0,21,1.38202,2.66,Small,0
briscis01,Isaiah Briscoe,24479,"Jul 06, 2018",2018,ORL,5.99,standard,1,,0.25,0.28,0,0,0,free_agency,ORL,1,0,,0,2018,101.869,1.498,0.0147,-4.219891,2021,1,0,1,,0.838464,15,1.90242,2.673,Medium,0,15,1.90242,2.673,Medium,0
brissos01,Oshae Brissett,32418,"Apr 21, 2021",2021,IND,4.31,standard,1,RFA,0.25,0.27,0,0,0,rest_of_season,TOR,0,0,,2,2021,112.414,1.437,0.01278,-4.359863,2023,1,0,0,,1.701593,25,1.23221,2.126,Small,0,,,6.202,Large,1
brissos01,Oshae Brissett,32418,"Jul 06, 2023",2023,BOS,4.63,standard,1,RFA,0.25,0.26,0,0,0,free_agency,IND,0,1,,1,2023,136.021,2.315,0.017019,-4.0734,2024,1,0,1,,2.165,9,2.58446,4.899,Large,1,25,1.23221,2.126,Small,0
broekry01,Ryan Broekhoff,27626,"Aug 06, 2018",2018,DAL,2.26,standard,1,,0.25,0.26,0,0,0,free_agency,DAL,1,0,,0,2018,101.869,1.13,0.011093,-4.50147,2019,1,0,1,,0.838464,4,3.26449,7.943,Large,1,4,3.26449,7.943,Large,1
brogdma01,Malcolm Brogdon,20242,"Jul 06, 2019",2019,MIL,85.0,standard,1,RFA,0.25,0.28,0,0,0,sign_and_trade,MIL,1,0,,0,2019,109.14,21.25,0.194704,-1.636275,2022,1,0,1,,20.0,38,0.9449,1.586,Small,0,38,0.9449,1.586,Small,0
brogdma01,Malcolm Brogdon,20242,"Oct 18, 2021",2021,IND,45.0,extension,1,,0.25,0.26,0,0,0,extension,IND,1,0,,0,2022,123.655,22.5,0.181958,-1.70398,2023,1,0,1,,21.7,25,1.23221,2.126,Small,0,25,1.23221,2.126,Small,0
brookaa01,Aaron Brooks,2390,"Jul 07, 2007",2007,HOU,2.01,standard,1,,0.25,0.26,0,0,0,free_agency,HOU,1,0,,2,2007,,1.005,,,2008,1,0,1,,,6,2.79742,7.206,Large,1,6,2.79742,7.206,Large,1
brookaa01,Aaron Brooks,2390,"Jul 16, 2012",2012,SAC,6.6,standard,1,UFA,0.25,0.26,0,0,0,free_agency,SAC,1,0,,0,2012,,3.3,,,2013,1,0,1,,,20,1.49792,2.453,Small,0,20,1.49792,2.453,Small,0
brookaa01,Aaron Brooks,2390,"Mar 05, 2013",2013,HOU,5.0,standard,1,UFA,0.25,0.26,0,0,0,free_agency,HOU,1,0,,0,2013,,2.5,,,2014,1,0,1,,,6,2.79742,7.206,Large,1,6,2.79742,7.206,Large,1
brookaa01,Aaron Brooks,2390,"Jul 19, 2013",2013,HOU,0.947907,standard,1,UFA,0.25,0.25,0,0,0,free_agency,HOU,1,0,,0,2013,,0.948,,,2013,1,0,0,,,6,2.79742,7.206,Large,1,6,2.79742,7.206,Large,1
brookaa01,Aaron Brooks,2390,"Jul 22, 2014",2014,CHI,1.46,standard,1,UFA,0.3,0.3,0,0,0,free_agency,CHI,1,0,,0,2014,63.065,1.46,0.023151,-3.76573,2014,1,0,0,,,3,3.65475,9.441,Large,1,3,3.65475,9.441,Large,1
brookaa01,Aaron Brooks,2390,"Jul 14, 2015",2015,CHI,2.25,standard,1,UFA,0.3,0.3,0,0,0,free_agency,CHI,1,0,,0,2015,70.0,2.25,0.032143,-3.437565,2015,1,0,0,,2.0,3,3.65475,9.441,Large,1,3,3.65475,9.441,Large,1
brookar01,Armoni Brooks,32812,"Oct 14, 2021",2021,HOU,7.2,standard,1,RFA,0.25,0.28,0,0,0,free_agency,HOU,1,0,,0,2021,112.414,1.8,0.016012,-4.134402,2024,1,0,1,,0.421156,6,2.79742,7.206,Large,1,6,2.79742,7.206,Large,1
brookdi01,Dillon Brooks,23646,"Feb 05, 2020",2020,MEM,35.0,extension,1,,0.25,0.27,0,0,0,extension,MEM,1,0,,0,2021,112.414,11.667,0.103783,-2.265453,2023,1,0,1,,11.4,51,0.6663,1.358,Small,0,51,0.6663,1.358,Small,0
brookdi01,Dillon Brooks,23646,"Jul 08, 2023",2023,MEM,86.0,standard,1,UFA,0.25,0.28,0,0,0,sign_and_trade,MEM,1,0,,0,2023,136.021,21.5,0.158064,-1.844756,2026,0,1,1,,22.627671,51,0.6663,1.358,Small,0,51,0.6663,1.358,Small,0
brownan02,Anthony Brown,17862,"Jul 09, 2015",2015,LAL,2.59,standard,1,,0.25,0.27,0,0,0,free_agency,LAL,1,0,,0,2015,70.0,0.863,0.012333,-4.39545,2017,1,0,1,,0.7,2,5.83579,12.901,Large,1,2,5.83579,12.901,Large,1
brownan02,Anthony Brown,17862,"Nov 21, 2016",2016,NOP,1.75,standard,1,RFA,0.25,0.26,0,0,0,free_agency,LAL,0,0,,0,2016,94.143,0.875,0.009294,-4.678346,2017,1,0,1,,0.051449,50,0.67279,1.29,Small,0,2,5.83579,12.901,Large,1
brownbr01,Bruce Brown,27008,"Jul 06, 2018",2018,DET,3.95,standard,1,,0.25,0.27,0,0,0,free_agency,DET,1,0,,2,2018,101.869,1.317,0.012925,-4.348584,2020,1,0,1,,0.838464,14,1.94075,4.365,Medium,0,14,1.94075,4.365,Medium,0
brownbr01,Bruce Brown,27008,"Aug 08, 2021",2021,BKN,4.74,standard,1,RFA,0.25,0.25,0,0,0,rfa_match,BKN,1,0,,2,2021,112.414,4.74,0.042166,-3.166151,2021,1,0,0,,4.736102,1,7.49451,19.113,Large,1,1,7.49451,19.113,Large,1
brownbr01,Bruce Brown,27008,"Jul 07, 2022",2022,DEN,13.28,standard,1,RFA,0.25,0.26,0,0,0,free_agency,BKN,0,1,,2,2022,123.655,6.64,0.053698,-2.924383,2023,1,0,1,,6.479,17,1.80627,3.038,Medium,0,1,7.49451,19.113,Large,1
brownbr01,Bruce Brown,27008,"Jul 06, 2023",2023,IND,45.0,standard,1,UFA,0.25,0.26,0,0,0,free_agency,DEN,0,0,,1,2023,136.021,22.5,0.165416,-1.799294,2024,1,0,1,,22.0,25,1.23221,2.126,Small,0,17,1.80627,3.038,Medium,0
brownbr01,Bruce Brown,27008,"Jul 09, 2025",2025,DEN,3.08,standard,1,UFA,0.3,0.3,0,0,0,free_agency,NOP,0,0,,0,2025,154.647,3.08,0.019916,-3.916216,2025,1,0,0,,2.296274,17,1.80627,3.038,Medium,0,50,0.67279,1.29,Small,0
