player_id,player_name,spotrac_id,deal_date,deal_year,team,years,total_value_m,deal_type,verified,raw
craigto01,Torrey Craig,24230,"Nov 22, 2020",2020,MIL,1,1.68,standard,1,Signed a 1 year $1.68 million contract with Milwaukee (MIL)
craigto01,Torrey Craig,24230,"Jul 09, 2018",2018,DEN,2,4.0,standard,1,Signed a 2 year $4 million contract with Denver (DEN)
crawfja01,Jamal Crawford,2618,"Oct 17, 2018",2018,PHX,1,2.3,standard,1,Signed a 1 year $2.3 million contract with Phoenix (PHX)
crawfja01,Jamal Crawford,2618,"Jul 19, 2017",2017,MIN,2,8.9,standard,1,Signed a 2 year $8.9 million contract with Minnesota (MIN)
crawfja01,Jamal Crawford,2618,"Jul 08, 2016",2016,LAC,3,42.0,standard,1,Signed a 3 year $42 million contract with Los Angeles (LAC)
crawfja01,Jamal Crawford,2618,"Jul 11, 2012",2012,LAC,4,21.35,standard,1,Signed a 4 year $21.35 million contract with Los Angeles (LAC)
crawfja01,Jamal Crawford,2618,"Dec 15, 2011",2011,POR,2,10.225,standard,1,Signed a 2 year $10.225 million contract with Portland (POR)
crawfja01,Jamal Crawford,2618,"Aug 05, 2004",2004,CHI,7,55.44,standard,1,Signed a 7 year $55.44 million contract with Chicago (CHI)
crawfja01,Jamal Crawford,2618,"Sep 25, 2000",2000,CHI,3,5.6,standard,1,Signed a 3 year $5.6 million contract with Chicago (CHI)
crowdja01,Jae Crowder,10859,"Nov 27, 2024",2024,SAC,1,2.262,standard,1,Signed a 1 year $2.262 million Rest-of-Season contract with Sacramento (SAC)
crowdja01,Jae Crowder,10859,"Jul 08, 2023",2023,MIL,1,3.2,standard,1,Signed a 1 year $3.2 million contract with Milwaukee (MIL)
crowdja01,Jae Crowder,10859,"Nov 28, 2020",2020,PHX,3,29.16,standard,1,Signed a 3 year $29.16 million contract with Phoenix (PHX)
crowdja01,Jae Crowder,10859,"Jul 27, 2015",2015,BOS,5,35.0,standard,1,Signed 5 year $35 million contract with Boston (BOS)
crowdja01,Jae Crowder,10859,"Jul 20, 2012",2012,DAL,2,1.39,standard,1,Signed a 2 year $1.39 million entry-level contract with Dallas (DAL)
culveja01,Jarrett Culver,31563,"Jul 08, 2019",2019,MIN,4,26.42,rookie-scale,1,Signed a 4 year $26.42 million rookie scale contract with Minnesota (MIN)
cunnica01,Cade Cunningham,74108,"Jul 10, 2024",2024,DET,5,269.09,rookie-scale,1,Signed a 5 year $269.09 million Rookie Scale contract extension with Detroit (DET). The deal includes Designated Rookie language with would make the contract worth 30% of cap.
cunnica01,Cade Cunningham,74108,"Aug 08, 2021",2021,DET,4,44.6,rookie-scale,1,Signed a 4 year $44.60 million rookie scale contract with Detroit (DET)
cunnida01,Dante Cunningham,6321,"Jul 20, 2018",2018,SAS,1,2.49,standard,1,Signed a 1 year $2.49 million contract with San Antonio (SAS)
cunnida01,Dante Cunningham,6321,"Sep 25, 2017",2017,NOP,1,2.3,standard,1,Signed a 1 year $2.3 million contract with New Orleans (NOP)
cunnida01,Dante Cunningham,6321,"Jul 09, 2015",2015,NOP,3,9.0,standard,1,Signed a 3 year $9 million contract with New Orleans (NOP)
cunnida01,Dante Cunningham,6321,"Dec 23, 2011",2011,MEM,2,4.09,standard,1,Signed a 2 year $4.09 million contract with Memphis (MEM)
cunnida01,Dante Cunningham,6321,"Aug 21, 2009",2009,POR,2,1.21,standard,1,Signed a 2 year $1.21 million contract with Portland (POR)
curryse01,Seth Curry,13512,"Jul 15, 2024",2024,CHA,1,3.3,standard,1,Signed a 1 year $3.3 million contract with Charlotte (CHA)
curryse01,Seth Curry,13512,"Jul 14, 2023",2023,DAL,2,8.0,standard,1,Signed a 2 year $8 million contract with Dallas (DAL) - includes 2024-25 non-guaranteed
curryse01,Seth Curry,13512,"Jul 10, 2019",2019,DAL,4,32.0,standard,1,Signed a 4 year $32 million contract with Dallas (DAL)
curryse01,Seth Curry,13512,"Jul 06, 2018",2018,POR,1,2.8,standard,1,Signed a 1 year $2.8 million contract with Portland (POR)
curryse01,Seth Curry,13512,"Jul 15, 2016",2016,DAL,2,5.9,standard,1,Signed a 2 year $5.9 million contract with Dallas (DAL)
curryse01,Seth Curry,13512,"Jul 22, 2015",2015,SAC,2,1.96,standard,1,Signed a 2 year $1.96 million contract with Sacramento (SAC)
curryse01,Seth Curry,13512,"Sep 29, 2014",2014,ORL,1,0.816,standard,1,Signed a 1 year $816k contract with Orlando (ORL)
curryse01,Seth Curry,13512,"Dec 24, 2013",2013,MEM,1,0.328709,standard,1,"Signed a 1 year $328,709 contract with Memphis (MEM)"
curryst01,Stephen Curry,6287,"Aug 29, 2024",2024,GSW,1,62.59,extension,1,Signed a 1 year $62.59 million veteran contract extension with Golden State (GSW)
curryst01,Stephen Curry,6287,"Aug 06, 2021",2021,GSW,4,215.35,maximum,1,Signed a 4 year $215.35 million maximum contract extension with Golden State (GSW)
curryst01,Stephen Curry,6287,"Jul 06, 2017",2017,GSW,5,201.2,standard,1,Signed a 5 year $201.2 million contract with Golden State (GSW) - Designated Veteran Player
curryst01,Stephen Curry,6287,"Oct 31, 2012",2012,GSW,4,44.0,extension,1,Signed a 4 year $44 million rookie contract extension with Golden State (GSW)
curryst01,Stephen Curry,6287,"Jul 08, 2009",2009,GSW,4,12.7,standard,1,Signed a 4 year $12.7 million contract with Golden State (GSW)
daniedy01,Dyson Daniels,78114,"Oct 20, 2025",2025,ATL,4,100.0,rookie-scale,1,Signed a 4 year $100 million Rookie Scale contract extension with Atlanta (ATL)
daniedy01,Dyson Daniels,78114,"Jul 08, 2022",2022,NOP,4,25.06,rookie-scale,1,Signed a 4 year $25.06 million Rookie Scale contract with New Orleans (NOP)
danietr01,Troy Daniels,13383,"Jul 07, 2019",2019,LAL,1,2.03,standard,1,Signed a 1 year $2.03 million contract with Los Angeles (LAL)
danietr01,Troy Daniels,13383,"Jul 09, 2016",2016,CHA,3,10.0,standard,1,Signed a 3 year $10 million contract with Charlotte (CHA) as part of a Sign-and-Trade with Memphis (MEM)
danietr01,Troy Daniels,13383,"Jul 14, 2014",2014,HOU,2,1.76,standard,1,Signed a 2 year $1.76 million contract with Houston (HOU)
danietr01,Troy Daniels,13383,"Feb 21, 2014",2014,HOU,2,1.59,standard,1,Signed a 2 year $1.59 million contract with Houston (HOU)
danietr01,Troy Daniels,13383,"Oct 17, 2013",2013,HOU,1,0.49018,standard,1,"Signed a 1 year $490,180 contract with Houston (HOU)"
danietr01,Troy Daniels,13383,"Sep 23, 2013",2013,CHA,1,0.49018,standard,1,"Signed a 1 year $490,180 contract with Charlotte (CHA)"
dasiltr01,Tristan Da Silva,91759,"Jul 06, 2024",2024,ORL,4,17.57,rookie-scale,1,Signed a 4 year $17.57 million rookie scale contract with Orlando (ORL)
davisan02,Anthony Davis,10809,"Aug 06, 2023",2023,LAL,3,175.37,maximum,1,Signed a 3 year $175.37 million maximum contract extension with Los Angeles (LAL)
davisan02,Anthony Davis,10809,"Dec 03, 2020",2020,LAL,5,189.9,standard,1,Signed a 5 year $189.9 million contract with Los Angeles (LAL) - includes 2024 Early Termination Option
davisan02,Anthony Davis,10809,"Jul 09, 2015",2015,NOP,5,127.2,maximum,1,Signed a 5 year $127.2 million maximum rookie extension with New Orleans (NOP)
davisan02,Anthony Davis,10809,"Jul 24, 2012",2012,NOH,4,23.2,standard,1,Signed a 4 year $23.2 million contract with New Orleans (NOH)
davisde01,Deyonta Davis,20237,"Jul 10, 2016",2016,MEM,3,4.0,standard,1,Signed a 3 year $4 million contract with Memphis (MEM)
davised01,Ed Davis,6895,"Jul 20, 2019",2019,UTH,2,9.77,standard,1,Signed a 2 year $9.77 million contract with Utah (UTH)
davised01,Ed Davis,6895,"Jul 23, 2018",2018,BKN,1,4.4,standard,1,Signed a 1 year $4.4 million contract with Brooklyn (BKN)
davised01,Ed Davis,6895,"Jul 09, 2015",2015,POR,3,20.0,standard,1,Signed a 3 year $20 million contract with Portland (POR)
davised01,Ed Davis,6895,"Jul 23, 2014",2014,LAL,2,2.08,standard,1,Signed a 2 year $2.08 million contract with Los Angeles (LAL) - includes Player Option
davised01,Ed Davis,6895,"Jul 06, 2010",2010,TOR,2,3.98,standard,1,Signed a 2 year $3.98 million contract with Toronto (TOR)
davisjo06,Johnny Davis,78117,"Jul 01, 2022",2022,WAS,4,21.9,rookie-scale,1,Signed a 4 year $21.90 million Rookie Scale contract with Washington (WAS)
daviste02,Terence Davis,32059,"Aug 06, 2021",2021,SAC,2,8.0,standard,1,Signed a 2 year $8 million contract with Sacramento (SAC)
daviste02,Terence Davis,32059,"Jul 11, 2019",2019,TOR,2,2.41,standard,1,Signed a 2 year $2.41 million contract with Toronto (TOR) - 2020 non-guaranteed
dedmode01,Dewayne Dedmon,13536,"Jul 06, 2022",2022,MIA,2,9.02,standard,1,Signed a 2 year $9.02 million contract with Miami (MIA)
dedmode01,Dewayne Dedmon,13536,"Aug 06, 2021",2021,MIA,1,2.39,standard,1,Signed a 1 year $2.39 million contract with Miami (MIA)
dedmode01,Dewayne Dedmon,13536,"Jul 08, 2019",2019,SAC,3,40.0,standard,1,Signed a 3 year $40 million a contract with Sacramento (SAC) - 2021 non-guaranteed
dedmode01,Dewayne Dedmon,13536,"Jul 14, 2016",2016,SAS,2,5.9,standard,1,Signed a 2 year $5.9 million contract with San Antonio (SAS)
dedmode01,Dewayne Dedmon,13536,"Nov 18, 2013",2013,GSW,1,0.432512,standard,1,"Signed a 1 year $432,512 contract with Golden State (GSW)"
dedmode01,Dewayne Dedmon,13536,"Sep 09, 2013",2013,GSW,1,0.49018,standard,1,"Signed a 1 year $490,180 contract with Golden State (GSW)"
dekkesa01,Sam Dekker,17846,"Aug 09, 2021",2021,TOR,1,1.79,standard,1,Signed a 1 year $1.79 million contract with Toronto (TOR)
dekkesa01,Sam Dekker,17846,"Jul 20, 2015",2015,HOU,2,3.37,standard,1,Signed a 2 year $3.37 million contract with Houston (HOU)
delanma01,Malcolm Delaney,20666,"Jul 15, 2016",2016,ATL,2,5.0,standard,1,Signed a 2 year $5 million contract with Atlanta (ATL)
dellama01,Matthew Dellavedova,13478,"Jul 29, 2022",2022,SAC,1,2.63,standard,1,Signed a 1 year $2.63 million contract with Sacramento (SAC)
dellama01,Matthew Dellavedova,13478,"Nov 24, 2020",2020,CLE,1,2.17,standard,1,Signed a 1 year $2.17 million contract with Cleveland (CLE)
dellama01,Matthew Dellavedova,13478,"Jul 01, 2016",2016,CLE,4,38.4,standard,1,Signed a 4 year $38.4 million contract with Cleveland (CLE) as part of a Sign-and-Trade with Milwaukee (MIL)
dellama01,Matthew Dellavedova,13478,"Jul 27, 2015",2015,CLE,1,1.14,standard,1,Signed a 1 year $1.14 million Qualifying Offer with Cleveland (CLE)
dellama01,Matthew Dellavedova,13478,"Aug 07, 2013",2013,CLE,2,1.3,standard,1,Signed a 2 year $1.3 million contract with Cleveland (CLE)
demineg01,Egor Dёmin,98610,"Jul 03, 2025",2025,BKN,4,6.89,rookie-scale,1,Signed a 4 year $6.89 million Rookie Scale contract with Brooklyn (BKN)
denglu01,Luol Deng,2240,"Sep 10, 2018",2018,MIN,1,2.4,standard,1,Signed a 1 year $2.4 million contract with Minnesota (MIN)
denglu01,Luol Deng,2240,"Jul 07, 2016",2016,LAL,4,72.0,standard,1,Signed a 4 year $72 million contract with Los Angeles (LAL)
denglu01,Luol Deng,2240,"Jul 15, 2014",2014,MIA,2,19.87,standard,1,Signed a 2 year $19.87 million contract with Miami (MIA) - includes Player Option
denglu01,Luol Deng,2240,"Jul 01, 2008",2008,CHI,6,71.0,standard,1,Signed a 6 year $71 million contract with Chicago (CHI)
denglu01,Luol Deng,2240,"Jul 16, 2004",2004,CHI,3,7.33,standard,1,Signed a 3 year $7.33 million contract with Chicago (CHI)
derozde01,DeMar DeRozan,6327,"Jul 08, 2024",2024,CHI,3,73.71,standard,1,Signed a 3 year $73.71 million contract with Chicago (CHI) as part of a Sign-and-Trade with Sacramento (SAC)
derozde01,DeMar DeRozan,6327,"Aug 11, 2021",2021,SAS,3,85.0,standard,1,Signed a 3 year $85 million contract with San Antonio (SAS) as part of a Sign-and-Trade with Chicago (CHI)
derozde01,DeMar DeRozan,6327,"Jul 14, 2016",2016,TOR,5,139.0,standard,1,Signed a 5 year $139M contract with Toronto (TOR)
derozde01,DeMar DeRozan,6327,"Oct 31, 2012",2012,TOR,4,40.0,rookie-scale,1,Signed a 4 year $40 million rookie scale extension with Toronto (TOR)
derozde01,DeMar DeRozan,6327,"Jul 09, 2009",2009,TOR,2,4.73,standard,1,Signed a 2 year $4.73 million contract with Toronto (TOR)
diabamo01,Moussa Diabaté,78154,,2024,CHA,3,5.68996,standard,1,current contract
diakima01,Mamadi Diakite,70766,"Apr 21, 2021",2021,MIL,3,3.46,standard,1,Signed a 3 year $3.46 million Rest-of-Season contract with Milwaukee (MIL)
diallch01,Cheick Diallo,20239,"Jul 17, 2019",2019,PHX,1,1.68,standard,1,Signed a 1 year $1.68 million contract with Phoenix (PHX) - includes 2020 Club Option
diallch01,Cheick Diallo,20239,"Jul 22, 2016",2016,NOP,3,2.5,standard,1,Signed a 3 year $2.5 million contract with New Orleans (NOP)
diallha01,Hamidou Diallo,27011,"Aug 20, 2021",2021,DET,2,10.4,standard,1,Signed a 2 year $10.4 million contract with Detroit (DET) - includes 2022-23 Club Option
diallha01,Hamidou Diallo,27011,"Jul 28, 2018",2018,OKC,2,2.28,standard,1,Signed a 2 year $2.28 million contract with Oklahoma City (OKC)
diawamo01,Mohamed Diawara,99263,"Jul 06, 2026",2026,NYK,4,11.28,standard,1,Signed a 4 year $11.28 million contract with New York (NYK) - includes 2029-30 Team Option
diawbo01,Boris Diaw,6089,"Jul 16, 2014",2014,SAS,4,28.0,standard,1,Signed a 4 year $28 million contract with San Antonio (SAS)
diawbo01,Boris Diaw,6089,"Oct 19, 2006",2006,PHX,5,45.0,rookie-scale,1,Signed a 5 year $45 million rookie scale extension with Phoenix (PHX)
diawbo01,Boris Diaw,6089,"Jul 10, 2003",2003,ATL,3,3.29,standard,1,Signed 3 year $3.29 million contract with Atlanta (ATL)
dickgr01,Gradey Dick,82204,"Jul 02, 2023",2023,TOR,4,21.42,standard,1,Signed a 4 year $21.42 million contract with Toronto (TOR)
dienggo01,Gorgui Dieng,13334,"Aug 09, 2022",2022,SAS,1,2.64,standard,1,Signed a 1 year $2.64 million contract with San Antonio (SAS)
dienggo01,Gorgui Dieng,13334,"Aug 09, 2021",2021,ATL,1,4.0,standard,1,Signed a 1 year $4 million contract with Atlanta (ATL)
dienggo01,Gorgui Dieng,13334,"Oct 31, 2016",2016,MIN,4,62.8,standard,1,Signed a 4 year $62.8 million contract with Minnesota (MIN)
dienggo01,Gorgui Dieng,13334,"Jul 13, 2013",2013,MIN,2,2.77,standard,1,Signed a 2 year $2.77 million contract with Minnesota (MIN)
diengou01,Ousmane Dieng,78118,"Jul 09, 2026",2026,MIL,3,17.5,standard,1,Signed a 3 year $17.5 million contract with Milwaukee (MIL) - includes 2028-29 Team Option
diengou01,Ousmane Dieng,78118,"Jul 05, 2022",2022,OKC,4,21.07,rookie-scale,1,Signed a 4 year $21.07 million Rookie Scale contract with Oklahoma City (OKC)
dilliro01,Rob Dillingham,91736,"Jul 08, 2024",2024,MIN,4,28.49,rookie-scale,1,Signed a 4 year $28.49 million rookie scale contract with Minnesota (MIN)
dinwisp01,Spencer Dinwiddie,15390,"Jul 13, 2025",2025,CHA,1,3.63,standard,1,Signed a 1 year $3.63 million contract with Charlotte (CHA)
dinwisp01,Spencer Dinwiddie,15390,"Aug 03, 2024",2024,DAL,1,3.3,standard,1,Signed a 1 year $3.3 million contract with Dallas (DAL)
dinwisp01,Spencer Dinwiddie,15390,"Aug 06, 2021",2021,BKN,3,54.0,standard,1,Signed a 3 year $54 million contract with Brooklyn (BKN) as part of a Sign-and-Trade with Washington (WAS)
dinwisp01,Spencer Dinwiddie,15390,"Dec 13, 2018",2018,BKN,3,34.4,extension,1,Signed a 3 year $34.4 million contract extension with Brooklyn (BKN) - includes 3rd-Year Player Option
dinwisp01,Spencer Dinwiddie,15390,"Dec 08, 2016",2016,BKN,3,2.9,standard,1,Signed a 3 year $2.9 million contract with Brooklyn (BKN)
dinwisp01,Spencer Dinwiddie,15390,"Jul 28, 2016",2016,CHI,2,2.03,standard,1,Signed a 2 year $2.03 million contract with Chicago (CHI)
dinwisp01,Spencer Dinwiddie,15390,"Jul 28, 2014",2014,DET,3,2.53,standard,1,Signed a 3 year $2.53 million contract with Detroit (DET)
divindo01,Donte DiVincenzo,26983,"Jul 08, 2023",2023,NYK,4,46.87,standard,1,Signed a 4 year $46.87 million contract with New York (NYK)
divindo01,Donte DiVincenzo,26983,"Jul 08, 2022",2022,GSW,2,9.23,standard,1,Signed a 2 year $9.23 million contract with Golden State (GSW) - includes 2023-24 Player Option
divindo01,Donte DiVincenzo,26983,"Jul 10, 2018",2018,MIL,4,13.11,rookie-scale,1,Signed a 4 year $13.11 million rookie scale contract with Milwaukee (MIL)
doncilu01,Luka Dončić,26969,"Aug 02, 2025",2025,LAL,3,160.34,extension,1,Signed a 3 year $160.34 million maxmum contract extension with Los Angeles (LAL) - include 2028-29 Player Option
doncilu01,Luka Dončić,26969,"Aug 10, 2021",2021,DAL,5,215.16,extension,1,Signed a 5 year $215.16 million Designated Rookie contract extension with Dallas (DAL) - includes 2026-27 Player Option
doncilu01,Luka Dončić,26969,"Jul 09, 2018",2018,DAL,4,32.46,rookie-scale,1,Signed a 4 year $32.46 million rookie scale contract with Dallas (DAL)
dorsety01,Tyler Dorsey,23642,"Jul 14, 2017",2017,ATL,2,2.19,standard,1,Signed a 2 year $2.19 million contract with Atlanta (ATL)
dortlu01,Luguentz Dort,33033,"Jul 06, 2022",2022,OKC,5,82.5,standard,1,Signed a 5 year $82.5 million contract with Oklahoma City (OKC) - includes 2026-27 Club Option
dortlu01,Luguentz Dort,33033,"Jun 24, 2020",2020,OKC,4,5.4,standard,1,Signed a 4 year $5.4 million Rest-of-Season contract with Oklahoma City (OKC)
dosunay01,Ayo Dosunmu,74145,"Jul 10, 2026",2026,MIN,5,112.0,standard,1,Signed a 5 year $112 million contract with Minnesota (MIN) - includes 2030-31 Player Option
dosunay01,Ayo Dosunmu,74145,"Jul 21, 2023",2023,CHI,3,21.0,standard,1,Signed a 3 year $21 million contract with Chicago (CHI)
dosunay01,Ayo Dosunmu,74145,"Aug 13, 2021",2021,CHI,2,2.49,standard,1,Signed a 2 year $2.49 million contract with Chicago (CHI)
dotsoda01,Damyean Dotson,23645,"Aug 07, 2017",2017,NYK,3,4.1,standard,1,Signed a 3 year $4.1 million contract with New York (NYK)
douglto01,Toney Douglas,6309,"Feb 23, 2017",2017,MEM,1,0.379,standard,1,Signed a 1 year $379k million contract with Memphis (MEM)
douglto01,Toney Douglas,6309,"Dec 05, 2016",2016,MEM,1,0.998,standard,1,Signed a 1 year $998k contract with Memphis (MEM)
douglto01,Toney Douglas,6309,"Oct 30, 2015",2015,NOP,2,2.48,standard,1,Signed a 2 year $2.48 million contract with New Orleans (NOP)
douglto01,Toney Douglas,6309,"Aug 11, 2015",2015,IND,1,1.19,standard,1,Signed a 1 year $1.19 million contract with Indiana (IND)
douglto01,Toney Douglas,6309,"Mar 24, 2015",2015,NOP,,1.33,standard,1,Signed a 2 yr $1.33 million contract with New Orleans (NOP) for the remainder of the 2014-2015 season
douglto01,Toney Douglas,6309,"Jul 18, 2013",2013,GSW,1,1.6,standard,1,Signed a 1 year $1.6 million contract with Golden State (GSW)
douglto01,Toney Douglas,6309,"Jul 02, 2009",2009,NYK,2,2.08,standard,1,Signed a 2 year $2.08 million contract with New York (NYK)
doumbse01,Sekou Doumbouya,31572,"Jul 04, 2019",2019,DET,4,15.89,rookie-scale,1,Signed a 4 year $15.89 million rookie scale contract with Detroit (DET)
dowtije01,Jeff Dowtin Jr.,70872,"Jul 22, 2023",2023,TOR,1,2.02,standard,1,Signed a 1 year $2.02 million contract with Toronto (TOR)
doziepj01,PJ Dozier,23668,"Jul 16, 2024",2024,MIN,1,2.6,standard,1,Signed a 1 year $2.6 million contract with Minnesota (MIN)
doziepj01,PJ Dozier,23668,"Feb 25, 2023",2023,SAC,2,2.95,standard,1,Signed a 2 year $2.95 million Rest-of-Season contract with Sacramento (SAC) - includes 2023-24 non-guaranteed
dragigo01,Goran Dragić,6146,"Aug 02, 2022",2022,CHI,1,2.9,standard,1,Signed a 1 year $2.9 million contract with Chicago (CHI)
dragigo01,Goran Dragić,6146,"Nov 22, 2020",2020,MIA,1,18.0,standard,1,Signed a 1 year $18 million contract with Miami (MIA) - includes 2021 Club Option
dragigo01,Goran Dragić,6146,"Jul 09, 2015",2015,MIA,5,85.0,extension,1,Signed a 5 year $85 million extension with Miami (MIA)
dragigo01,Goran Dragić,6146,"Jul 19, 2012",2012,PHX,4,30.0,standard,1,Signed a 4 year $30 million contract with Phoenix (PHX)
dragigo01,Goran Dragić,6146,"Sep 22, 2008",2008,PHX,3,5.5,standard,1,Signed a 3 year $5.5 million contract with Phoenix (PHX)
drumman01,Andre Drummond,10817,"Jul 06, 2026",2026,NYK,1,3.88,standard,1,Signed a 1 year $3.88 million contract with New York (NYK)
drumman01,Andre Drummond,10817,"Jul 07, 2024",2024,PHI,2,10.0,standard,1,Signed a 2 year $10 million contract with Philadelphia (PHI)
drumman01,Andre Drummond,10817,"Jul 06, 2022",2022,CHI,2,6.56,standard,1,Signed a 2 year $6.56 million contract with Chicago (CHI) - includes 2023-24 Player Option
drumman01,Andre Drummond,10817,"Aug 04, 2021",2021,PHI,1,2.4,standard,1,Signed a 1 year $2.40 million contract with Philadelphia (PHI)
drumman01,Andre Drummond,10817,"Jul 15, 2016",2016,DET,5,127.0,standard,1,Signed a 5 year $127 million contract with Detroit (DET)
drumman01,Andre Drummond,10817,"Jul 03, 2012",2012,DET,2,4.8,standard,1,Signed a 2 year $4.8 million contract with Detroit (DET)
duartch01,Chris Duarte,74120,"Aug 04, 2021",2021,IND,4,17.7,rookie-scale,1,Signed a 4 year $17.70 million rookie scale contract with Indiana (IND)
dudleja01,Jared Dudley,2228,"Dec 01, 2020",2020,LAL,1,2.56,standard,1,Signed a 1 year $2.56 million contract with Los Angeles (LAL)
dudleja01,Jared Dudley,2228,"Jul 07, 2019",2019,LAL,1,2.56,standard,1,Signed a 1 year $2.56 million contract with Los Angeles (LAL)
dudleja01,Jared Dudley,2228,"Jul 08, 2016",2016,PHX,3,30.0,standard,1,Signed a 3 year $30 million contract with Phoenix (PHX)
dudleja01,Jared Dudley,2228,"Nov 02, 2010",2010,PHX,5,22.5,rookie-scale,1,Signed a 5 year $22.5 million rookie scale extension with Phoenix (PHX)
dudleja01,Jared Dudley,2228,"Jul 03, 2007",2007,CHA,2,2.35,standard,1,Signed a 2 year $2.35 million contract with Charlotte (CHA)
duncati01,Tim Duncan,2703,"Jul 09, 2015",2015,SAS,2,10.85,standard,1,Signed a 2 year $10.85 million contract with San Antonio (SAS) - includes 2016-17 Player Option
duncati01,Tim Duncan,2703,"Jul 11, 2012",2012,SAS,3,30.4,standard,1,Signed a 3 year $30.4 million contract with San Antonio (SAS) - includes 2014-15 Player Option
duncati01,Tim Duncan,2703,"Nov 05, 2007",2007,SAS,2,40.0,extension,1,Signed a 2 year $40 million veteran extension with San Antonio (SAS)
duncati01,Tim Duncan,2703,"Aug 01, 2000",2000,SAS,3,31.9,standard,1,Signed a 3 year $31.9 million contract with San Antonio (SAS)
dunlemi02,Mike Dunleavy,2406,"Jul 01, 2015",2015,CHI,3,14.5,extension,1,Signed a 3 year $14.5 million extension with Chicago (CHI)
dunlemi02,Mike Dunleavy,2406,"Jul 10, 2013",2013,CHI,2,6.5,standard,1,Signed a 2 year $6.5 million contract with Chicago (CHI)
dunlemi02,Mike Dunleavy,2406,"Dec 10, 2011",2011,MIL,2,7.5,standard,1,Signed a 2 year $7.5 million contract with Milwaukee (MIL)
dunlemi02,Mike Dunleavy,2406,"Oct 31, 2005",2005,GSW,5,45.0,rookie-scale,1,Signed a 5 year $45 million rookie scale extension with Golden State (GSW)
dunlemi02,Mike Dunleavy,2406,"Jul 07, 2002",2002,GSW,3,10.0,standard,1,Signed a 3 year $10 million contract with Golden State (GSW)
dunnkr01,Kris Dunn,20210,"Jul 18, 2024",2024,UTA,3,16.28,standard,1,Signed a 3 year $16.28 million contract with Utah (UTA) as part of a Sign-and-Trade with LA Clippers (LAC)
dunnkr01,Kris Dunn,20210,"Mar 14, 2023",2023,UTH,2,3.32,standard,1,Signed a 2 year $3.32 million Rest-of-Season contract with Utah (UTH)
dunnkr01,Kris Dunn,20210,"Nov 28, 2020",2020,ATL,2,10.0,standard,1,Signed a 2 year $10 million contract with Atlanta (ATL) - includes 2021 Player Option
dunnkr01,Kris Dunn,20210,"Jul 05, 2016",2016,MIN,4,17.49,rookie-scale,1,Signed a 4 year $17.49 million rookie scale contract with Minnesota (MIN)
dunnry01,Ryan Dunn,91771,"Jul 02, 2024",2024,PHX,4,13.0,rookie-scale,1,Signed a 4 year $13.0 million rookie scale contract with Phoenix (PHX)
duranke01,Kevin Durant,2717,"Oct 19, 2025",2025,HOU,2,90.0,extension,1,Signed a 2 year $90 million contract extension with Houston (HOU) - includes 2027-28 Player Option
duranke01,Kevin Durant,2717,"Aug 08, 2021",2021,BKN,4,194.22,extension,1,Signed a 4 year $194.22 million contract extension with Brooklyn (BKN)
duranke01,Kevin Durant,2717,"Jul 07, 2019",2019,GSW,4,164.26,standard,1,Signed a 4 year $164.26 million contract with Golden State (GSW) as part of a Sign-and-Trade with Brooklyn (BKN) - includes 2022 Player Option
duranke01,Kevin Durant,2717,"Jul 07, 2018",2018,GSW,2,61.5,standard,1,Signed a 2 year $61.5 million contract with Golden State (GSW)
duranke01,Kevin Durant,2717,"Jul 06, 2017",2017,GSW,2,51.25,standard,1,Signed a 2 year $51.25 million contract with Golden State (GSW) - includes Player Option
duranke01,Kevin Durant,2717,"Jul 04, 2016",2016,GSW,2,54.3,maximum,1,Signed a 2 year $54.3 million maximum contract with Golden State (GSW)
duranke01,Kevin Durant,2717,"Jul 07, 2010",2010,OKC,5,89.0,maximum,1,Signed a 5 year $89 million maximum rookie scale extension with Oklahoma City (OKC)
duranke01,Kevin Durant,2717,"Jul 02, 2007",2007,SEA,4,19.5,standard,1,Signed a 4 year $19.5 million contract with Seattle (SEA)
durenja01,Jalen Duren,78116,,2022,DET,4,19.474944,standard,1,contract block
easonta01,Tari Eason,78123,"Jul 09, 2026",2026,HOU,5,81.45,standard,1,Signed a 5 year $81.45 million contract with Houston (HOU) - includes 2030-31 Player Option
easonta01,Tari Eason,78123,"Jul 01, 2022",2022,HOU,4,16.26,rookie-scale,1,Signed a 4 year $16.26 million Rookie Scale contract with Houston (HOU)
edeyza01,Zach Edey,91755,"Jul 06, 2024",2024,MEM,4,26.2,rookie-scale,1,Signed a 4 year $26.2 million rookie scale contract with Memphis (MEM)
edgecvj01,VJ Edgecombe,98600,"Jul 01, 2025",2025,PHI,4,50.44,rookie-scale,1,Signed a 4 year $50.44 million Rookie Scale contract with Philadelphia (PHI)
edwaran01,Anthony Edwards,70643,"Jul 08, 2023",2023,MIN,5,244.62,extension,1,Signed a 5 year $244.62 million rookie contract extension with Minnesota (MIN)
edwaran01,Anthony Edwards,70643,"Nov 29, 2020",2020,MIN,4,44.27,rookie-scale,1,Signed a 4 year $44.27 million rookie scale contract with Minnesota (MIN)
edwarca01,Carsen Edwards,31592,"Jul 13, 2019",2019,BOS,3,4.5,standard,1,Signed a 3 year $4.5 million contract with Boston (BOS) - includes 2022 Club Option
