player_id,player_name,spotrac_id,matched_name,position,confidence
hillida01,Darrun Hilliard,17866,Darrun Hilliard II,Shooting Guard,medium
hilljo01,Jordan Hill,6310,Jordan Hill,Center,high
hillso01,Solomon Hill,13336,Solomon Hill,Small Forward,high
hinriki01,Kirk Hinrich,2245,Kirk Hinrich,Shooting Guard,high
hoardja01,Jaylen Hoard,31893,Jaylen Hoard,Forward,high
holidaa01,Aaron Holiday,26989,Aaron Holiday,Point Guard,high
holidjr01,Jrue Holiday,6316,Jrue Holiday,Point Guard,high
holidju01,Justin Holiday,11441,Justin Holiday,Shooting Guard,high
hollaro01,Ron Holland,91751,Ron Holland II,Small Forward,medium
holliro01,Rondae Hollis-Jefferson,17851,Rondae Hollis-Jefferson,Small Forward,high
holmeri01,Richaun Holmes,17865,Richaun Holmes,Center,high
holmgch01,Chet Holmgren,78108,Chet Holmgren,Center,high
hoodro01,Rodney Hood,15375,Rodney Hood,Small Forward,high
horfoal01,Al Horford,2199,Al Horford,Center,high
hortota01,Talen Horton-Tucker,31605,Talen Horton-Tucker,Shooting Guard,high
houseda01,Danuel House Jr.,20800,Danuel House Jr.,Small Forward,high
houstca01,Caleb Houstan,78142,Caleb Houstan,Small Forward,high
howardw01,Dwight Howard,2640,Dwight Howard,Center,high
howarje01,Jett Howard,82211,Jett Howard,Shooting Guard,high
huertke01,Kevin Huerter,26985,Kevin Huerter,Shooting Guard,high
huertma01,Marcelo Huertas,18207,Marcelo Huertas,Point Guard,high
huestjo01,Josh Huestis,15381,Josh Huestis,Small Forward,high
huffja01,Jay Huff,74262,Jay Huff,Center,high
hukpoar01,Ariel Hukporti,93962,Ariel Hukporti,Center,high
humphkr01,Kris Humphries,2739,Kris Humphries,Power Forward,high
huntede01,De'Andre Hunter,31561,De'Andre Hunter,Small Forward,high
hutchch01,Chandler Hutchison,26988,Chandler Hutchison,Small Forward,high
hylanbo01,Bones Hyland,74133,Nah'Shon Hyland,Point Guard,low
ibakase01,Serge Ibaka,6313,Serge Ibaka,Center,high
ighodos01,Oso Ighodaro,93953,Oso Ighodaro,Center,high
iguodan01,Andre Iguodala,2652,Andre Iguodala,Small Forward,high
ilyaser01,Ersan İlyasova,6341,Ersan Ilyasova,Power Forward,high
inglejo01,Joe Ingles,15852,Joe Ingles,Small Forward,high
ingrabr01,Brandon Ingram,20207,Brandon Ingram,Small Forward,high
irvinky01,Kyrie Irving,8051,Kyrie Irving,Point Guard,high
isaacjo01,Jonathan Isaac,23601,Jonathan Isaac,Power Forward,high
iveyja01,Jaden Ivey,78111,Jaden Ivey,Shooting Guard,high
iwundwe01,Wes Iwundu,23628,Wesley Iwundu,Small Forward,medium
jackja01,Jarrett Jack,2675,Jarrett Jack,Point Guard,high
jacksan01,Andre Jackson Jr.,82321,Andre Jackson Jr.,Shooting Guard,high
jacksfr01,Frank Jackson,23626,Frank Jackson,Point Guard,high
jacksgg01,GG Jackson II,85972,G.G. Jackson,Power Forward,medium
jacksis01,Isaiah Jackson,74129,Isaiah Jackson,Power Forward,high
jacksja02,Jaren Jackson Jr.,26970,Jaren Jackson Jr.,Power Forward,high
jacksjo02,Josh Jackson,23599,Josh Jackson,Shooting Guard,high
jacksju01,Justin Jackson,23610,Justin Jackson,Small Forward,high
jacksqu01,Quenton Jackson,79955,Quenton Jackson,Guard,high
jacksre01,Reggie Jackson,8075,Reggie Jackson,Point Guard,high
jackstr02,Trayce Jackson-Davis,84443,Trayce Jackson-Davis,Power Forward,high
jakucka01,Kasparas Jakučionis,98605,Kasparas Jakucionis,Point Guard,high
jamesbr02,Bronny James,92960,Bronny James,Point Guard,high
jamesju01,Justin James,31599,Justin James,Shooting Guard,high
jamesle01,LeBron James,2257,LeBron James,Power Forward,high
jamesmi02,Mike James,2607,Mike James,Point Guard,high
jamessi01,Sion James,98641,Sion James,Small Forward,high
jaqueja01,Jaime Jaquez Jr.,82323,Jaime Jaquez Jr.,Small Forward,high
jeffeal01,Al Jefferson,2579,Al Jefferson,Center,high
jefferi01,Richard Jefferson,2594,Richard Jefferson,Small Forward,high
jeffrda01,DaQuan Jeffries,32680,DaQuan Jeffries,Shooting Guard,high
jemistr01,Trey Jemison,86044,Trey Jemison,Power Forward,high
jenkida01,Daniss Jenkins,94498,Daniss Jenkins,Guard,high
jenkijo01,John Jenkins,12363,John Jenkins,,high
jennibr01,Brandon Jennings,6299,Brandon Jennings,Point Guard,high
jerebjo01,Jonas Jerebko,6285,Jonas Jerebko,Power Forward,high
jeromty01,Ty Jerome,31582,Ty Jerome,Shooting Guard,high
joeis01,Isaiah Joe,70691,Isaiah Joe,Shooting Guard,high
johnsaj01,AJ Johnson,92952,AJ Johnson,Point Guard,high
johnsal02,Alize Johnson,27016,Alize Johnson,Power Forward,high
johnsam01,Amir Johnson,2304,Amir Johnson,Center,high
johnsca02,Cameron Johnson,31568,Cameron Johnson,Small Forward,high
johnsch04,Chris Johnson,7677,Chris Johnson,Power Forward,high
johnsja01,James Johnson,6279,James Johnson,Power Forward,high
johnsja05,Jalen Johnson,74127,Jalen Johnson,Small Forward,high
johnsjo02,Joe Johnson,2200,Joe Johnson,Shooting Guard,high
johnske04,Keldon Johnson,31588,Keldon Johnson,Shooting Guard,high
johnske07,Keon Johnson,74128,Keon Johnson,Shooting Guard,high
johnsst04,Stanley Johnson,17836,Stanley Johnson,Small Forward,high
johnstr03,Tre Johnson,98601,Tre Johnson,Shooting Guard,high
johnsty01,Tyler Johnson,15645,Tyler Johnson,Shooting Guard,high
johnswe01,Wesley Johnson,6885,Wesley Johnson,Small Forward,high
jokicni01,Nikola Jokić,15393,Nikola Jokic,Center,high
jonesco02,Colby Jones,82320,Colby Jones,Shooting Guard,high
jonesda03,Damian Jones,20235,Damian Jones,Center,high
jonesde02,Derrick Jones Jr.,21067,Derrick Jones Jr.,Small Forward,high
jonesdi01,Dillon Jones,91778,Dillon Jones,Small Forward,high
joneshe01,Herbert Jones,74142,Herb Jones,Small Forward,medium
jonesja02,James Jones,2676,James Jones,Shooting Guard,high
joneska01,Kai Jones,74126,Kai Jones,Power Forward,high
joneska03,Kam Jones,98618,Kam Jones,Point Guard,high
jonessp01,Spencer Jones,95438,Spencer Jones,Small Forward,high
joneste01,Terrence Jones,10843,Terrence Jones,Power Forward,high
jonestr01,Tre Jones,70683,Tre Jones,Point Guard,high
jonesty01,Tyus Jones,17852,Tyus Jones,Point Guard,high
jordade01,DeAndre Jordan,6117,DeAndre Jordan,Center,high
josepco01,Cory Joseph,8080,Cory Joseph,Point Guard,high
jovicni01,Nikola Jović,78135,Nikola Jovic,Small Forward,high
juzanjo01,Johnny Juzang,78583,Johnny Juzang,Shooting Guard,high
kalkbry01,Ryan Kalkbrenner,98627,Ryan Kalkbrenner,Center,high
kaminfr01,Frank Kaminsky,17837,Frank Kaminsky,Center,high
kanteen01,Enes Freedom,8053,Enes Freedom,Center,high
kellyry01,Ryan Kelly,18966,Ryan Kelly,Center,high
kennalu01,Luke Kennard,23607,Luke Kennard,Shooting Guard,high
kesslwa01,Walker Kessler,78133,Walker Kessler,Center,high
kiddgmi01,Michael Kidd-Gilchrist,10810,Michael Kidd-Gilchrist,Small Forward,high
kilpase01,Sean Kilpatrick,15922,Sean Kilpatrick,Shooting Guard,high
kispeco01,Corey Kispert,74122,Corey Kispert,Small Forward,high
klebima01,Maxi Kleber,24212,Maxi Kleber,Power Forward,high
knechda01,Dalton Knecht,91749,Dalton Knecht,Small Forward,high
knighbr03,Brandon Knight,8058,Brandon Knight,Point Guard,high
knighna01,Nathan Knight,70772,Nathan Knight,Power Forward,high
knoxke01,Kevin Knox,26975,Kevin Knox,Small Forward,high
knuepko01,Kon Knueppel,98602,Kon Knueppel,Small Forward,high
kolekty01,Tyler Kolek,91769,Tyler Kolek,Point Guard,high
kolokch01,Christian Koloko,78131,Christian Koloko,Center,high
konchjo01,John Konchar,32170,John Konchar,Shooting Guard,high
korkmfu01,Furkan Korkmaz,20231,Furkan Korkmaz,Shooting Guard,high
kornelu01,Luke Kornet,23670,Luke Kornet,Center,high
korveky01,Kyle Korver,2752,Kyle Korver,Shooting Guard,high
koufoko01,Kosta Koufos,6254,Kosta Koufos,Center,high
krejcvi01,Vít Krejčí,70679,Vit Krejci,Point Guard,high
kuminjo01,Jonathan Kuminga,74114,Jonathan Kuminga,Power Forward,high
kurucro01,Rodions Kurucs,27006,Rodions Kurucs,Small Forward,high
kuzmaky01,Kyle Kuzma,23622,Kyle Kuzma,Power Forward,high
kuzmimi01,Mindaugas Kuzminskas,20688,Mindaugas Kuzminskas,Small Forward,high
labissk01,Skal Labissière,20233,Skal Labissiere,Power Forward,high
lamban01,Anthony Lamb,70763,Anthony Lamb,Small Forward,high
lambje01,Jeremy Lamb,10820,Jeremy Lamb,Shooting Guard,high
landajo01,Jock Landale,74215,Jock Landale,Center,high
landrca01,Carl Landry,2396,Carl Landry,Power Forward,high
langfro01,Romeo Langford,31571,Romeo Langford,Shooting Guard,high
laravja01,Jake LaRavia,78141,Jake LaRavia,Power Forward,high
larkish01,Shane Larkin,13331,Shane Larkin,Point Guard,high
larsspe01,Pelle Larsson,91787,Pelle Larsson,Shooting Guard,high
lauvejo01,Joffrey Lauvergne,13368,Joffrey Lauvergne,Power Forward,high
lavinza01,Zach LaVine,15365,Zach LaVine,Shooting Guard,high
lawsoaj01,A.J. Lawson,74329,A.J. Lawson,Forward,high
lawsoty01,Ty Lawson,6283,Ty Lawson,Point Guard,high
laymaja01,Jake Layman,20253,Jake Layman,Small Forward,high
leaftj01,T.J. Leaf,23613,TJ Leaf,Power Forward,high
leeco01,Courtney Lee,6144,Courtney Lee,Shooting Guard,high
leeda02,David Lee,2623,David Lee,Power Forward,high
leeda03,Damion Lee,21063,Damion Lee,Shooting Guard,high
leesa01,Saben Lee,70680,Saben Lee,Point Guard,high
lenal01,Alex Len,13318,Alex Len,Center,high
leonaka01,Kawhi Leonard,8066,Kawhi Leonard,Small Forward,high
leoname01,Meyers Leonard,10819,Meyers Leonard,Center,high
leuerjo01,Jon Leuer,8092,Jon Leuer,Power Forward,high
leverca01,Caris LeVert,20225,Caris LeVert,Shooting Guard,high
lewiski01,Kira Lewis Jr.,70655,Kira Lewis Jr.,Point Guard,high
liggide01,DeAndre Liggins,8105,DeAndre Liggins,Shooting Guard,high
lillada01,Damian Lillard,10814,Damian Lillard,Point Guard,high
linje01,Jeremy Lin,7115,Jeremy Lin,Point Guard,high
littlna01,Nassir Little,31583,Nassir Little,Small Forward,high
livelde01,Dereck Lively II,82272,Dereck Lively II,Center,high
liveris01,Isaiah Livers,74149,Isaiah Livers,Small Forward,high
livinsh01,Shaun Livingston,2477,Shaun Livingston,Point Guard,high
looneke01,Kevon Looney,17858,Kevon Looney,Center,high
lopezbr01,Brook Lopez,6136,Brook Lopez,Center,high
lopezro01,Robin Lopez,6147,Robin Lopez,Center,high
loveca01,Caleb Love,99629,Caleb Love,Guard,high
loveke01,Kevin Love,6132,Kevin Love,Center,high
lowryky01,Kyle Lowry,2536,Kyle Lowry,Point Guard,high
luwawti01,Timothé Luwawu-Cabarrot,20229,Timothe Luwawu-Cabarrot,Shooting Guard,high
lylestr01,Trey Lyles,17840,Trey Lyles,Power Forward,high
macksh01,Shelvin Mack,8086,Shelvin Mack,Point Guard,high
mahinia01,Ian Mahinmi,2708,Ian Mahinmi,Center,high
makerth01,Thon Maker,20215,Thon Maker,Center,high
maledth01,Théo Maledon,70676,Theo Maledon,Point Guard,high
mamuksa01,Sandro Mamukelashvili,74161,Sandro Mamukelashvili,Center,high
mannte01,Terance Mann,31607,Terance Mann,Shooting Guard,high
manntr01,Tre Mann,74125,Tre Mann,Point Guard,high
marjabo01,Boban Marjanović,17984,Boban Marjanovic,Center,high
markkla01,Lauri Markkanen,23602,Lauri Markkanen,Power Forward,high
marshna01,Naji Marshall,70704,Naji Marshall,Small Forward,high
martica02,Caleb Martin,32682,Caleb Martin,Small Forward,high
martico01,Cody Martin,31595,Cody Martin,Small Forward,high
martija01,Jarell Martin,17853,Jarell Martin,Power Forward,high
martike02,Kevin Martin,2692,Kevin Martin,Shooting Guard,high
martike03,Kelan Martin,32756,Kelan Martin,Small Forward,high
martike04,KJ Martin,70694,Kenyon Martin Jr.,Small Forward,medium
martity01,Tyrese Martin,78162,Tyrese Martin,Small Forward,high
mashaja01,Jahmai Mashack,99272,Jahmai Mashack,Forward,high
masonfr01,Frank Mason III,23629,Frank Mason III,Point Guard,high
mathega01,Garrison Mathews,32044,Garrison Mathews,Shooting Guard,high
mathube01,Bennedict Mathurin,78115,Bennedict Mathurin,Shooting Guard,high
matkoka01,Karlo Matković,78144,Karlo Matkovic,Power Forward,high
matthwe02,Wesley Matthews,6489,Wesley Matthews,Shooting Guard,high
maxeyty01,Tyrese Maxey,70663,Tyrese Maxey,Point Guard,high
mayooj01,O.J. Mayo,6124,O.J. Mayo,Shooting Guard,high
mayssk01,Skylar Mays,70692,Skylar Mays,Shooting Guard,high
mbahalu01,Luc Mbah a Moute,6130,Luc Richard Mbah a Moute,Power Forward,medium
mcadoja01,James Michael McAdoo,15783,James McAdoo,Small Forward,medium
mcbrimi01,Miles McBride,74143,Miles McBride,Point Guard,high
mccaija01,Jared McCain,91760,Jared McCain,Point Guard,high
mccawpa01,Patrick McCaw,20244,Patrick McCaw,Shooting Guard,high
mccolcj01,CJ McCollum,13323,C.J. McCollum,Shooting Guard,high
mccontj01,T.J. McConnell,18252,T.J. McConnell,Point Guard,high
mcculch01,Chris McCullough,17857,Chris McCullough,Power Forward,high
mcdanja01,Jalen McDaniels,31611,Jalen McDaniels,Small Forward,high
mcdanja02,Jaden McDaniels,70670,Jaden McDaniels,Power Forward,high
mcdankj01,K.J. McDaniels,15384,K.J. McDaniels,Shooting Guard,high
mcderdo01,Doug McDermott,15363,Doug McDermott,Small Forward,high
mcgeeja01,JaVale McGee,6159,JaVale McGee,Center,high
mcgowbr01,Bryce McGowens,78140,Bryce McGowens,Shooting Guard,high
mcgruro01,Rodney McGruder,13575,Rodney McGruder,Shooting Guard,high
mckinal01,Alfonzo McKinnie,24106,Alfonzo McKinnie,Small Forward,high
mclaujo01,Jordan McLaughlin,27975,Jordan McLaughlin,Point Guard,high
mclembe01,Ben McLemore,13320,Ben McLemore,Small Forward,high
mcraejo01,Jordan McRae,15410,Jordan McRae,Shooting Guard,high
mcrobjo01,Josh McRoberts,2678,Josh McRoberts,Power Forward,high
meeksjo01,Jodie Meeks,6300,Jodie Meeks,Shooting Guard,high
mejrisa01,Salah Mejri,18067,Salah Mejri,Center,high
mellini01,Nicolò Melli,31886,Nicolo Melli,Power Forward,high
meltode01,De'Anthony Melton,27012,De'Anthony Melton,Shooting Guard,high
merrisa01,Sam Merrill,70702,Sam Merrill,Shooting Guard,high
metuch01,Chimezie Metu,27015,Chimezie Metu,Center,high
micicva01,Vasilije Micić,15404,Vasilije Micic,Point Guard,high
middlkh01,Khris Middleton,10864,Khris Middleton,Small Forward,high
milescj01,C.J. Miles,2753,C.J. Miles,Small Forward,high
millebr02,Brandon Miller,82197,Brandon Miller,Small Forward,high
milleda01,Darius Miller,10871,Darius Miller,Small Forward,high
millejo02,Jordan Miller,84474,Jordan Miller,Small Forward,high
millele01,Leonard Miller,82215,Leonard Miller,Small Forward,high
millemi01,Mike Miller,2539,Mike Miller,Shooting Guard,high
millspa01,Paul Millsap,2754,Paul Millsap,Power Forward,high
millspa02,Patty Mills,6322,Patty Mills,Point Guard,high
miltosh01,Shake Milton,27020,Shake Milton,Shooting Guard,high
minayju01,Justin Minaya,82122,Justin Minaya,Forward,high
minotjo01,Josh Minott,78156,Josh Minott,Small Forward,high
mirotni01,Nikola Mirotić,8074,Nikola Mirotic,Power Forward,high
missiyv01,Yves Missi,91761,Yves Missi,Center,high
mitchaj01,Ajay Mitchell,92958,Ajay Mitchell,Point Guard,high
mitchda01,Davion Mitchell,74116,Davion Mitchell,Point Guard,high
mitchdo01,Donovan Mitchell,23608,Donovan Mitchell,Shooting Guard,high
mobleev01,Evan Mobley,74110,Evan Mobley,Power Forward,high
mogbojo01,Jonathan Mogbo,92956,Jonathan Mogbo,Center,high
monkma01,Malik Monk,23606,Malik Monk,Shooting Guard,high
monrogr01,Greg Monroe,6889,Greg Monroe,Center,high
moodymo01,Moses Moody,74121,Moses Moody,Shooting Guard,high
mooreet01,E'Twaun Moore,8107,E'Twaun Moore,Shooting Guard,high
moorewe01,Wendell Moore Jr.,78145,Wendell Moore Jr.,Shooting Guard,high
moranja01,Ja Morant,31559,Ja Morant,Point Guard,high
moreler01,Eric Moreland,15622,Eric Moreland,Power Forward,high
morrima02,Markieff Morris,8064,Markieff Morris,Power Forward,high
morrima03,Marcus Morris,8065,Marcus Morris Sr.,Small Forward,medium
morrimo01,Monte Morris,23652,Monte Morris,Point Guard,high
morroan01,Anthony Morrow,6109,Anthony Morrow,Shooting Guard,high
motiedo01,Donatas Motiejūnas,8071,Donatas Motiejunas,Power Forward,high
mozgoti01,Timofey Mozgov,7118,Timofey Mozgov,Center,high
mudiaem01,Emmanuel Mudiay,17835,Emmanuel Mudiay,Point Guard,high
muhamsh01,Shabazz Muhammad,13327,Shabazz Muhammad,Shooting Guard,high
muldemy01,Mychal Mulder,32841,Mychal Mulder,Guard,high
murphtr02,Trey Murphy III,74124,Trey Murphy III,Small Forward,high
murraco01,Collin Murray-Boyles,98609,Collin Murray-Boyles,Power Forward,high
murrade01,Dejounte Murray,20234,Dejounte Murray,Point Guard,high
murraja01,Jamal Murray,20212,Jamal Murray,Point Guard,high
murrake02,Keegan Murray,78112,Keegan Murray,Power Forward,high
murrakr01,Kris Murray,82275,Kris Murray,Power Forward,high
musadz01,Džanan Musa,26995,Dzanan Musa,Shooting Guard,high
muscami01,Mike Muscala,13357,Mike Muscala,Center,high
mykhasv01,Svi Mykhailiuk,27013,Sviatoslav Mykhailiuk,Shooting Guard,medium
naderab01,Abdel Nader,20264,Abdel Nader,Small Forward,high
nancela02,Larry Nance Jr.,17855,Larry Nance Jr.,Power Forward,high
nancepe01,Pete Nance,86006,Pete Nance,Power Forward,high
napiesh01,Shabazz Napier,15376,Shabazz Napier,Point Guard,high
nealga01,Gary Neal,6995,Gary Neal,Point Guard,high
nelsoja01,Jameer Nelson,2642,Jameer Nelson,Point Guard,high
nembhan01,Andrew Nembhard,78137,Andrew Nembhard,Point Guard,high
nembhry01,Ryan Nembhard,99651,Ryan Nembhard,Point Guard,high
nesmiaa01,Aaron Nesmith,70656,Aaron Nesmith,Small Forward,high
netora01,Raul Neto,13360,Raul Neto,Point Guard,high
newelas01,Asa Newell,98611,Asa Newell,Power Forward,high
niangge01,Georges Niang,20256,Georges Niang,Power Forward,high
nichoan01,Andrew Nicholson,10844,Andrew Nicholson,Power Forward,high
nixda01,Daishen Nix,74357,Daishen Nix,Point Guard,high
nnajize01,Zeke Nnaji,70664,Zeke Nnaji,Power Forward,high
noahjo01,Joakim Noah,2248,Joakim Noah,Center,high
noelne01,Nerlens Noel,13319,Nerlens Noel,Center,high
noguelu01,Lucas Nogueira,13329,Lucas Nogueira,Center,high
nowelja01,Jaylen Nowell,31602,Jaylen Nowell,Shooting Guard,high
nowitdi01,Dirk Nowitzki,2279,Dirk Nowitzki,Power Forward,high
ntilila01,Frank Ntilikina,23603,Frank Ntilikina,Point Guard,high
nunnke01,Kendrick Nunn,28041,Kendrick Nunn,Point Guard,high
nurkiju01,Jusuf Nurkić,15368,Jusuf Nurkic,Center,high
nwabada01,David Nwaba,21577,David Nwaba,Shooting Guard,high
nworajo01,Jordan Nwora,70687,Jordan Nwora,Small Forward,high
obryajo01,Johnny O'Bryant,15388,Johnny O'Bryant,Power Forward,high
ojelese01,Semi Ojeleye,23632,Semi Ojeleye,Power Forward,high
okafoja01,Jahlil Okafor,17831,Jahlil Okafor,Center,high
okekech01,Chuma Okeke,31573,Chuma Okeke,Power Forward,high
okoboel01,Elie Okobo,26997,Élie Okobo,Point Guard,high
okogijo01,Josh Okogie,26986,Josh Okogie,Shooting Guard,high
okongon01,Onyeka Okongwu,70648,Onyeka Okongwu,Center,high
okorois01,Isaac Okoro,70647,Isaac Okoro,Shooting Guard,high
okpalkz01,KZ Okpala,31591,KZ Okpala,Small Forward,high
oladivi01,Victor Oladipo,13315,Victor Oladipo,Shooting Guard,high
olynyke01,Kelly Olynyk,13326,Kelly Olynyk,Power Forward,high
omorueu01,Eugene Omoruyi,74300,Eugene Omoruyi,Small Forward,high
onealro01,Royce O'Neale,24240,Royce O'Neale,Small Forward,high
onimi01,Miye Oni,31617,Miye Oni,Shooting Guard,high
oquinky01,Kyle O'Quinn,10874,Kyle O'Quinn,Center,high
osmande01,Cedi Osman,17859,Cedi Osman,Small Forward,high
oubreke01,Kelly Oubre Jr.,17843,Kelly Oubre Jr.,Small Forward,high
pachuza01,Zaza Pachulia,2203,Zaza Pachulia,Center,high
parkeja01,Jabari Parker,15354,Jabari Parker,Power Forward,high
parketo01,Tony Parker,2710,Tony Parker,Point Guard,high
parsoch01,Chandler Parsons,8090,Chandler Parsons,Small Forward,high
pascher01,Eric Paschall,31600,Eric Paschall,Power Forward,high
pattepa01,Patrick Patterson,6896,Patrick Patterson,Power Forward,high
paulbr01,Brandon Paul,20889,Brandon Paul,Shooting Guard,high
paulch01,Chris Paul,2609,Chris Paul,Point Guard,high
paynead01,Adreian Payne,15367,Adreian Payne,Power Forward,high
payneca01,Cameron Payne,17842,Cameron Payne,Point Guard,high
paytoel01,Elfrid Payton,15362,Elfrid Payton,Point Guard,high
paytoga02,Gary Payton II,20272,Gary Payton II,Point Guard,high
peavymi01,Micah Peavy,98645,Micah Peavy,Shooting Guard,high
pendano01,Noah Penda,98630,Noah Penda,Small Forward,high
perkike01,Kendrick Perkins,2216,Kendrick Perkins,Center,high
phillju01,Julian Phillips,84444,Julian Phillips,Small Forward,high
pickeja02,Jalen Pickett,84465,Jalen Pickett,Point Guard,high
piercpa01,Paul Pierce,2217,Paul Pierce,Small Forward,high
pinsoth01,Theo Pinson,27827,Theo Pinson,Shooting Guard,high
pippesc02,Scotty Pippen Jr.,78256,Scotty Pippen Jr.,Point Guard,high
plowdda01,Daeqwon Plowden,79950,Daeqwon Plowden,Guard,high
plumlma01,Mason Plumlee,13335,Mason Plumlee,Center,high
plumlmi01,Miles Plumlee,10851,Miles Plumlee,Center,high
podzibr01,Brandin Podziemski,84438,Brandin Podziemski,Shooting Guard,high
poeltja01,Jakob Poeltl,20214,Jakob Poeltl,Center,high
pokusal01,Aleksej Pokusevski,70659,Aleksej Pokusevski,Power Forward,high
poolejo01,Jordan Poole,31587,Jordan Poole,Shooting Guard,high
portecr01,Craig Porter Jr.,84768,Craig Porter Jr.,Guard,high
porteke02,Kevin Porter Jr.,31589,Kevin Porter Jr.,Point Guard,high
portemi01,Michael Porter Jr.,26980,Michael Porter Jr.,Small Forward,high
porteot01,Otto Porter Jr.,13316,Otto Porter Jr.,Small Forward,high
portibo01,Bobby Portis,17850,Bobby Portis,Power Forward,high
porzikr01,Kristaps Porziņģis,17832,Kristaps Porzingis,Power Forward,high
postqu01,Quinten Post,93959,Quinten Post,Center,high
pottemi01,Micah Potter,74418,Micah Potter,Center,high
poweldr01,Drake Powell,98620,Drake Powell,Small Forward,high
poweldw01,Dwight Powell,15397,Dwight Powell,Center,high
powelno01,Norman Powell,17874,Norman Powell,Shooting Guard,high
poythal01,Alex Poythress,20970,Alex Poythress,Small Forward,high
pricero01,Ronnie Price,2756,Ronnie Price,Point Guard,high
prigipa01,Pablo Prigioni,10998,Pablo Prigioni,Point Guard,high
primojo01,Joshua Primo,74119,Joshua Primo,Shooting Guard,high
princta01,Tayshaun Prince,2307,Tayshaun Prince,Small Forward,high
princta02,Taurean Prince,20217,Taurean Prince,Power Forward,high
pritcpa01,Payton Pritchard,70668,Payton Pritchard,Point Guard,high
proctty01,Tyrese Proctor,98636,Tyrese Proctor,Shooting Guard,high
prospol01,Olivier-Maxence Prosper,84439,Olivier-Maxence Prosper,Power Forward,high
queende01,Derik Queen,98607,Derik Queen,Center,high
queentr01,Trevelin Queen,70720,Trevelin Queen,Shooting Guard,high
quetane01,Neemias Queta,74146,Neemias Queta,Center,high
quickim01,Immanuel Quickley,70667,Immanuel Quickley,Point Guard,high
quinole01,Lester Quiñones,78288,Lester Quinones,Shooting Guard,high
rabbiv01,Ivan Rabb,23630,Ivan Rabb,Power Forward,high
randlch01,Chasson Randle,20940,Chasson Randle,Point Guard,high
randlju01,Julius Randle,15359,Julius Randle,Power Forward,high
randoza01,Zach Randolph,2626,Zach Randolph,Power Forward,high
raynama01,Maxime Raynaud,98635,Maxime Raynaud,Center,high
reathdu01,Duop Reath,86051,Duop Reath,Center,high
reaveau01,Austin Reaves,74218,Austin Reaves,Shooting Guard,high
reddica01,Cam Reddish,31567,Cam Reddish,Small Forward,high
redicjj01,JJ Redick,2643,J.J. Redick,Shooting Guard,high
reedda01,Davon Reed,23627,Davon Reed,Shooting Guard,high
reedpa01,Paul Reed,70700,Paul Reed,Center,high
reedwi02,Willie Reed,11665,Willie Reed,Center,high
reevean01,Antonio Reeves,93956,Antonio Reeves,Shooting Guard,high
reidna01,Naz Reid,32045,Naz Reid,Center,high
rhodeja01,Jared Rhoden,79316,Jared Rhoden,Shooting Guard,high
richaja02,Jase Richardson,98604,Jase Richardson,Shooting Guard,high
richajo01,Josh Richardson,17868,Josh Richardson,Shooting Guard,high
richama01,Malachi Richardson,20227,Malachi Richardson,Shooting Guard,high
richani01,Nick Richards,70684,Nick Richards,Center,high
richawi02,Will Richard,99269,Will Richard,Guard,high
rileywi01,Will Riley,98622,Will Riley,Small Forward,high
risacza01,Zaccharie Risacher,91733,Zaccharie Risacher,Small Forward,high
riverau01,Austin Rivers,10818,Austin Rivers,Shooting Guard,high
roberan03,Andre Roberson,13339,Andre Roberson,Shooting Guard,high
roberbr01,Brian Roberts,11160,Brian Roberts,Point Guard,high
robindu01,Duncan Robinson,27658,Duncan Robinson,Small Forward,high
robingl02,Glenn Robinson III,15392,Glenn Robinson III,Small Forward,high
robinje01,Jerome Robinson,26979,Jerome Robinson,Shooting Guard,high
robinje02,Jeremiah Robinson-Earl,74139,Jeremiah Robinson-Earl,Power Forward,high
robinmi01,Mitchell Robinson,27002,Mitchell Robinson,Center,high
robinor01,Orlando Robinson,78309,Orlando Robinson,Center,high
robinth01,Thomas Robinson,10813,Thomas Robinson,Power Forward,high
robyis01,Isaiah Roby,31604,Isaiah Roby,Power Forward,high
roddyda01,David Roddy,78149,David Roddy,Power Forward,high
rodrise01,Sergio Rodríguez,2682,Sergio Rodriguez,Shooting Guard,high
rolliry01,Ryan Rollins,78155,Ryan Rollins,Shooting Guard,high
rondora01,Rajon Rondo,2222,Rajon Rondo,Point Guard,high
rosede01,Derrick Rose,6095,Derrick Rose,Point Guard,high
rosste01,Terrence Ross,10816,Terrence Ross,Small Forward,high
roziete01,Terry Rozier,17844,Terry Rozier,Point Guard,high
rubiori01,Ricky Rubio,6305,Ricky Rubio,Point Guard,high
rudezda01,Damjan Rudež,15567,Damjan Rudez,Small Forward,high
ruperra01,Rayan Rupert,82212,Rayan Rupert,Shooting Guard,high
rushbr01,Brandon Rush,6114,Brandon Rush,Shooting Guard,high
russeda01,D'Angelo Russell,17830,D'Angelo Russell,Point Guard,high
ryanma01,Matt Ryan,74472,Matt Ryan,Small Forward,high
sabondo01,Domantas Sabonis,20216,Domantas Sabonis,Center,high
salauti01,Tidjane Salaün,91756,Tidjane Salaun,Power Forward,high
samanlu01,Luka Šamanić,31576,Luka Samanic,Power Forward,high
sampsja02,JaKarr Sampson,15838,JaKarr Sampson,Small Forward,high
sandeko01,Kobe Sanders,99262,Kobe Sanders,Guard,high
